,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：394yd,Hdcp：9,PAR：3,Reg.：173yd,Hdcp：15,PAR：4,Reg.：341yd,Hdcp：3
1,第一打を三本檜狙いで打てば残りは１００ｙ前後,第一打を三本檜狙いで打てば残りは１００ｙ前後,第一打を三本檜狙いで打てば残りは１００ｙ前後,打ち下ろしのショートホール,打ち下ろしのショートホール,打ち下ろしのショートホール,ティグラウンドからグリーンまで左サイドＯＢが続く,ティグラウンドからグリーンまで左サイドＯＢが続く,ティグラウンドからグリーンまで左サイドＯＢが続く
2,難易度2位/18ホール中 平均スコア5.75 平均パット数1.96 パーオン率8.8% フェアウェイ率56.3% OB率45.0% バンカー率14.0%,難易度2位/18ホール中 平均スコア5.75 平均パット数1.96 パーオン率8.8% フェアウェイ率56.3% OB率45.0% バンカー率14.0%,難易度2位/18ホール中 平均スコア5.75 平均パット数1.96 パーオン率8.8% フェアウェイ率56.3% OB率45.0% バンカー率14.0%,難易度12位/18ホール中 平均スコア4.27 平均パット数2 パーオン率19.5% フェアウェイ率- OB率23.8% バンカー率29.0%,難易度12位/18ホール中 平均スコア4.27 平均パット数2 パーオン率19.5% フェアウェイ率- OB率23.8% バンカー率29.0%,難易度12位/18ホール中 平均スコア4.27 平均パット数2 パーオン率19.5% フェアウェイ率- OB率23.8% バンカー率29.0%,難易度4位/18ホール中 平均スコア5.66 平均パット数1.98 パーオン率13.5% フェアウェイ率65.3% OB率30.3% バンカー率11.5%,難易度4位/18ホール中 平均スコア5.66 平均パット数1.98 パーオン率13.5% フェアウェイ率65.3% OB率30.3% バンカー率11.5%,難易度4位/18ホール中 平均スコア5.66 平均パット数1.98 パーオン率13.5% フェアウェイ率65.3% OB率30.3% バンカー率11.5%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：5,Reg.：410yd,Hdcp：1,PAR：4,Reg.：328yd,Hdcp：13,PAR：4,Reg.：357yd,Hdcp：7
5,距離のあるミドルホール,距離のあるミドルホール,距離のあるミドルホール,真っ直ぐなミドルホール　奥がＬ（左）グリーン,真っ直ぐなミドルホール　奥がＬ（左）グリーン,真っ直ぐなミドルホール　奥がＬ（左）グリーン,右ドッグレッグのミドル　奥がＬ（左）グリーン,右ドッグレッグのミドル　奥がＬ（左）グリーン,右ドッグレッグのミドル　奥がＬ（左）グリーン
6,難易度7位/18ホール中 平均スコア6.3 平均パット数1.95 パーオン率23.5% フェアウェイ率61.3% OB率17.8% バンカー率1.3%,難易度7位/18ホール中 平均スコア6.3 平均パット数1.95 パーオン率23.5% フェアウェイ率61.3% OB率17.8% バンカー率1.3%,難易度7位/18ホール中 平均スコア6.3 平均パット数1.95 パーオン率23.5% フェアウェイ率61.3% OB率17.8% バンカー率1.3%,難易度8位/18ホール中 平均スコア5.4 平均パット数1.92 パーオン率16.3% フェアウェイ率55.0% OB率17.0% バンカー率15.8%,難易度8位/18ホール中 平均スコア5.4 平均パット数1.92 パーオン率16.3% フェアウェイ率55.0% OB率17.0% バンカー率15.8%,難易度8位/18ホール中 平均スコア5.4 平均パット数1.92 パーオン率16.3% フェアウェイ率55.0% OB率17.0% バンカー率15.8%,難易度5位/18ホール中 平均スコア5.52 平均パット数1.98 パーオン率14.8% フェアウェイ率58.8% OB率22.7% バンカー率15.8%,難易度5位/18ホール中 平均スコア5.52 平均パット数1.98 パーオン率14.8% フェアウェイ率58.8% OB率22.7% バンカー率15.8%,難易度5位/18ホール中 平均スコア5.52 平均パット数1.98 パーオン率14.8% フェアウェイ率58.8% OB率22.7% バンカー率15.8%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：3,Reg.：165yd,Hdcp：17,PAR：5,Reg.：525yd,Hdcp：5,PAR：4,Reg.：416yd,Hdcp：11
9,打ち上げのショートホール　奥がＬ（左）グリーン,打ち上げのショートホール　奥がＬ（左）グリーン,打ち上げのショートホール　奥がＬ（左）グリーン,距離のあるロングホール　手前がＬ（左）グリーン,距離のあるロングホール　手前がＬ（左）グリーン,距離のあるロングホール　手前がＬ（左）グリーン,１００ヤード以内は左右がＯＢなので注意,１００ヤード以内は左右がＯＢなので注意,１００ヤード以内は左右がＯＢなので注意
