,HOLE：10,HOLE：10.1,HOLE：10.2,HOLE：11,HOLE：11.1,HOLE：11.2,HOLE：12,HOLE：12.1,HOLE：12.2
0,PAR：3,Reg.：168yd,Hdcp：,PAR：4,Reg.：366yd,Hdcp：,PAR：4,Reg.：365yd,Hdcp：
1,,,,,,,,,
2,難易度17位/18ホール中 平均スコア4.01 平均パット数1.89 パーオン率20.8% フェアウェイ率- OB率6.3% バンカー率23.3%,難易度17位/18ホール中 平均スコア4.01 平均パット数1.89 パーオン率20.8% フェアウェイ率- OB率6.3% バンカー率23.3%,難易度17位/18ホール中 平均スコア4.01 平均パット数1.89 パーオン率20.8% フェアウェイ率- OB率6.3% バンカー率23.3%,難易度7位/18ホール中 平均スコア5.5 平均パット数1.91 パーオン率13.0% フェアウェイ率50.0% OB率24.8% バンカー率22.5%,難易度7位/18ホール中 平均スコア5.5 平均パット数1.91 パーオン率13.0% フェアウェイ率50.0% OB率24.8% バンカー率22.5%,難易度7位/18ホール中 平均スコア5.5 平均パット数1.91 パーオン率13.0% フェアウェイ率50.0% OB率24.8% バンカー率22.5%,難易度6位/18ホール中 平均スコア5.55 平均パット数1.88 パーオン率10.0% フェアウェイ率48.8% OB率19.3% バンカー率23.5%,難易度6位/18ホール中 平均スコア5.55 平均パット数1.88 パーオン率10.0% フェアウェイ率48.8% OB率19.3% バンカー率23.5%,難易度6位/18ホール中 平均スコア5.55 平均パット数1.88 パーオン率10.0% フェアウェイ率48.8% OB率19.3% バンカー率23.5%
3,HOLE：13,HOLE：13,HOLE：13,HOLE：14,HOLE：14,HOLE：14,HOLE：15,HOLE：15,HOLE：15
4,PAR：5,Reg.：516yd,Hdcp：,PAR：4,Reg.：318yd,Hdcp：,PAR：3,Reg.：175yd,Hdcp：
5,,,,,,,,,
6,難易度14位/18ホール中 平均スコア6.11 平均パット数1.84 パーオン率27.0% フェアウェイ率47.8% OB率3.5% バンカー率24.8%,難易度14位/18ホール中 平均スコア6.11 平均パット数1.84 パーオン率27.0% フェアウェイ率47.8% OB率3.5% バンカー率24.8%,難易度14位/18ホール中 平均スコア6.11 平均パット数1.84 パーオン率27.0% フェアウェイ率47.8% OB率3.5% バンカー率24.8%,難易度9位/18ホール中 平均スコア5.4 平均パット数1.94 パーオン率19.3% フェアウェイ率44.8% OB率2.3% バンカー率52.8%,難易度9位/18ホール中 平均スコア5.4 平均パット数1.94 パーオン率19.3% フェアウェイ率44.8% OB率2.3% バンカー率52.8%,難易度9位/18ホール中 平均スコア5.4 平均パット数1.94 パーオン率19.3% フェアウェイ率44.8% OB率2.3% バンカー率52.8%,難易度15位/18ホール中 平均スコア4.1 平均パット数1.92 パーオン率19.0% フェアウェイ率- OB率1.5% バンカー率27.3%,難易度15位/18ホール中 平均スコア4.1 平均パット数1.92 パーオン率19.0% フェアウェイ率- OB率1.5% バンカー率27.3%,難易度15位/18ホール中 平均スコア4.1 平均パット数1.92 パーオン率19.0% フェアウェイ率- OB率1.5% バンカー率27.3%
7,HOLE：16,HOLE：16,HOLE：16,HOLE：17,HOLE：17,HOLE：17,HOLE：18,HOLE：18,HOLE：18
8,PAR：5,Reg.：508yd,Hdcp：,PAR：4,Reg.：436yd,Hdcp：,PAR：4,Reg.：340yd,Hdcp：
9,,,,,,,,,
10,難易度13位/18ホール中 平均スコア6.17 平均パット数1.91 パーオン率27.0% フェアウェイ率46.0% OB率3.7% バンカー率28.8%,難易度13位/18ホール中 平均スコア6.17 平均パット数1.91 パーオン率27.0% フェアウェイ率46.0% OB率3.7% バンカー率28.8%,難易度13位/18ホール中 平均スコア6.17 平均パット数1.91 パーオン率27.0% フェアウェイ率46.0% OB率3.7% バンカー率28.8%,難易度4位/18ホール中 平均スコア5.59 平均パット数1.91 パーオン率8.5% フェアウェイ率48.8% OB率10.3% バンカー率7.8%,難易度4位/18ホール中 平均スコア5.59 平均パット数1.91 パーオン率8.5% フェアウェイ率48.8% OB率10.3% バンカー率7.8%,難易度4位/18ホール中 平均スコア5.59 平均パット数1.91 パーオン率8.5% フェアウェイ率48.8% OB率10.3% バンカー率7.8%,難易度12位/18ホール中 平均スコア5.22 平均パット数2.01 パーオン率22.8% フェアウェイ率43.5% OB率10.5% バンカー率14.3%,難易度12位/18ホール中 平均スコア5.22 平均パット数2.01 パーオン率22.8% フェアウェイ率43.5% OB率10.5% バンカー率14.3%,難易度12位/18ホール中 平均スコア5.22 平均パット数2.01 パーオン率22.8% フェアウェイ率43.5% OB率10.5% バンカー率14.3%
