,HOLE：10,HOLE：10.1,HOLE：10.2,HOLE：11,HOLE：11.1,HOLE：11.2,HOLE：12,HOLE：12.1,HOLE：12.2
0,PAR：5,Reg.：486yd,Hdcp：5,PAR：3,Reg.：150yd,Hdcp：15,PAR：4,Reg.：383yd,Hdcp：1
1,やや右ドッグレッグのロングホール,やや右ドッグレッグのロングホール,やや右ドッグレッグのロングホール,ショートホール,ショートホール,ショートホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール
2,難易度1位/18ホール中 平均スコア6.52 平均パット数2.07 パーオン率20.3% フェアウェイ率51.0% OB率9.5% バンカー率6.7%,難易度1位/18ホール中 平均スコア6.52 平均パット数2.07 パーオン率20.3% フェアウェイ率51.0% OB率9.5% バンカー率6.7%,難易度1位/18ホール中 平均スコア6.52 平均パット数2.07 パーオン率20.3% フェアウェイ率51.0% OB率9.5% バンカー率6.7%,難易度18位/18ホール中 平均スコア3.84 平均パット数2.04 パーオン率40.3% フェアウェイ率- OB率10.0% バンカー率23.8%,難易度18位/18ホール中 平均スコア3.84 平均パット数2.04 パーオン率40.3% フェアウェイ率- OB率10.0% バンカー率23.8%,難易度18位/18ホール中 平均スコア3.84 平均パット数2.04 パーオン率40.3% フェアウェイ率- OB率10.0% バンカー率23.8%,難易度6位/18ホール中 平均スコア5.36 平均パット数2.01 パーオン率21.3% フェアウェイ率47.3% OB率31.5% バンカー率6.3%,難易度6位/18ホール中 平均スコア5.36 平均パット数2.01 パーオン率21.3% フェアウェイ率47.3% OB率31.5% バンカー率6.3%,難易度6位/18ホール中 平均スコア5.36 平均パット数2.01 パーオン率21.3% フェアウェイ率47.3% OB率31.5% バンカー率6.3%
3,HOLE：13,HOLE：13,HOLE：13,HOLE：14,HOLE：14,HOLE：14,HOLE：15,HOLE：15,HOLE：15
4,PAR：4,Reg.：304yd,Hdcp：17,PAR：3,Reg.：139yd,Hdcp：11,PAR：4,Reg.：344yd,Hdcp：7
5,短いミドルホール,短いミドルホール,短いミドルホール,短いショートホール,短いショートホール,短いショートホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール
6,難易度13位/18ホール中 平均スコア5.14 平均パット数1.97 パーオン率29.5% フェアウェイ率48.3% OB率22.8% バンカー率20.0%,難易度13位/18ホール中 平均スコア5.14 平均パット数1.97 パーオン率29.5% フェアウェイ率48.3% OB率22.8% バンカー率20.0%,難易度13位/18ホール中 平均スコア5.14 平均パット数1.97 パーオン率29.5% フェアウェイ率48.3% OB率22.8% バンカー率20.0%,難易度17位/18ホール中 平均スコア3.98 平均パット数1.97 パーオン率27.0% フェアウェイ率- OB率11.0% バンカー率18.3%,難易度17位/18ホール中 平均スコア3.98 平均パット数1.97 パーオン率27.0% フェアウェイ率- OB率11.0% バンカー率18.3%,難易度17位/18ホール中 平均スコア3.98 平均パット数1.97 パーオン率27.0% フェアウェイ率- OB率11.0% バンカー率18.3%,難易度12位/18ホール中 平均スコア5.28 平均パット数2 パーオン率25.3% フェアウェイ率52.5% OB率30.8% バンカー率16.0%,難易度12位/18ホール中 平均スコア5.28 平均パット数2 パーオン率25.3% フェアウェイ率52.5% OB率30.8% バンカー率16.0%,難易度12位/18ホール中 平均スコア5.28 平均パット数2 パーオン率25.3% フェアウェイ率52.5% OB率30.8% バンカー率16.0%
7,HOLE：16,HOLE：16,HOLE：16,HOLE：17,HOLE：17,HOLE：17,HOLE：18,HOLE：18,HOLE：18
8,PAR：4,Reg.：334yd,Hdcp：3,PAR：5,Reg.：490yd,Hdcp：13,PAR：4,Reg.：342yd,Hdcp：9
9,池越えのミドルホール,池越えのミドルホール,池越えのミドルホール,Ｓ字のロングホール,Ｓ字のロングホール,Ｓ字のロングホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール
10,難易度5位/18ホール中 平均スコア5.42 平均パット数1.95 パーオン率12.8% フェアウェイ率70.3% OB率8.5% バンカー率11.0%,難易度5位/18ホール中 平均スコア5.42 平均パット数1.95 パーオン率12.8% フェアウェイ率70.3% OB率8.5% バンカー率11.0%,難易度5位/18ホール中 平均スコア5.42 平均パット数1.95 パーオン率12.8% フェアウェイ率70.3% OB率8.5% バンカー率11.0%,難易度2位/18ホール中 平均スコア6.41 平均パット数2.12 パーオン率32.8% フェアウェイ率55.5% OB率36.8% バンカー率17.3%,難易度2位/18ホール中 平均スコア6.41 平均パット数2.12 パーオン率32.8% フェアウェイ率55.5% OB率36.8% バンカー率17.3%,難易度2位/18ホール中 平均スコア6.41 平均パット数2.12 パーオン率32.8% フェアウェイ率55.5% OB率36.8% バンカー率17.3%,難易度8位/18ホール中 平均スコア5.37 平均パット数1.97 パーオン率17.3% フェアウェイ率46.8% OB率32.8% バンカー率12.5%,難易度8位/18ホール中 平均スコア5.37 平均パット数1.97 パーオン率17.3% フェアウェイ率46.8% OB率32.8% バンカー率12.5%,難易度8位/18ホール中 平均スコア5.37 平均パット数1.97 パーオン率17.3% フェアウェイ率46.8% OB率32.8% バンカー率12.5%
