,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：315yd,Hdcp：14,PAR：5,Reg.：470yd,Hdcp：4,PAR：4,Reg.：323yd,Hdcp：8
1,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,Ｓ字のロングホール,Ｓ字のロングホール,Ｓ字のロングホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール
2,難易度13位/18ホール中 平均スコア5.17 平均パット数2.18 パーオン率39.8% フェアウェイ率51.5% OB率31.8% バンカー率25.3%,難易度13位/18ホール中 平均スコア5.17 平均パット数2.18 パーオン率39.8% フェアウェイ率51.5% OB率31.8% バンカー率25.3%,難易度13位/18ホール中 平均スコア5.17 平均パット数2.18 パーオン率39.8% フェアウェイ率51.5% OB率31.8% バンカー率25.3%,難易度1位/18ホール中 平均スコア6.72 平均パット数2.07 パーオン率19.5% フェアウェイ率50.8% OB率50.0% バンカー率14.3%,難易度1位/18ホール中 平均スコア6.72 平均パット数2.07 パーオン率19.5% フェアウェイ率50.8% OB率50.0% バンカー率14.3%,難易度1位/18ホール中 平均スコア6.72 平均パット数2.07 パーオン率19.5% フェアウェイ率50.8% OB率50.0% バンカー率14.3%,難易度10位/18ホール中 平均スコア5.26 平均パット数2.14 パーオン率33.5% フェアウェイ率51.8% OB率37.0% バンカー率7.7%,難易度10位/18ホール中 平均スコア5.26 平均パット数2.14 パーオン率33.5% フェアウェイ率51.8% OB率37.0% バンカー率7.7%,難易度10位/18ホール中 平均スコア5.26 平均パット数2.14 パーオン率33.5% フェアウェイ率51.8% OB率37.0% バンカー率7.7%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：3,Reg.：165yd,Hdcp：12,PAR：5,Reg.：556yd,Hdcp：2,PAR：3,Reg.：175yd,Hdcp：10
5,長いショートホール,長いショートホール,長いショートホール,左ドッグレッグのロングホール,左ドッグレッグのロングホール,左ドッグレッグのロングホール,池越えのショートホール,池越えのショートホール,池越えのショートホール
6,難易度14位/18ホール中 平均スコア4.22 平均パット数2.19 パーオン率29.3% フェアウェイ率- OB率31.0% バンカー率14.3%,難易度14位/18ホール中 平均スコア4.22 平均パット数2.19 パーオン率29.3% フェアウェイ率- OB率31.0% バンカー率14.3%,難易度14位/18ホール中 平均スコア4.22 平均パット数2.19 パーオン率29.3% フェアウェイ率- OB率31.0% バンカー率14.3%,難易度2位/18ホール中 平均スコア6.67 平均パット数2.08 パーオン率22.0% フェアウェイ率50.5% OB率41.8% バンカー率10.5%,難易度2位/18ホール中 平均スコア6.67 平均パット数2.08 パーオン率22.0% フェアウェイ率50.5% OB率41.8% バンカー率10.5%,難易度2位/18ホール中 平均スコア6.67 平均パット数2.08 パーオン率22.0% フェアウェイ率50.5% OB率41.8% バンカー率10.5%,難易度15位/18ホール中 平均スコア4.19 平均パット数2.14 パーオン率28.3% フェアウェイ率- OB率10.0% バンカー率17.5%,難易度15位/18ホール中 平均スコア4.19 平均パット数2.14 パーオン率28.3% フェアウェイ率- OB率10.0% バンカー率17.5%,難易度15位/18ホール中 平均スコア4.19 平均パット数2.14 パーオン率28.3% フェアウェイ率- OB率10.0% バンカー率17.5%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：4,Reg.：333yd,Hdcp：11,PAR：5,Reg.：483yd,Hdcp：6,PAR：3,Reg.：147yd,Hdcp：16
9,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのロングホール,左ドッグレッグのロングホール,左ドッグレッグのロングホール,ショートホール,ショートホール,ショートホール
10,難易度12位/18ホール中 平均スコア5.19 平均パット数2.11 パーオン率34.5% フェアウェイ率47.0% OB率38.0% バンカー率12.5%,難易度12位/18ホール中 平均スコア5.19 平均パット数2.11 パーオン率34.5% フェアウェイ率47.0% OB率38.0% バンカー率12.5%,難易度12位/18ホール中 平均スコア5.19 平均パット数2.11 パーオン率34.5% フェアウェイ率47.0% OB率38.0% バンカー率12.5%,難易度7位/18ホール中 平均スコア6.38 平均パット数2.09 パーオン率30.3% フェアウェイ率49.5% OB率26.5% バンカー率19.0%,難易度7位/18ホール中 平均スコア6.38 平均パット数2.09 パーオン率30.3% フェアウェイ率49.5% OB率26.5% バンカー率19.0%,難易度7位/18ホール中 平均スコア6.38 平均パット数2.09 パーオン率30.3% フェアウェイ率49.5% OB率26.5% バンカー率19.0%,難易度17位/18ホール中 平均スコア4.01 平均パット数2.1 パーオン率30.8% フェアウェイ率- OB率14.8% バンカー率11.8%,難易度17位/18ホール中 平均スコア4.01 平均パット数2.1 パーオン率30.8% フェアウェイ率- OB率14.8% バンカー率11.8%,難易度17位/18ホール中 平均スコア4.01 平均パット数2.1 パーオン率30.8% フェアウェイ率- OB率14.8% バンカー率11.8%
