,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：228yd,Hdcp：13,PAR：4,Reg.：282yd,Hdcp：7,PAR：5,Reg.：506yd,Hdcp：3
1,第１打は左奥のバンカー方向が狙いどころ,第１打は左奥のバンカー方向が狙いどころ,第１打は左奥のバンカー方向が狙いどころ,短いミドルホール 奥がＬ（左）グリーン,短いミドルホール 奥がＬ（左）グリーン,短いミドルホール 奥がＬ（左）グリーン,第１打は前方左斜面が狙い目　最短は右の並木の上,第１打は前方左斜面が狙い目　最短は右の並木の上,第１打は前方左斜面が狙い目　最短は右の並木の上
2,難易度15位/18ホール中 平均スコア4.85 平均パット数1.96 パーオン率45.5% フェアウェイ率49.5% OB率31.8% バンカー率15.0%,難易度15位/18ホール中 平均スコア4.85 平均パット数1.96 パーオン率45.5% フェアウェイ率49.5% OB率31.8% バンカー率15.0%,難易度15位/18ホール中 平均スコア4.85 平均パット数1.96 パーオン率45.5% フェアウェイ率49.5% OB率31.8% バンカー率15.0%,難易度5位/18ホール中 平均スコア5.41 平均パット数2.07 パーオン率21.3% フェアウェイ率42.0% OB率35.8% バンカー率9.0%,難易度5位/18ホール中 平均スコア5.41 平均パット数2.07 パーオン率21.3% フェアウェイ率42.0% OB率35.8% バンカー率9.0%,難易度5位/18ホール中 平均スコア5.41 平均パット数2.07 パーオン率21.3% フェアウェイ率42.0% OB率35.8% バンカー率9.0%,難易度3位/18ホール中 平均スコア6.42 平均パット数2.1 パーオン率28.0% フェアウェイ率42.0% OB率50.5% バンカー率1.3%,難易度3位/18ホール中 平均スコア6.42 平均パット数2.1 パーオン率28.0% フェアウェイ率42.0% OB率50.5% バンカー率1.3%,難易度3位/18ホール中 平均スコア6.42 平均パット数2.1 パーオン率28.0% フェアウェイ率42.0% OB率50.5% バンカー率1.3%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：4,Reg.：235yd,Hdcp：9,PAR：5,Reg.：410yd,Hdcp：1,PAR：3,Reg.：115yd,Hdcp：15
5,第１打は右斜面中央方向が狙い目,第１打は右斜面中央方向が狙い目,第１打は右斜面中央方向が狙い目,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,打ち下ろしのショートホール,打ち下ろしのショートホール,打ち下ろしのショートホール
6,難易度16位/18ホール中 平均スコア4.83 平均パット数1.98 パーオン率48.0% フェアウェイ率46.8% OB率47.3% バンカー率1.5%,難易度16位/18ホール中 平均スコア4.83 平均パット数1.98 パーオン率48.0% フェアウェイ率46.8% OB率47.3% バンカー率1.5%,難易度16位/18ホール中 平均スコア4.83 平均パット数1.98 パーオン率48.0% フェアウェイ率46.8% OB率47.3% バンカー率1.5%,難易度4位/18ホール中 平均スコア6.44 平均パット数2.07 パーオン率26.3% フェアウェイ率40.8% OB率51.3% バンカー率4.0%,難易度4位/18ホール中 平均スコア6.44 平均パット数2.07 パーオン率26.3% フェアウェイ率40.8% OB率51.3% バンカー率4.0%,難易度4位/18ホール中 平均スコア6.44 平均パット数2.07 パーオン率26.3% フェアウェイ率40.8% OB率51.3% バンカー率4.0%,難易度17位/18ホール中 平均スコア3.89 平均パット数1.99 パーオン率38.0% フェアウェイ率- OB率34.5% バンカー率1.5%,難易度17位/18ホール中 平均スコア3.89 平均パット数1.99 パーオン率38.0% フェアウェイ率- OB率34.5% バンカー率1.5%,難易度17位/18ホール中 平均スコア3.89 平均パット数1.99 パーオン率38.0% フェアウェイ率- OB率34.5% バンカー率1.5%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：3,Reg.：154yd,Hdcp：17,PAR：4,Reg.：226yd,Hdcp：5,PAR：3,Reg.：146yd,Hdcp：11
9,打ち下ろしのショートホール,打ち下ろしのショートホール,打ち下ろしのショートホール,第１打は右の小さな木の上狙い　２打目は打ち上げ,第１打は右の小さな木の上狙い　２打目は打ち上げ,第１打は右の小さな木の上狙い　２打目は打ち上げ,谷越えのショートホール,谷越えのショートホール,谷越えのショートホール
10,難易度14位/18ホール中 平均スコア3.95 平均パット数2.05 パーオン率30.8% フェアウェイ率- OB率16.0% バンカー率11.0%,難易度14位/18ホール中 平均スコア3.95 平均パット数2.05 パーオン率30.8% フェアウェイ率- OB率16.0% バンカー率11.0%,難易度14位/18ホール中 平均スコア3.95 平均パット数2.05 パーオン率30.8% フェアウェイ率- OB率16.0% バンカー率11.0%,難易度6位/18ホール中 平均スコア5.27 平均パット数2.13 パーオン率34.3% フェアウェイ率54.0% OB率33.5% バンカー率18.5%,難易度6位/18ホール中 平均スコア5.27 平均パット数2.13 パーオン率34.3% フェアウェイ率54.0% OB率33.5% バンカー率18.5%,難易度6位/18ホール中 平均スコア5.27 平均パット数2.13 パーオン率34.3% フェアウェイ率54.0% OB率33.5% バンカー率18.5%,難易度13位/18ホール中 平均スコア4.1 平均パット数2.11 パーオン率28.0% フェアウェイ率- OB率30.8% バンカー率1.5%,難易度13位/18ホール中 平均スコア4.1 平均パット数2.11 パーオン率28.0% フェアウェイ率- OB率30.8% バンカー率1.5%,難易度13位/18ホール中 平均スコア4.1 平均パット数2.11 パーオン率28.0% フェアウェイ率- OB率30.8% バンカー率1.5%
