,HOLE：10,HOLE：10.1,HOLE：10.2,HOLE：11,HOLE：11.1,HOLE：11.2,HOLE：12,HOLE：12.1,HOLE：12.2
0,PAR：5,Reg.：453yd,Hdcp：14,PAR：4,Reg.：334yd,Hdcp：16,PAR：3,Reg.：211yd,Hdcp：12
1,左ドッグレッグのロングホール　距離はあまりない,左ドッグレッグのロングホール　距離はあまりない,左ドッグレッグのロングホール　距離はあまりない,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,打ち下ろしのショートホール,打ち下ろしのショートホール,打ち下ろしのショートホール
2,難易度11位/18ホール中 平均スコア6.19 平均パット数2.02 パーオン率35.0% フェアウェイ率47.8% OB率36.3% バンカー率25.3%,難易度11位/18ホール中 平均スコア6.19 平均パット数2.02 パーオン率35.0% フェアウェイ率47.8% OB率36.3% バンカー率25.3%,難易度11位/18ホール中 平均スコア6.19 平均パット数2.02 パーオン率35.0% フェアウェイ率47.8% OB率36.3% バンカー率25.3%,難易度13位/18ホール中 平均スコア5.17 平均パット数2.08 パーオン率34.3% フェアウェイ率52.3% OB率39.3% バンカー率11.3%,難易度13位/18ホール中 平均スコア5.17 平均パット数2.08 パーオン率34.3% フェアウェイ率52.3% OB率39.3% バンカー率11.3%,難易度13位/18ホール中 平均スコア5.17 平均パット数2.08 パーオン率34.3% フェアウェイ率52.3% OB率39.3% バンカー率11.3%,難易度15位/18ホール中 平均スコア3.95 平均パット数2.06 パーオン率32.5% フェアウェイ率- OB率8.3% バンカー率25.3%,難易度15位/18ホール中 平均スコア3.95 平均パット数2.06 パーオン率32.5% フェアウェイ率- OB率8.3% バンカー率25.3%,難易度15位/18ホール中 平均スコア3.95 平均パット数2.06 パーオン率32.5% フェアウェイ率- OB率8.3% バンカー率25.3%
3,HOLE：13,HOLE：13,HOLE：13,HOLE：14,HOLE：14,HOLE：14,HOLE：15,HOLE：15,HOLE：15
4,PAR：4,Reg.：432yd,Hdcp：2,PAR：4,Reg.：389yd,Hdcp：10,PAR：4,Reg.：360yd,Hdcp：8
5,ティショットは右のOBに気をつけて,ティショットは右のOBに気をつけて,ティショットは右のOBに気をつけて,ティショットは左目　第二打はグリーン左の池に注意,ティショットは左目　第二打はグリーン左の池に注意,ティショットは左目　第二打はグリーン左の池に注意,緩やかな打ち上げのミドルホール,緩やかな打ち上げのミドルホール,緩やかな打ち上げのミドルホール
6,難易度1位/18ホール中 平均スコア5.67 平均パット数2.25 パーオン率12.0% フェアウェイ率53.0% OB率28.5% バンカー率7.3%,難易度1位/18ホール中 平均スコア5.67 平均パット数2.25 パーオン率12.0% フェアウェイ率53.0% OB率28.5% バンカー率7.3%,難易度1位/18ホール中 平均スコア5.67 平均パット数2.25 パーオン率12.0% フェアウェイ率53.0% OB率28.5% バンカー率7.3%,難易度9位/18ホール中 平均スコア5.33 平均パット数2.12 パーオン率23.8% フェアウェイ率50.5% OB率18.5% バンカー率13.3%,難易度9位/18ホール中 平均スコア5.33 平均パット数2.12 パーオン率23.8% フェアウェイ率50.5% OB率18.5% バンカー率13.3%,難易度9位/18ホール中 平均スコア5.33 平均パット数2.12 パーオン率23.8% フェアウェイ率50.5% OB率18.5% バンカー率13.3%,難易度14位/18ホール中 平均スコア5.18 平均パット数2.09 パーオン率31.3% フェアウェイ率48.5% OB率25.5% バンカー率13.3%,難易度14位/18ホール中 平均スコア5.18 平均パット数2.09 パーオン率31.3% フェアウェイ率48.5% OB率25.5% バンカー率13.3%,難易度14位/18ホール中 平均スコア5.18 平均パット数2.09 パーオン率31.3% フェアウェイ率48.5% OB率25.5% バンカー率13.3%
7,HOLE：16,HOLE：16,HOLE：16,HOLE：17,HOLE：17,HOLE：17,HOLE：18,HOLE：18,HOLE：18
8,PAR：5,Reg.：505yd,Hdcp：6,PAR：3,Reg.：142yd,Hdcp：18,PAR：4,Reg.：417yd,Hdcp：4
9,左ドッグレッグのロングホール,左ドッグレッグのロングホール,左ドッグレッグのロングホール,打ち下ろしのショートホール,打ち下ろしのショートホール,打ち下ろしのショートホール,打ち下ろしのミドルホール　グリーン右手前に池,打ち下ろしのミドルホール　グリーン右手前に池,打ち下ろしのミドルホール　グリーン右手前に池
10,難易度12位/18ホール中 平均スコア6.17 平均パット数2.06 パーオン率32.5% フェアウェイ率47.5% OB率30.8% バンカー率13.3%,難易度12位/18ホール中 平均スコア6.17 平均パット数2.06 パーオン率32.5% フェアウェイ率47.5% OB率30.8% バンカー率13.3%,難易度12位/18ホール中 平均スコア6.17 平均パット数2.06 パーオン率32.5% フェアウェイ率47.5% OB率30.8% バンカー率13.3%,難易度18位/18ホール中 平均スコア3.74 平均パット数2.09 パーオン率51.3% フェアウェイ率- OB率25.5% バンカー率7.3%,難易度18位/18ホール中 平均スコア3.74 平均パット数2.09 パーオン率51.3% フェアウェイ率- OB率25.5% バンカー率7.3%,難易度18位/18ホール中 平均スコア3.74 平均パット数2.09 パーオン率51.3% フェアウェイ率- OB率25.5% バンカー率7.3%,難易度6位/18ホール中 平均スコア5.4 平均パット数2.07 パーオン率23.3% フェアウェイ率36.0% OB率34.5% バンカー率7.0%,難易度6位/18ホール中 平均スコア5.4 平均パット数2.07 パーオン率23.3% フェアウェイ率36.0% OB率34.5% バンカー率7.0%,難易度6位/18ホール中 平均スコア5.4 平均パット数2.07 パーオン率23.3% フェアウェイ率36.0% OB率34.5% バンカー率7.0%
