,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：5,Reg.：519yd,Hdcp：3,PAR：4,Reg.：363yd,Hdcp：7,PAR：4,Reg.：354yd,Hdcp：15
1,フラットなロングホール,フラットなロングホール,フラットなロングホール,フェアウェイのやや左側を狙うのがポイント,フェアウェイのやや左側を狙うのがポイント,フェアウェイのやや左側を狙うのがポイント,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール
2,難易度6位/18ホール中 平均スコア6.46 平均パット数2.2 パーオン率29.0% フェアウェイ率46.8% OB率17.5% バンカー率36.0%,難易度6位/18ホール中 平均スコア6.46 平均パット数2.2 パーオン率29.0% フェアウェイ率46.8% OB率17.5% バンカー率36.0%,難易度6位/18ホール中 平均スコア6.46 平均パット数2.2 パーオン率29.0% フェアウェイ率46.8% OB率17.5% バンカー率36.0%,難易度5位/18ホール中 平均スコア5.55 平均パット数2.18 パーオン率22.0% フェアウェイ率48.3% OB率26.8% バンカー率31.0%,難易度5位/18ホール中 平均スコア5.55 平均パット数2.18 パーオン率22.0% フェアウェイ率48.3% OB率26.8% バンカー率31.0%,難易度5位/18ホール中 平均スコア5.55 平均パット数2.18 パーオン率22.0% フェアウェイ率48.3% OB率26.8% バンカー率31.0%,難易度10位/18ホール中 平均スコア5.36 平均パット数2.07 パーオン率21.5% フェアウェイ率50.0% OB率22.5% バンカー率5.7%,難易度10位/18ホール中 平均スコア5.36 平均パット数2.07 パーオン率21.5% フェアウェイ率50.0% OB率22.5% バンカー率5.7%,難易度10位/18ホール中 平均スコア5.36 平均パット数2.07 パーオン率21.5% フェアウェイ率50.0% OB率22.5% バンカー率5.7%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：3,Reg.：177yd,Hdcp：11,PAR：4,Reg.：317yd,Hdcp：13,PAR：4,Reg.：381yd,Hdcp：1
5,右奥にピンがあるときは、池越えのショート,右奥にピンがあるときは、池越えのショート,右奥にピンがあるときは、池越えのショート,グリーン手前のバンカーを狙って打つこと,グリーン手前のバンカーを狙って打つこと,グリーン手前のバンカーを狙って打つこと,フェアウェイが２段になっており上の段を狙って打つ,フェアウェイが２段になっており上の段を狙って打つ,フェアウェイが２段になっており上の段を狙って打つ
6,難易度17位/18ホール中 平均スコア3.95 平均パット数2.09 パーオン率38.8% フェアウェイ率- OB率9.3% バンカー率27.8%,難易度17位/18ホール中 平均スコア3.95 平均パット数2.09 パーオン率38.8% フェアウェイ率- OB率9.3% バンカー率27.8%,難易度17位/18ホール中 平均スコア3.95 平均パット数2.09 パーオン率38.8% フェアウェイ率- OB率9.3% バンカー率27.8%,難易度14位/18ホール中 平均スコア5.08 平均パット数2.02 パーオン率34.0% フェアウェイ率54.8% OB率22.0% バンカー率33.5%,難易度14位/18ホール中 平均スコア5.08 平均パット数2.02 パーオン率34.0% フェアウェイ率54.8% OB率22.0% バンカー率33.5%,難易度14位/18ホール中 平均スコア5.08 平均パット数2.02 パーオン率34.0% フェアウェイ率54.8% OB率22.0% バンカー率33.5%,難易度8位/18ホール中 平均スコア5.44 平均パット数2.09 パーオン率23.8% フェアウェイ率55.5% OB率36.8% バンカー率23.0%,難易度8位/18ホール中 平均スコア5.44 平均パット数2.09 パーオン率23.8% フェアウェイ率55.5% OB率36.8% バンカー率23.0%,難易度8位/18ホール中 平均スコア5.44 平均パット数2.09 パーオン率23.8% フェアウェイ率55.5% OB率36.8% バンカー率23.0%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：3,Reg.：147yd,Hdcp：17,PAR：5,Reg.：485yd,Hdcp：9,PAR：4,Reg.：397yd,Hdcp：5
9,グリーン回りは左からの風の日が多い,グリーン回りは左からの風の日が多い,グリーン回りは左からの風の日が多い,左ドッグレッグのロングホール,左ドッグレッグのロングホール,左ドッグレッグのロングホール,フェアウェイのフラットなミドルホール,フェアウェイのフラットなミドルホール,フェアウェイのフラットなミドルホール
10,難易度18位/18ホール中 平均スコア3.93 平均パット数2.1 パーオン率40.3% フェアウェイ率- OB率18.8% バンカー率15.3%,難易度18位/18ホール中 平均スコア3.93 平均パット数2.1 パーオン率40.3% フェアウェイ率- OB率18.8% バンカー率15.3%,難易度18位/18ホール中 平均スコア3.93 平均パット数2.1 パーオン率40.3% フェアウェイ率- OB率18.8% バンカー率15.3%,難易度4位/18ホール中 平均スコア6.48 平均パット数2.16 パーオン率28.3% フェアウェイ率46.0% OB率28.0% バンカー率34.8%,難易度4位/18ホール中 平均スコア6.48 平均パット数2.16 パーオン率28.3% フェアウェイ率46.0% OB率28.0% バンカー率34.8%,難易度4位/18ホール中 平均スコア6.48 平均パット数2.16 パーオン率28.3% フェアウェイ率46.0% OB率28.0% バンカー率34.8%,難易度7位/18ホール中 平均スコア5.47 平均パット数2.05 パーオン率17.5% フェアウェイ率54.8% OB率15.8% バンカー率32.3%,難易度7位/18ホール中 平均スコア5.47 平均パット数2.05 パーオン率17.5% フェアウェイ率54.8% OB率15.8% バンカー率32.3%,難易度7位/18ホール中 平均スコア5.47 平均パット数2.05 パーオン率17.5% フェアウェイ率54.8% OB率15.8% バンカー率32.3%
