,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：386yd,Hdcp：6,PAR：5,Reg.：512yd,Hdcp：3,PAR：4,Reg.：330yd,Hdcp：9
1,左ドッグレッグの距離のあるミドルホール,左ドッグレッグの距離のあるミドルホール,左ドッグレッグの距離のあるミドルホール,池越え左ドッグレッグのロングホール,池越え左ドッグレッグのロングホール,池越え左ドッグレッグのロングホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール
2,難易度1位/9ホール中 平均スコア5.59 平均パット数1.96 パーオン率9.8% フェアウェイ率59.0% OB率39.5% バンカー率8.5%,難易度1位/9ホール中 平均スコア5.59 平均パット数1.96 パーオン率9.8% フェアウェイ率59.0% OB率39.5% バンカー率8.5%,難易度1位/9ホール中 平均スコア5.59 平均パット数1.96 パーオン率9.8% フェアウェイ率59.0% OB率39.5% バンカー率8.5%,難易度2位/9ホール中 平均スコア6.52 平均パット数2.11 パーオン率23.5% フェアウェイ率56.5% OB率41.0% バンカー率16.5%,難易度2位/9ホール中 平均スコア6.52 平均パット数2.11 パーオン率23.5% フェアウェイ率56.5% OB率41.0% バンカー率16.5%,難易度2位/9ホール中 平均スコア6.52 平均パット数2.11 パーオン率23.5% フェアウェイ率56.5% OB率41.0% バンカー率16.5%,難易度6位/9ホール中 平均スコア5.3 平均パット数2.02 パーオン率22.3% フェアウェイ率53.0% OB率20.0% バンカー率35.0%,難易度6位/9ホール中 平均スコア5.3 平均パット数2.02 パーオン率22.3% フェアウェイ率53.0% OB率20.0% バンカー率35.0%,難易度6位/9ホール中 平均スコア5.3 平均パット数2.02 パーオン率22.3% フェアウェイ率53.0% OB率20.0% バンカー率35.0%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：3,Reg.：179yd,Hdcp：4,PAR：4,Reg.：349yd,Hdcp：1,PAR：5,Reg.：481yd,Hdcp：7
5,距離のある池越えのショート　手前がＬ(左)グリーン,距離のある池越えのショート　手前がＬ(左)グリーン,距離のある池越えのショート　手前がＬ(左)グリーン,打ち下し、打ち上げのミドルホール,打ち下し、打ち上げのミドルホール,打ち下し、打ち上げのミドルホール,ゆるやかな打ち下しのロングホール,ゆるやかな打ち下しのロングホール,ゆるやかな打ち下しのロングホール
6,難易度7位/9ホール中 平均スコア4.22 平均パット数1.94 パーオン率12.0% フェアウェイ率- OB率29.0% バンカー率1.3%,難易度7位/9ホール中 平均スコア4.22 平均パット数1.94 パーオン率12.0% フェアウェイ率- OB率29.0% バンカー率1.3%,難易度7位/9ホール中 平均スコア4.22 平均パット数1.94 パーオン率12.0% フェアウェイ率- OB率29.0% バンカー率1.3%,難易度5位/9ホール中 平均スコア5.33 平均パット数1.99 パーオン率22.3% フェアウェイ率50.5% OB率42.8% バンカー率5.8%,難易度5位/9ホール中 平均スコア5.33 平均パット数1.99 パーオン率22.3% フェアウェイ率50.5% OB率42.8% バンカー率5.8%,難易度5位/9ホール中 平均スコア5.33 平均パット数1.99 パーオン率22.3% フェアウェイ率50.5% OB率42.8% バンカー率5.8%,難易度9位/9ホール中 平均スコア6.12 平均パット数1.99 パーオン率38.0% フェアウェイ率59.3% OB率31.3% バンカー率18.5%,難易度9位/9ホール中 平均スコア6.12 平均パット数1.99 パーオン率38.0% フェアウェイ率59.3% OB率31.3% バンカー率18.5%,難易度9位/9ホール中 平均スコア6.12 平均パット数1.99 パーオン率38.0% フェアウェイ率59.3% OB率31.3% バンカー率18.5%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：4,Reg.：382yd,Hdcp：2,PAR：4,Reg.：378yd,Hdcp：5,PAR：3,Reg.：164yd,Hdcp：8
9,距離のある池越えのミドルホール,距離のある池越えのミドルホール,距離のある池越えのミドルホール,左サイドOBの谷越えのミドルホール,左サイドOBの谷越えのミドルホール,左サイドOBの谷越えのミドルホール,池越えの最も美しいショートホール,池越えの最も美しいショートホール,池越えの最も美しいショートホール
10,難易度3位/9ホール中 平均スコア5.45 平均パット数2 パーオン率16.0% フェアウェイ率62.3% OB率27.5% バンカー率14.3%,難易度3位/9ホール中 平均スコア5.45 平均パット数2 パーオン率16.0% フェアウェイ率62.3% OB率27.5% バンカー率14.3%,難易度3位/9ホール中 平均スコア5.45 平均パット数2 パーオン率16.0% フェアウェイ率62.3% OB率27.5% バンカー率14.3%,難易度4位/9ホール中 平均スコア5.41 平均パット数1.99 パーオン率21.5% フェアウェイ率48.3% OB率30.3% バンカー率4.5%,難易度4位/9ホール中 平均スコア5.41 平均パット数1.99 パーオン率21.5% フェアウェイ率48.3% OB率30.3% バンカー率4.5%,難易度4位/9ホール中 平均スコア5.41 平均パット数1.99 パーオン率21.5% フェアウェイ率48.3% OB率30.3% バンカー率4.5%,難易度8位/9ホール中 平均スコア4.21 平均パット数1.96 パーオン率19.0% フェアウェイ率- OB率37.5% バンカー率10.3%,難易度8位/9ホール中 平均スコア4.21 平均パット数1.96 パーオン率19.0% フェアウェイ率- OB率37.5% バンカー率10.3%,難易度8位/9ホール中 平均スコア4.21 平均パット数1.96 パーオン率19.0% フェアウェイ率- OB率37.5% バンカー率10.3%
