,HOLE：10,HOLE：10.1,HOLE：10.2,HOLE：11,HOLE：11.1,HOLE：11.2,HOLE：12,HOLE：12.1,HOLE：12.2
0,PAR：5,Reg.：488yd,Hdcp：9,PAR：4,Reg.：446yd,Hdcp：3,PAR：3,Reg.：131yd,Hdcp：15
1,ドライバーを気持ち良く振り回せるオススメコース,ドライバーを気持ち良く振り回せるオススメコース,ドライバーを気持ち良く振り回せるオススメコース,ティショットはクラブハウス狙い（ＦＷ左側）,ティショットはクラブハウス狙い（ＦＷ左側）,ティショットはクラブハウス狙い（ＦＷ左側）,ショートホール　奥がＬ（左）グリーン,ショートホール　奥がＬ（左）グリーン,ショートホール　奥がＬ（左）グリーン
2,難易度11位/18ホール中 平均スコア6.24 平均パット数1.9 パーオン率22.8% フェアウェイ率56.0% OB率3.0% バンカー率32.5%,難易度11位/18ホール中 平均スコア6.24 平均パット数1.9 パーオン率22.8% フェアウェイ率56.0% OB率3.0% バンカー率32.5%,難易度11位/18ホール中 平均スコア6.24 平均パット数1.9 パーオン率22.8% フェアウェイ率56.0% OB率3.0% バンカー率32.5%,難易度5位/18ホール中 平均スコア5.53 平均パット数1.92 パーオン率9.3% フェアウェイ率59.5% OB率4.0% バンカー率20.3%,難易度5位/18ホール中 平均スコア5.53 平均パット数1.92 パーオン率9.3% フェアウェイ率59.5% OB率4.0% バンカー率20.3%,難易度5位/18ホール中 平均スコア5.53 平均パット数1.92 パーオン率9.3% フェアウェイ率59.5% OB率4.0% バンカー率20.3%,難易度17位/18ホール中 平均スコア3.99 平均パット数1.95 パーオン率27.5% フェアウェイ率- OB率20.5% バンカー率6.5%,難易度17位/18ホール中 平均スコア3.99 平均パット数1.95 パーオン率27.5% フェアウェイ率- OB率20.5% バンカー率6.5%,難易度17位/18ホール中 平均スコア3.99 平均パット数1.95 パーオン率27.5% フェアウェイ率- OB率20.5% バンカー率6.5%
3,HOLE：13,HOLE：13,HOLE：13,HOLE：14,HOLE：14,HOLE：14,HOLE：15,HOLE：15,HOLE：15
4,PAR：4,Reg.：337yd,Hdcp：13,PAR：5,Reg.：512yd,Hdcp：1,PAR：4,Reg.：367yd,Hdcp：7
5,２５０Ｙ以上のティショットは右ＯＢ注意,２５０Ｙ以上のティショットは右ＯＢ注意,２５０Ｙ以上のティショットは右ＯＢ注意,フェアウェー右側狙い　谷越えのティショット,フェアウェー右側狙い　谷越えのティショット,フェアウェー右側狙い　谷越えのティショット,ティショット２４０Ｙ以上左ラフ注意,ティショット２４０Ｙ以上左ラフ注意,ティショット２４０Ｙ以上左ラフ注意
6,難易度14位/18ホール中 平均スコア5.2 平均パット数1.97 パーオン率27.0% フェアウェイ率64.8% OB率24.3% バンカー率19.8%,難易度14位/18ホール中 平均スコア5.2 平均パット数1.97 パーオン率27.0% フェアウェイ率64.8% OB率24.3% バンカー率19.8%,難易度14位/18ホール中 平均スコア5.2 平均パット数1.97 パーオン率27.0% フェアウェイ率64.8% OB率24.3% バンカー率19.8%,難易度10位/18ホール中 平均スコア6.39 平均パット数1.95 パーオン率22.3% フェアウェイ率59.3% OB率25.0% バンカー率13.5%,難易度10位/18ホール中 平均スコア6.39 平均パット数1.95 パーオン率22.3% フェアウェイ率59.3% OB率25.0% バンカー率13.5%,難易度10位/18ホール中 平均スコア6.39 平均パット数1.95 パーオン率22.3% フェアウェイ率59.3% OB率25.0% バンカー率13.5%,難易度2位/18ホール中 平均スコア5.6 平均パット数2 パーオン率9.8% フェアウェイ率55.5% OB率4.7% バンカー率9.3%,難易度2位/18ホール中 平均スコア5.6 平均パット数2 パーオン率9.8% フェアウェイ率55.5% OB率4.7% バンカー率9.3%,難易度2位/18ホール中 平均スコア5.6 平均パット数2 パーオン率9.8% フェアウェイ率55.5% OB率4.7% バンカー率9.3%
7,HOLE：16,HOLE：16,HOLE：16,HOLE：17,HOLE：17,HOLE：17,HOLE：18,HOLE：18,HOLE：18
8,PAR：3,Reg.：211yd,Hdcp：17,PAR：4,Reg.：328yd,Hdcp：11,PAR：4,Reg.：399yd,Hdcp：6
9,長いショートホール　手前がＬ（左）グリーン,長いショートホール　手前がＬ（左）グリーン,長いショートホール　手前がＬ（左）グリーン,Ｓ字のミドルホール　手前がＬ（左）グリーン,Ｓ字のミドルホール　手前がＬ（左）グリーン,Ｓ字のミドルホール　手前がＬ（左）グリーン,ティショットは左奥のバンカー狙い,ティショットは左奥のバンカー狙い,ティショットは左奥のバンカー狙い
