,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：5,Reg.：492yd,Hdcp：5,PAR：4,Reg.：370yd,Hdcp：2,PAR：3,Reg.：197yd,Hdcp：8
1,左ドッグレックホール　左ＯＢ　池あり,左ドッグレックホール　左ＯＢ　池あり,左ドッグレックホール　左ＯＢ　池あり,左ＯＢ　右クロスバンカーまで１８０ヤード,左ＯＢ　右クロスバンカーまで１８０ヤード,左ＯＢ　右クロスバンカーまで１８０ヤード,左ＯＢ　距離のあるショートホール　右バンカー注意,左ＯＢ　距離のあるショートホール　右バンカー注意,左ＯＢ　距離のあるショートホール　右バンカー注意
2,難易度8位/9ホール中 平均スコア6.06 平均パット数1.77 パーオン率19.0% フェアウェイ率52.5% OB率5.0% バンカー率17.7%,難易度8位/9ホール中 平均スコア6.06 平均パット数1.77 パーオン率19.0% フェアウェイ率52.5% OB率5.0% バンカー率17.7%,難易度8位/9ホール中 平均スコア6.06 平均パット数1.77 パーオン率19.0% フェアウェイ率52.5% OB率5.0% バンカー率17.7%,難易度3位/9ホール中 平均スコア5.47 平均パット数1.95 パーオン率9.8% フェアウェイ率47.3% OB率16.3% バンカー率20.0%,難易度3位/9ホール中 平均スコア5.47 平均パット数1.95 パーオン率9.8% フェアウェイ率47.3% OB率16.3% バンカー率20.0%,難易度3位/9ホール中 平均スコア5.47 平均パット数1.95 パーオン率9.8% フェアウェイ率47.3% OB率16.3% バンカー率20.0%,難易度7位/9ホール中 平均スコア4.2 平均パット数1.98 パーオン率16.0% フェアウェイ率- OB率14.0% バンカー率22.7%,難易度7位/9ホール中 平均スコア4.2 平均パット数1.98 パーオン率16.0% フェアウェイ率- OB率14.0% バンカー率22.7%,難易度7位/9ホール中 平均スコア4.2 平均パット数1.98 パーオン率16.0% フェアウェイ率- OB率14.0% バンカー率22.7%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：4,Reg.：392yd,Hdcp：7,PAR：5,Reg.：542yd,Hdcp：1,PAR：4,Reg.：366yd,Hdcp：4
5,左ＯＢ　左サイドバンカーまで１８０ヤード,左ＯＢ　左サイドバンカーまで１８０ヤード,左ＯＢ　左サイドバンカーまで１８０ヤード,距離のあるロングホール　左山上にＯＢあり,距離のあるロングホール　左山上にＯＢあり,距離のあるロングホール　左山上にＯＢあり,右に池があり、池まで１６０ヤード,右に池があり、池まで１６０ヤード,右に池があり、池まで１６０ヤード
6,難易度2位/9ホール中 平均スコア5.31 平均パット数1.98 パーオン率19.5% フェアウェイ率54.3% OB率19.8% バンカー率28.3%,難易度2位/9ホール中 平均スコア5.31 平均パット数1.98 パーオン率19.5% フェアウェイ率54.3% OB率19.8% バンカー率28.3%,難易度2位/9ホール中 平均スコア5.31 平均パット数1.98 パーオン率19.5% フェアウェイ率54.3% OB率19.8% バンカー率28.3%,難易度4位/9ホール中 平均スコア6.28 平均パット数1.88 パーオン率19.8% フェアウェイ率52.3% OB率- バンカー率32.0%,難易度4位/9ホール中 平均スコア6.28 平均パット数1.88 パーオン率19.8% フェアウェイ率52.3% OB率- バンカー率32.0%,難易度4位/9ホール中 平均スコア6.28 平均パット数1.88 パーオン率19.8% フェアウェイ率52.3% OB率- バンカー率32.0%,難易度5位/9ホール中 平均スコア5.38 平均パット数2.02 パーオン率19.3% フェアウェイ率40.0% OB率13.5% バンカー率9.0%,難易度5位/9ホール中 平均スコア5.38 平均パット数2.02 パーオン率19.3% フェアウェイ率40.0% OB率13.5% バンカー率9.0%,難易度5位/9ホール中 平均スコア5.38 平均パット数2.02 パーオン率19.3% フェアウェイ率40.0% OB率13.5% バンカー率9.0%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：3,Reg.：186yd,Hdcp：9,PAR：4,Reg.：341yd,Hdcp：6,PAR：4,Reg.：425yd,Hdcp：3
9,打ち下ろしのショートホール　高低差１６メートル,打ち下ろしのショートホール　高低差１６メートル,打ち下ろしのショートホール　高低差１６メートル,左にＯＢ、右には池があり池まで１５０ヤード,左にＯＢ、右には池があり池まで１５０ヤード,左にＯＢ、右には池があり池まで１５０ヤード,左ＯＢ　急斜面になっているのでＯＢがでやすい,左ＯＢ　急斜面になっているのでＯＢがでやすい,左ＯＢ　急斜面になっているのでＯＢがでやすい
10,難易度9位/9ホール中 平均スコア3.97 平均パット数2 パーオン率31.0% フェアウェイ率- OB率- バンカー率59.3%,難易度9位/9ホール中 平均スコア3.97 平均パット数2 パーオン率31.0% フェアウェイ率- OB率- バンカー率59.3%,難易度9位/9ホール中 平均スコア3.97 平均パット数2 パーオン率31.0% フェアウェイ率- OB率- バンカー率59.3%,難易度6位/9ホール中 平均スコア5.28 平均パット数1.88 パーオン率20.0% フェアウェイ率43.5% OB率5.0% バンカー率31.8%,難易度6位/9ホール中 平均スコア5.28 平均パット数1.88 パーオン率20.0% フェアウェイ率43.5% OB率5.0% バンカー率31.8%,難易度6位/9ホール中 平均スコア5.28 平均パット数1.88 パーオン率20.0% フェアウェイ率43.5% OB率5.0% バンカー率31.8%,難易度1位/9ホール中 平均スコア5.39 平均パット数1.78 パーオン率27.0% フェアウェイ率59.0% OB率10.0% バンカー率21.0%,難易度1位/9ホール中 平均スコア5.39 平均パット数1.78 パーオン率27.0% フェアウェイ率59.0% OB率10.0% バンカー率21.0%,難易度1位/9ホール中 平均スコア5.39 平均パット数1.78 パーオン率27.0% フェアウェイ率59.0% OB率10.0% バンカー率21.0%
