,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：336yd,Hdcp：2,PAR：4,Reg.：319yd,Hdcp：8,PAR：3,Reg.：129yd,Hdcp：5
1,１打目は右側の見えないクリークに注意,１打目は右側の見えないクリークに注意,１打目は右側の見えないクリークに注意,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,グリーン右にはずすと難しいショートホール,グリーン右にはずすと難しいショートホール,グリーン右にはずすと難しいショートホール
2,難易度2位/9ホール中 平均スコア5.33 平均パット数2.09 パーオン率21.5% フェアウェイ率51.8% OB率4.3% バンカー率8.8%,難易度2位/9ホール中 平均スコア5.33 平均パット数2.09 パーオン率21.5% フェアウェイ率51.8% OB率4.3% バンカー率8.8%,難易度2位/9ホール中 平均スコア5.33 平均パット数2.09 パーオン率21.5% フェアウェイ率51.8% OB率4.3% バンカー率8.8%,難易度5位/9ホール中 平均スコア5.07 平均パット数2.12 パーオン率34.5% フェアウェイ率55.3% OB率3.0% バンカー率8.5%,難易度5位/9ホール中 平均スコア5.07 平均パット数2.12 パーオン率34.5% フェアウェイ率55.3% OB率3.0% バンカー率8.5%,難易度5位/9ホール中 平均スコア5.07 平均パット数2.12 パーオン率34.5% フェアウェイ率55.3% OB率3.0% バンカー率8.5%,難易度8位/9ホール中 平均スコア3.91 平均パット数2.02 パーオン率33.3% フェアウェイ率- OB率2.0% バンカー率14.8%,難易度8位/9ホール中 平均スコア3.91 平均パット数2.02 パーオン率33.3% フェアウェイ率- OB率2.0% バンカー率14.8%,難易度8位/9ホール中 平均スコア3.91 平均パット数2.02 パーオン率33.3% フェアウェイ率- OB率2.0% バンカー率14.8%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：5,Reg.：446yd,Hdcp：4,PAR：3,Reg.：159yd,Hdcp：7,PAR：5,Reg.：445yd,Hdcp：1
5,広々としたロングホール,広々としたロングホール,広々としたロングホール,グリーンセンター狙い　左にはずすとバーが難しい,グリーンセンター狙い　左にはずすとバーが難しい,グリーンセンター狙い　左にはずすとバーが難しい,ＦＷ右狙い　２打目グリーン手前クリークあり,ＦＷ右狙い　２打目グリーン手前クリークあり,ＦＷ右狙い　２打目グリーン手前クリークあり
6,難易度4位/9ホール中 平均スコア6.1 平均パット数2.02 パーオン率33.0% フェアウェイ率58.0% OB率2.0% バンカー率11.8%,難易度4位/9ホール中 平均スコア6.1 平均パット数2.02 パーオン率33.0% フェアウェイ率58.0% OB率2.0% バンカー率11.8%,難易度4位/9ホール中 平均スコア6.1 平均パット数2.02 パーオン率33.0% フェアウェイ率58.0% OB率2.0% バンカー率11.8%,難易度6位/9ホール中 平均スコア4.01 平均パット数2.02 パーオン率27.0% フェアウェイ率- OB率5.7% バンカー率13.0%,難易度6位/9ホール中 平均スコア4.01 平均パット数2.02 パーオン率27.0% フェアウェイ率- OB率5.7% バンカー率13.0%,難易度6位/9ホール中 平均スコア4.01 平均パット数2.02 パーオン率27.0% フェアウェイ率- OB率5.7% バンカー率13.0%,難易度3位/9ホール中 平均スコア6.23 平均パット数2.08 パーオン率33.0% フェアウェイ率54.0% OB率9.0% バンカー率1.3%,難易度3位/9ホール中 平均スコア6.23 平均パット数2.08 パーオン率33.0% フェアウェイ率54.0% OB率9.0% バンカー率1.3%,難易度3位/9ホール中 平均スコア6.23 平均パット数2.08 パーオン率33.0% フェアウェイ率54.0% OB率9.0% バンカー率1.3%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：3,Reg.：112yd,Hdcp：6,PAR：4,Reg.：289yd,Hdcp：9,PAR：5,Reg.：500yd,Hdcp：3
9,二段グリーンのショートホール,二段グリーンのショートホール,二段グリーンのショートホール,短いミドルホール,短いミドルホール,短いミドルホール,一番長いホール　右の池に注意し思い切り攻める,一番長いホール　右の池に注意し思い切り攻める,一番長いホール　右の池に注意し思い切り攻める
10,難易度7位/9ホール中 平均スコア3.97 平均パット数2.25 パーオン率47.0% フェアウェイ率- OB率7.0% バンカー率9.8%,難易度7位/9ホール中 平均スコア3.97 平均パット数2.25 パーオン率47.0% フェアウェイ率- OB率7.0% バンカー率9.8%,難易度7位/9ホール中 平均スコア3.97 平均パット数2.25 パーオン率47.0% フェアウェイ率- OB率7.0% バンカー率9.8%,難易度9位/9ホール中 平均スコア4.77 平均パット数2.08 パーオン率51.0% フェアウェイ率59.0% OB率6.5% バンカー率5.8%,難易度9位/9ホール中 平均スコア4.77 平均パット数2.08 パーオン率51.0% フェアウェイ率59.0% OB率6.5% バンカー率5.8%,難易度9位/9ホール中 平均スコア4.77 平均パット数2.08 パーオン率51.0% フェアウェイ率59.0% OB率6.5% バンカー率5.8%,難易度1位/9ホール中 平均スコア6.3 平均パット数2.06 パーオン率24.5% フェアウェイ率53.5% OB率3.7% バンカー率7.0%,難易度1位/9ホール中 平均スコア6.3 平均パット数2.06 パーオン率24.5% フェアウェイ率53.5% OB率3.7% バンカー率7.0%,難易度1位/9ホール中 平均スコア6.3 平均パット数2.06 パーオン率24.5% フェアウェイ率53.5% OB率3.7% バンカー率7.0%
