,HOLE：10,HOLE：10.1,HOLE：10.2,HOLE：11,HOLE：11.1,HOLE：11.2,HOLE：12,HOLE：12.1,HOLE：12.2
0,PAR：4,Reg.：372yd,Hdcp：2,PAR：4,Reg.：316yd,Hdcp：14,PAR：4,Reg.：359yd,Hdcp：12
1,真っ直ぐなミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,距離のない左ドッグレッグのミドルホール,距離のない左ドッグレッグのミドルホール,距離のない左ドッグレッグのミドルホール,真っ直ぐな打ち下ろしのミドルホール,真っ直ぐな打ち下ろしのミドルホール,真っ直ぐな打ち下ろしのミドルホール
2,難易度3位/18ホール中 平均スコア5.52 平均パット数2.08 パーオン率13.8% フェアウェイ率42.5% OB率11.0% バンカー率24.8%,難易度3位/18ホール中 平均スコア5.52 平均パット数2.08 パーオン率13.8% フェアウェイ率42.5% OB率11.0% バンカー率24.8%,難易度3位/18ホール中 平均スコア5.52 平均パット数2.08 パーオン率13.8% フェアウェイ率42.5% OB率11.0% バンカー率24.8%,難易度8位/18ホール中 平均スコア5.3 平均パット数2.1 パーオン率26.5% フェアウェイ率48.3% OB率19.3% バンカー率33.3%,難易度8位/18ホール中 平均スコア5.3 平均パット数2.1 パーオン率26.5% フェアウェイ率48.3% OB率19.3% バンカー率33.3%,難易度8位/18ホール中 平均スコア5.3 平均パット数2.1 パーオン率26.5% フェアウェイ率48.3% OB率19.3% バンカー率33.3%,難易度9位/18ホール中 平均スコア5.27 平均パット数2.01 パーオン率25.5% フェアウェイ率42.0% OB率30.3% バンカー率12.8%,難易度9位/18ホール中 平均スコア5.27 平均パット数2.01 パーオン率25.5% フェアウェイ率42.0% OB率30.3% バンカー率12.8%,難易度9位/18ホール中 平均スコア5.27 平均パット数2.01 パーオン率25.5% フェアウェイ率42.0% OB率30.3% バンカー率12.8%
3,HOLE：13,HOLE：13,HOLE：13,HOLE：14,HOLE：14,HOLE：14,HOLE：15,HOLE：15,HOLE：15
4,PAR：5,Reg.：506yd,Hdcp：4,PAR：4,Reg.：332yd,Hdcp：10,PAR：3,Reg.：101yd,Hdcp：18
5,Ｓ字のロングホール,Ｓ字のロングホール,Ｓ字のロングホール,短いミドルホール,短いミドルホール,短いミドルホール,打ち上げの短いショートホール,打ち上げの短いショートホール,打ち上げの短いショートホール
6,難易度1位/18ホール中 平均スコア6.61 平均パット数2.17 パーオン率18.3% フェアウェイ率47.5% OB率7.0% バンカー率20.3%,難易度1位/18ホール中 平均スコア6.61 平均パット数2.17 パーオン率18.3% フェアウェイ率47.5% OB率7.0% バンカー率20.3%,難易度1位/18ホール中 平均スコア6.61 平均パット数2.17 パーオン率18.3% フェアウェイ率47.5% OB率7.0% バンカー率20.3%,難易度10位/18ホール中 平均スコア5.26 平均パット数2.07 パーオン率24.8% フェアウェイ率51.5% OB率13.8% バンカー率18.8%,難易度10位/18ホール中 平均スコア5.26 平均パット数2.07 パーオン率24.8% フェアウェイ率51.5% OB率13.8% バンカー率18.8%,難易度10位/18ホール中 平均スコア5.26 平均パット数2.07 パーオン率24.8% フェアウェイ率51.5% OB率13.8% バンカー率18.8%,難易度17位/18ホール中 平均スコア3.85 平均パット数1.9 パーオン率31.0% フェアウェイ率- OB率6.7% バンカー率26.3%,難易度17位/18ホール中 平均スコア3.85 平均パット数1.9 パーオン率31.0% フェアウェイ率- OB率6.7% バンカー率26.3%,難易度17位/18ホール中 平均スコア3.85 平均パット数1.9 パーオン率31.0% フェアウェイ率- OB率6.7% バンカー率26.3%
7,HOLE：16,HOLE：16,HOLE：16,HOLE：17,HOLE：17,HOLE：17,HOLE：18,HOLE：18,HOLE：18
8,PAR：3,Reg.：205yd,Hdcp：6,PAR：5,Reg.：453yd,Hdcp：16,PAR：4,Reg.：374yd,Hdcp：8
9,高台から打ち下ろしの長いショートホール,高台から打ち下ろしの長いショートホール,高台から打ち下ろしの長いショートホール,真っ直ぐな打ち上げのロングホール,真っ直ぐな打ち上げのロングホール,真っ直ぐな打ち上げのロングホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール
10,難易度11位/18ホール中 平均スコア4.36 平均パット数2.02 パーオン率15.3% フェアウェイ率- OB率29.8% バンカー率30.3%,難易度11位/18ホール中 平均スコア4.36 平均パット数2.02 パーオン率15.3% フェアウェイ率- OB率29.8% バンカー率30.3%,難易度11位/18ホール中 平均スコア4.36 平均パット数2.02 パーオン率15.3% フェアウェイ率- OB率29.8% バンカー率30.3%,難易度16位/18ホール中 平均スコア5.88 平均パット数2.13 パーオン率47.8% フェアウェイ率45.3% OB率11.0% バンカー率32.8%,難易度16位/18ホール中 平均スコア5.88 平均パット数2.13 パーオン率47.8% フェアウェイ率45.3% OB率11.0% バンカー率32.8%,難易度16位/18ホール中 平均スコア5.88 平均パット数2.13 パーオン率47.8% フェアウェイ率45.3% OB率11.0% バンカー率32.8%,難易度7位/18ホール中 平均スコア5.39 平均パット数2.08 パーオン率20.0% フェアウェイ率45.8% OB率7.0% バンカー率18.8%,難易度7位/18ホール中 平均スコア5.39 平均パット数2.08 パーオン率20.0% フェアウェイ率45.8% OB率7.0% バンカー率18.8%,難易度7位/18ホール中 平均スコア5.39 平均パット数2.08 パーオン率20.0% フェアウェイ率45.8% OB率7.0% バンカー率18.8%
