,HOLE：10,HOLE：10.1,HOLE：10.2,HOLE：11,HOLE：11.1,HOLE：11.2,HOLE：12,HOLE：12.1,HOLE：12.2
0,PAR：5,Reg.：484yd,Hdcp：12,PAR：4,Reg.：376yd,Hdcp：14,PAR：4,Reg.：399yd,Hdcp：2
1,真っ直ぐなロングホール,真っ直ぐなロングホール,真っ直ぐなロングホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,長いミドルホール,長いミドルホール,長いミドルホール
2,難易度12位/18ホール中 平均スコア6.37 平均パット数1.93 パーオン率24.0% フェアウェイ率39.8% OB率2.7% バンカー率57.0%,難易度12位/18ホール中 平均スコア6.37 平均パット数1.93 パーオン率24.0% フェアウェイ率39.8% OB率2.7% バンカー率57.0%,難易度12位/18ホール中 平均スコア6.37 平均パット数1.93 パーオン率24.0% フェアウェイ率39.8% OB率2.7% バンカー率57.0%,難易度11位/18ホール中 平均スコア5.38 平均パット数1.88 パーオン率15.3% フェアウェイ率45.8% OB率4.0% バンカー率48.8%,難易度11位/18ホール中 平均スコア5.38 平均パット数1.88 パーオン率15.3% フェアウェイ率45.8% OB率4.0% バンカー率48.8%,難易度11位/18ホール中 平均スコア5.38 平均パット数1.88 パーオン率15.3% フェアウェイ率45.8% OB率4.0% バンカー率48.8%,難易度1位/18ホール中 平均スコア5.7 平均パット数1.93 パーオン率6.5% フェアウェイ率43.0% OB率14.3% バンカー率48.0%,難易度1位/18ホール中 平均スコア5.7 平均パット数1.93 パーオン率6.5% フェアウェイ率43.0% OB率14.3% バンカー率48.0%,難易度1位/18ホール中 平均スコア5.7 平均パット数1.93 パーオン率6.5% フェアウェイ率43.0% OB率14.3% バンカー率48.0%
3,HOLE：13,HOLE：13,HOLE：13,HOLE：14,HOLE：14,HOLE：14,HOLE：15,HOLE：15,HOLE：15
4,PAR：3,Reg.：187yd,Hdcp：6,PAR：4,Reg.：369yd,Hdcp：4,PAR：5,Reg.：485yd,Hdcp：8
5,長いショートホール奥がＬ（左）グリーン,長いショートホール奥がＬ（左）グリーン,長いショートホール奥がＬ（左）グリーン,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,真っ直ぐなロングホール,真っ直ぐなロングホール,真っ直ぐなロングホール
6,難易度17位/18ホール中 平均スコア4.15 平均パット数1.95 パーオン率14.8% フェアウェイ率- OB率1.7% バンカー率35.5%,難易度17位/18ホール中 平均スコア4.15 平均パット数1.95 パーオン率14.8% フェアウェイ率- OB率1.7% バンカー率35.5%,難易度17位/18ホール中 平均スコア4.15 平均パット数1.95 パーオン率14.8% フェアウェイ率- OB率1.7% バンカー率35.5%,難易度14位/18ホール中 平均スコア5.37 平均パット数1.96 パーオン率14.8% フェアウェイ率49.3% OB率1.8% バンカー率43.3%,難易度14位/18ホール中 平均スコア5.37 平均パット数1.96 パーオン率14.8% フェアウェイ率49.3% OB率1.8% バンカー率43.3%,難易度14位/18ホール中 平均スコア5.37 平均パット数1.96 パーオン率14.8% フェアウェイ率49.3% OB率1.8% バンカー率43.3%,難易度6位/18ホール中 平均スコア6.48 平均パット数1.99 パーオン率18.3% フェアウェイ率43.3% OB率1.3% バンカー率49.5%,難易度6位/18ホール中 平均スコア6.48 平均パット数1.99 パーオン率18.3% フェアウェイ率43.3% OB率1.3% バンカー率49.5%,難易度6位/18ホール中 平均スコア6.48 平均パット数1.99 パーオン率18.3% フェアウェイ率43.3% OB率1.3% バンカー率49.5%
7,HOLE：16,HOLE：16,HOLE：16,HOLE：17,HOLE：17,HOLE：17,HOLE：18,HOLE：18,HOLE：18
8,PAR：4,Reg.：370yd,Hdcp：18,PAR：3,Reg.：175yd,Hdcp：10,PAR：4,Reg.：368yd,Hdcp：16
9,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,長いショートホール,長いショートホール,長いショートホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール
10,難易度8位/18ホール中 平均スコア5.45 平均パット数1.98 パーオン率16.8% フェアウェイ率48.8% OB率1.7% バンカー率56.0%,難易度8位/18ホール中 平均スコア5.45 平均パット数1.98 パーオン率16.8% フェアウェイ率48.8% OB率1.7% バンカー率56.0%,難易度8位/18ホール中 平均スコア5.45 平均パット数1.98 パーオン率16.8% フェアウェイ率48.8% OB率1.7% バンカー率56.0%,難易度15位/18ホール中 平均スコア4.21 平均パット数1.94 パーオン率15.3% フェアウェイ率- OB率4.0% バンカー率46.3%,難易度15位/18ホール中 平均スコア4.21 平均パット数1.94 パーオン率15.3% フェアウェイ率- OB率4.0% バンカー率46.3%,難易度15位/18ホール中 平均スコア4.21 平均パット数1.94 パーオン率15.3% フェアウェイ率- OB率4.0% バンカー率46.3%,難易度7位/18ホール中 平均スコア5.49 平均パット数1.98 パーオン率13.0% フェアウェイ率40.5% OB率22.8% バンカー率37.8%,難易度7位/18ホール中 平均スコア5.49 平均パット数1.98 パーオン率13.0% フェアウェイ率40.5% OB率22.8% バンカー率37.8%,難易度7位/18ホール中 平均スコア5.49 平均パット数1.98 パーオン率13.0% フェアウェイ率40.5% OB率22.8% バンカー率37.8%
