,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：351yd,Hdcp：11,PAR：3,Reg.：180yd,Hdcp：13,PAR：5,Reg.：479yd,Hdcp：5
1,真っ直ぐなミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,長いショートホール,長いショートホール,長いショートホール,真っ直ぐなロングホール,真っ直ぐなロングホール,真っ直ぐなロングホール
2,難易度12位/18ホール中 平均スコア5.11 平均パット数2.03 パーオン率27.5% フェアウェイ率51.3% OB率4.0% バンカー率11.3%,難易度12位/18ホール中 平均スコア5.11 平均パット数2.03 パーオン率27.5% フェアウェイ率51.3% OB率4.0% バンカー率11.3%,難易度12位/18ホール中 平均スコア5.11 平均パット数2.03 パーオン率27.5% フェアウェイ率51.3% OB率4.0% バンカー率11.3%,難易度14位/18ホール中 平均スコア4.02 平均パット数1.94 パーオン率21.3% フェアウェイ率- OB率16.8% バンカー率24.5%,難易度14位/18ホール中 平均スコア4.02 平均パット数1.94 パーオン率21.3% フェアウェイ率- OB率16.8% バンカー率24.5%,難易度14位/18ホール中 平均スコア4.02 平均パット数1.94 パーオン率21.3% フェアウェイ率- OB率16.8% バンカー率24.5%,難易度11位/18ホール中 平均スコア6.09 平均パット数2.03 パーオン率36.8% フェアウェイ率50.3% OB率10.3% バンカー率31.3%,難易度11位/18ホール中 平均スコア6.09 平均パット数2.03 パーオン率36.8% フェアウェイ率50.3% OB率10.3% バンカー率31.3%,難易度11位/18ホール中 平均スコア6.09 平均パット数2.03 パーオン率36.8% フェアウェイ率50.3% OB率10.3% バンカー率31.3%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：4,Reg.：397yd,Hdcp：1,PAR：4,Reg.：413yd,Hdcp：3,PAR：4,Reg.：370yd,Hdcp：7
5,長いミドルホール,長いミドルホール,長いミドルホール,長いミドルホール,長いミドルホール,長いミドルホール,Ｓ字のミドルホール,Ｓ字のミドルホール,Ｓ字のミドルホール
6,難易度3位/18ホール中 平均スコア5.41 平均パット数2.01 パーオン率15.3% フェアウェイ率52.5% OB率5.0% バンカー率37.0%,難易度3位/18ホール中 平均スコア5.41 平均パット数2.01 パーオン率15.3% フェアウェイ率52.5% OB率5.0% バンカー率37.0%,難易度3位/18ホール中 平均スコア5.41 平均パット数2.01 パーオン率15.3% フェアウェイ率52.5% OB率5.0% バンカー率37.0%,難易度4位/18ホール中 平均スコア5.37 平均パット数1.97 パーオン率15.8% フェアウェイ率42.0% OB率19.3% バンカー率34.8%,難易度4位/18ホール中 平均スコア5.37 平均パット数1.97 パーオン率15.8% フェアウェイ率42.0% OB率19.3% バンカー率34.8%,難易度4位/18ホール中 平均スコア5.37 平均パット数1.97 パーオン率15.8% フェアウェイ率42.0% OB率19.3% バンカー率34.8%,難易度7位/18ホール中 平均スコア5.22 平均パット数1.99 パーオン率22.8% フェアウェイ率51.3% OB率21.7% バンカー率26.0%,難易度7位/18ホール中 平均スコア5.22 平均パット数1.99 パーオン率22.8% フェアウェイ率51.3% OB率21.7% バンカー率26.0%,難易度7位/18ホール中 平均スコア5.22 平均パット数1.99 パーオン率22.8% フェアウェイ率51.3% OB率21.7% バンカー率26.0%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：5,Reg.：478yd,Hdcp：9,PAR：3,Reg.：182yd,Hdcp：15,PAR：4,Reg.：285yd,Hdcp：17
9,左ドッグレッグのロングホール,左ドッグレッグのロングホール,左ドッグレッグのロングホール,長いショートホール,長いショートホール,長いショートホール,短いミドルホール,短いミドルホール,短いミドルホール
10,難易度8位/18ホール中 平均スコア6.19 平均パット数2.01 パーオン率29.3% フェアウェイ率54.8% OB率8.0% バンカー率32.5%,難易度8位/18ホール中 平均スコア6.19 平均パット数2.01 パーオン率29.3% フェアウェイ率54.8% OB率8.0% バンカー率32.5%,難易度8位/18ホール中 平均スコア6.19 平均パット数2.01 パーオン率29.3% フェアウェイ率54.8% OB率8.0% バンカー率32.5%,難易度16位/18ホール中 平均スコア3.98 平均パット数1.93 パーオン率22.0% フェアウェイ率- OB率8.3% バンカー率42.8%,難易度16位/18ホール中 平均スコア3.98 平均パット数1.93 パーオン率22.0% フェアウェイ率- OB率8.3% バンカー率42.8%,難易度16位/18ホール中 平均スコア3.98 平均パット数1.93 パーオン率22.0% フェアウェイ率- OB率8.3% バンカー率42.8%,難易度17位/18ホール中 平均スコア4.88 平均パット数1.98 パーオン率39.8% フェアウェイ率51.8% OB率7.3% バンカー率45.3%,難易度17位/18ホール中 平均スコア4.88 平均パット数1.98 パーオン率39.8% フェアウェイ率51.8% OB率7.3% バンカー率45.3%,難易度17位/18ホール中 平均スコア4.88 平均パット数1.98 パーオン率39.8% フェアウェイ率51.8% OB率7.3% バンカー率45.3%
