,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：5,Reg.：511yd,Hdcp：15,PAR：4,Reg.：362yd,Hdcp：9,PAR：4,Reg.：420yd,Hdcp：3
1,豪快に打ち出していくフラットなロングホール,豪快に打ち出していくフラットなロングホール,豪快に打ち出していくフラットなロングホール,第1打はフェアウエイセンターのやや左狙い,第1打はフェアウエイセンターのやや左狙い,第1打はフェアウエイセンターのやや左狙い,打ち下ろしのミドルホール,打ち下ろしのミドルホール,打ち下ろしのミドルホール
2,難易度13位/18ホール中 平均スコア6.16 平均パット数2 パーオン率29.5% フェアウェイ率61.5% OB率8.7% バンカー率36.8%,難易度13位/18ホール中 平均スコア6.16 平均パット数2 パーオン率29.5% フェアウェイ率61.5% OB率8.7% バンカー率36.8%,難易度13位/18ホール中 平均スコア6.16 平均パット数2 パーオン率29.5% フェアウェイ率61.5% OB率8.7% バンカー率36.8%,難易度11位/18ホール中 平均スコア5.26 平均パット数2.01 パーオン率19.8% フェアウェイ率62.3% OB率18.3% バンカー率18.3%,難易度11位/18ホール中 平均スコア5.26 平均パット数2.01 パーオン率19.8% フェアウェイ率62.3% OB率18.3% バンカー率18.3%,難易度11位/18ホール中 平均スコア5.26 平均パット数2.01 パーオン率19.8% フェアウェイ率62.3% OB率18.3% バンカー率18.3%,難易度5位/18ホール中 平均スコア5.41 平均パット数1.96 パーオン率12.8% フェアウェイ率40.3% OB率13.3% バンカー率32.0%,難易度5位/18ホール中 平均スコア5.41 平均パット数1.96 パーオン率12.8% フェアウェイ率40.3% OB率13.3% バンカー率32.0%,難易度5位/18ホール中 平均スコア5.41 平均パット数1.96 パーオン率12.8% フェアウェイ率40.3% OB率13.3% バンカー率32.0%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：4,Reg.：352yd,Hdcp：7,PAR：3,Reg.：171yd,Hdcp：13,PAR：4,Reg.：379yd,Hdcp：1
5,池を囲み大きく右にドックレックしたミドルホール,池を囲み大きく右にドックレックしたミドルホール,池を囲み大きく右にドックレックしたミドルホール,風が影響するので距離感に注意,風が影響するので距離感に注意,風が影響するので距離感に注意,池を気にせずFWのセンターを狙い思い切りショット,池を気にせずFWのセンターを狙い思い切りショット,池を気にせずFWのセンターを狙い思い切りショット
6,難易度6位/18ホール中 平均スコア5.36 平均パット数1.97 パーオン率20.8% フェアウェイ率50.0% OB率21.8% バンカー率9.5%,難易度6位/18ホール中 平均スコア5.36 平均パット数1.97 パーオン率20.8% フェアウェイ率50.0% OB率21.8% バンカー率9.5%,難易度6位/18ホール中 平均スコア5.36 平均パット数1.97 パーオン率20.8% フェアウェイ率50.0% OB率21.8% バンカー率9.5%,難易度15位/18ホール中 平均スコア4 平均パット数1.91 パーオン率22.0% フェアウェイ率- OB率6.0% バンカー率34.0%,難易度15位/18ホール中 平均スコア4 平均パット数1.91 パーオン率22.0% フェアウェイ率- OB率6.0% バンカー率34.0%,難易度15位/18ホール中 平均スコア4 平均パット数1.91 パーオン率22.0% フェアウェイ率- OB率6.0% バンカー率34.0%,難易度9位/18ホール中 平均スコア5.37 平均パット数1.92 パーオン率15.0% フェアウェイ率49.0% OB率22.5% バンカー率28.3%,難易度9位/18ホール中 平均スコア5.37 平均パット数1.92 パーオン率15.0% フェアウェイ率49.0% OB率22.5% バンカー率28.3%,難易度9位/18ホール中 平均スコア5.37 平均パット数1.92 パーオン率15.0% フェアウェイ率49.0% OB率22.5% バンカー率28.3%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：4,Reg.：341yd,Hdcp：17,PAR：5,Reg.：523yd,Hdcp：5,PAR：3,Reg.：202yd,Hdcp：11
9,やや打ち上げの左のドッグレッグホール,やや打ち上げの左のドッグレッグホール,やや打ち上げの左のドッグレッグホール,2打地点からやや打ち上げの右ドックレッグロング,2打地点からやや打ち上げの右ドックレッグロング,2打地点からやや打ち上げの右ドックレッグロング,距離のあるハードなショートホール,距離のあるハードなショートホール,距離のあるハードなショートホール
10,難易度12位/18ホール中 平均スコア5.25 平均パット数1.88 パーオン率16.5% フェアウェイ率73.8% OB率14.5% バンカー率29.3%,難易度12位/18ホール中 平均スコア5.25 平均パット数1.88 パーオン率16.5% フェアウェイ率73.8% OB率14.5% バンカー率29.3%,難易度12位/18ホール中 平均スコア5.25 平均パット数1.88 パーオン率16.5% フェアウェイ率73.8% OB率14.5% バンカー率29.3%,難易度10位/18ホール中 平均スコア6.34 平均パット数2.06 パーオン率25.8% フェアウェイ率58.3% OB率16.3% バンカー率14.3%,難易度10位/18ホール中 平均スコア6.34 平均パット数2.06 パーオン率25.8% フェアウェイ率58.3% OB率16.3% バンカー率14.3%,難易度10位/18ホール中 平均スコア6.34 平均パット数2.06 パーオン率25.8% フェアウェイ率58.3% OB率16.3% バンカー率14.3%,難易度17位/18ホール中 平均スコア3.96 平均パット数1.94 パーオン率26.0% フェアウェイ率- OB率6.0% バンカー率33.8%,難易度17位/18ホール中 平均スコア3.96 平均パット数1.94 パーオン率26.0% フェアウェイ率- OB率6.0% バンカー率33.8%,難易度17位/18ホール中 平均スコア3.96 平均パット数1.94 パーオン率26.0% フェアウェイ率- OB率6.0% バンカー率33.8%
