,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：384yd,Hdcp：9,PAR：3,Reg.：162yd,Hdcp：17,PAR：4,Reg.：398yd,Hdcp：1
1,長いミドルホール,長いミドルホール,長いミドルホール,池越えのショートホール,池越えのショートホール,池越えのショートホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール
2,難易度8位/18ホール中 平均スコア5.33 平均パット数2.06 パーオン率22.8% フェアウェイ率47.0% OB率28.3% バンカー率38.3%,難易度8位/18ホール中 平均スコア5.33 平均パット数2.06 パーオン率22.8% フェアウェイ率47.0% OB率28.3% バンカー率38.3%,難易度8位/18ホール中 平均スコア5.33 平均パット数2.06 パーオン率22.8% フェアウェイ率47.0% OB率28.3% バンカー率38.3%,難易度18位/18ホール中 平均スコア3.86 平均パット数2.08 パーオン率41.8% フェアウェイ率- OB率25.3% バンカー率34.7%,難易度18位/18ホール中 平均スコア3.86 平均パット数2.08 パーオン率41.8% フェアウェイ率- OB率25.3% バンカー率34.7%,難易度18位/18ホール中 平均スコア3.86 平均パット数2.08 パーオン率41.8% フェアウェイ率- OB率25.3% バンカー率34.7%,難易度2位/18ホール中 平均スコア5.43 平均パット数1.95 パーオン率13.8% フェアウェイ率57.0% OB率44.7% バンカー率21.7%,難易度2位/18ホール中 平均スコア5.43 平均パット数1.95 パーオン率13.8% フェアウェイ率57.0% OB率44.7% バンカー率21.7%,難易度2位/18ホール中 平均スコア5.43 平均パット数1.95 パーオン率13.8% フェアウェイ率57.0% OB率44.7% バンカー率21.7%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：4,Reg.：366yd,Hdcp：11,PAR：4,Reg.：361yd,Hdcp：13,PAR：5,Reg.：542yd,Hdcp：3
5,真っ直ぐなミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,Ｓ字のロングホール,Ｓ字のロングホール,Ｓ字のロングホール
6,難易度11位/18ホール中 平均スコア5.24 平均パット数2.04 パーオン率22.3% フェアウェイ率47.8% OB率28.3% バンカー率31.7%,難易度11位/18ホール中 平均スコア5.24 平均パット数2.04 パーオン率22.3% フェアウェイ率47.8% OB率28.3% バンカー率31.7%,難易度11位/18ホール中 平均スコア5.24 平均パット数2.04 パーオン率22.3% フェアウェイ率47.8% OB率28.3% バンカー率31.7%,難易度4位/18ホール中 平均スコア5.45 平均パット数2 パーオン率18.0% フェアウェイ率48.5% OB率27.0% バンカー率35.8%,難易度4位/18ホール中 平均スコア5.45 平均パット数2 パーオン率18.0% フェアウェイ率48.5% OB率27.0% バンカー率35.8%,難易度4位/18ホール中 平均スコア5.45 平均パット数2 パーオン率18.0% フェアウェイ率48.5% OB率27.0% バンカー率35.8%,難易度3位/18ホール中 平均スコア6.45 平均パット数1.93 パーオン率22.0% フェアウェイ率54.3% OB率42.3% バンカー率17.3%,難易度3位/18ホール中 平均スコア6.45 平均パット数1.93 パーオン率22.0% フェアウェイ率54.3% OB率42.3% バンカー率17.3%,難易度3位/18ホール中 平均スコア6.45 平均パット数1.93 パーオン率22.0% フェアウェイ率54.3% OB率42.3% バンカー率17.3%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：4,Reg.：393yd,Hdcp：5,PAR：3,Reg.：178yd,Hdcp：15,PAR：5,Reg.：537yd,Hdcp：7
9,長いミドルホール,長いミドルホール,長いミドルホール,長いショートホール,長いショートホール,長いショートホール,真っ直ぐなロングホール,真っ直ぐなロングホール,真っ直ぐなロングホール
10,難易度10位/18ホール中 平均スコア5.32 平均パット数2.07 パーオン率21.5% フェアウェイ率46.8% OB率26.7% バンカー率31.3%,難易度10位/18ホール中 平均スコア5.32 平均パット数2.07 パーオン率21.5% フェアウェイ率46.8% OB率26.7% バンカー率31.3%,難易度10位/18ホール中 平均スコア5.32 平均パット数2.07 パーオン率21.5% フェアウェイ率46.8% OB率26.7% バンカー率31.3%,難易度14位/18ホール中 平均スコア4.21 平均パット数2.05 パーオン率19.3% フェアウェイ率- OB率31.5% バンカー率31.8%,難易度14位/18ホール中 平均スコア4.21 平均パット数2.05 パーオン率19.3% フェアウェイ率- OB率31.5% バンカー率31.8%,難易度14位/18ホール中 平均スコア4.21 平均パット数2.05 パーオン率19.3% フェアウェイ率- OB率31.5% バンカー率31.8%,難易度7位/18ホール中 平均スコア6.46 平均パット数1.99 パーオン率19.0% フェアウェイ率46.3% OB率32.5% バンカー率30.5%,難易度7位/18ホール中 平均スコア6.46 平均パット数1.99 パーオン率19.0% フェアウェイ率46.3% OB率32.5% バンカー率30.5%,難易度7位/18ホール中 平均スコア6.46 平均パット数1.99 パーオン率19.0% フェアウェイ率46.3% OB率32.5% バンカー率30.5%
