,HOLE：10,HOLE：10.1,HOLE：10.2,HOLE：11,HOLE：11.1,HOLE：11.2,HOLE：12,HOLE：12.1,HOLE：12.2
0,PAR：4,Reg.：370yd,Hdcp：10,PAR：3,Reg.：190yd,Hdcp：4,PAR：4,Reg.：320yd,Hdcp：16
1,真っ直ぐなミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,海峡越えのショートホール,海峡越えのショートホール,海峡越えのショートホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール
2,難易度7位/18ホール中 平均スコア5.38 平均パット数2.05 パーオン率26.3% フェアウェイ率49.8% OB率47.8% バンカー率20.0%,難易度7位/18ホール中 平均スコア5.38 平均パット数2.05 パーオン率26.3% フェアウェイ率49.8% OB率47.8% バンカー率20.0%,難易度7位/18ホール中 平均スコア5.38 平均パット数2.05 パーオン率26.3% フェアウェイ率49.8% OB率47.8% バンカー率20.0%,難易度14位/18ホール中 平均スコア4.21 平均パット数1.98 パーオン率17.0% フェアウェイ率- OB率24.8% バンカー率6.3%,難易度14位/18ホール中 平均スコア4.21 平均パット数1.98 パーオン率17.0% フェアウェイ率- OB率24.8% バンカー率6.3%,難易度14位/18ホール中 平均スコア4.21 平均パット数1.98 パーオン率17.0% フェアウェイ率- OB率24.8% バンカー率6.3%,難易度9位/18ホール中 平均スコア5.28 平均パット数2.07 パーオン率32.0% フェアウェイ率44.5% OB率52.3% バンカー率10.0%,難易度9位/18ホール中 平均スコア5.28 平均パット数2.07 パーオン率32.0% フェアウェイ率44.5% OB率52.3% バンカー率10.0%,難易度9位/18ホール中 平均スコア5.28 平均パット数2.07 パーオン率32.0% フェアウェイ率44.5% OB率52.3% バンカー率10.0%
3,HOLE：13,HOLE：13,HOLE：13,HOLE：14,HOLE：14,HOLE：14,HOLE：15,HOLE：15,HOLE：15
4,PAR：4,Reg.：395yd,Hdcp：2,PAR：3,Reg.：155yd,Hdcp：14,PAR：5,Reg.：525yd,Hdcp：8
5,左ドッグレッグのミドルホール　奥がＬ（左）グリーン,左ドッグレッグのミドルホール　奥がＬ（左）グリーン,左ドッグレッグのミドルホール　奥がＬ（左）グリーン,入り江越えのショートホール,入り江越えのショートホール,入り江越えのショートホール,真っ直ぐなロングホール,真っ直ぐなロングホール,真っ直ぐなロングホール
6,難易度6位/18ホール中 平均スコア5.44 平均パット数2.13 パーオン率27.8% フェアウェイ率48.8% OB率32.0% バンカー率1.0%,難易度6位/18ホール中 平均スコア5.44 平均パット数2.13 パーオン率27.8% フェアウェイ率48.8% OB率32.0% バンカー率1.0%,難易度6位/18ホール中 平均スコア5.44 平均パット数2.13 パーオン率27.8% フェアウェイ率48.8% OB率32.0% バンカー率1.0%,難易度16位/18ホール中 平均スコア4.17 平均パット数2.04 パーオン率26.0% フェアウェイ率- OB率21.8% バンカー率11.5%,難易度16位/18ホール中 平均スコア4.17 平均パット数2.04 パーオン率26.0% フェアウェイ率- OB率21.8% バンカー率11.5%,難易度16位/18ホール中 平均スコア4.17 平均パット数2.04 パーオン率26.0% フェアウェイ率- OB率21.8% バンカー率11.5%,難易度2位/18ホール中 平均スコア6.68 平均パット数2.21 パーオン率27.8% フェアウェイ率47.3% OB率51.5% バンカー率18.5%,難易度2位/18ホール中 平均スコア6.68 平均パット数2.21 パーオン率27.8% フェアウェイ率47.3% OB率51.5% バンカー率18.5%,難易度2位/18ホール中 平均スコア6.68 平均パット数2.21 パーオン率27.8% フェアウェイ率47.3% OB率51.5% バンカー率18.5%
7,HOLE：16,HOLE：16,HOLE：16,HOLE：17,HOLE：17,HOLE：17,HOLE：18,HOLE：18,HOLE：18
8,PAR：5,Reg.：545yd,Hdcp：6,PAR：4,Reg.：320yd,Hdcp：2,PAR：4,Reg.：320yd,Hdcp：18
9,左ドッグレッグのロングホール,左ドッグレッグのロングホール,左ドッグレッグのロングホール,入り江越えのミドルホール,入り江越えのミドルホール,入り江越えのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール
10,難易度1位/18ホール中 平均スコア6.72 平均パット数2.05 パーオン率16.8% フェアウェイ率50.5% OB率35.0% バンカー率4.7%,難易度1位/18ホール中 平均スコア6.72 平均パット数2.05 パーオン率16.8% フェアウェイ率50.5% OB率35.0% バンカー率4.7%,難易度1位/18ホール中 平均スコア6.72 平均パット数2.05 パーオン率16.8% フェアウェイ率50.5% OB率35.0% バンカー率4.7%,難易度4位/18ホール中 平均スコア5.49 平均パット数2.23 パーオン率28.3% フェアウェイ率41.5% OB率50.3% バンカー率15.5%,難易度4位/18ホール中 平均スコア5.49 平均パット数2.23 パーオン率28.3% フェアウェイ率41.5% OB率50.3% バンカー率15.5%,難易度4位/18ホール中 平均スコア5.49 平均パット数2.23 パーオン率28.3% フェアウェイ率41.5% OB率50.3% バンカー率15.5%,難易度12位/18ホール中 平均スコア5.21 平均パット数2.03 パーオン率32.5% フェアウェイ率47.5% OB率49.0% バンカー率16.3%,難易度12位/18ホール中 平均スコア5.21 平均パット数2.03 パーオン率32.5% フェアウェイ率47.5% OB率49.0% バンカー率16.3%,難易度12位/18ホール中 平均スコア5.21 平均パット数2.03 パーオン率32.5% フェアウェイ率47.5% OB率49.0% バンカー率16.3%
