,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：5,Reg.：451yd,Hdcp：11,PAR：4,Reg.：285yd,Hdcp：15,PAR：4,Reg.：369yd,Hdcp：13
1,左にあるクロスバンカー右サイド狙い,左にあるクロスバンカー右サイド狙い,左にあるクロスバンカー右サイド狙い,短いミドルホール,短いミドルホール,短いミドルホール,ダウンヒルで長打の快感を満喫できる,ダウンヒルで長打の快感を満喫できる,ダウンヒルで長打の快感を満喫できる
2,難易度12位/18ホール中 平均スコア6.05 平均パット数2.02 パーオン率36.8% フェアウェイ率65.5% OB率12.7% バンカー率28.3%,難易度12位/18ホール中 平均スコア6.05 平均パット数2.02 パーオン率36.8% フェアウェイ率65.5% OB率12.7% バンカー率28.3%,難易度12位/18ホール中 平均スコア6.05 平均パット数2.02 パーオン率36.8% フェアウェイ率65.5% OB率12.7% バンカー率28.3%,難易度11位/18ホール中 平均スコア5.25 平均パット数2.08 パーオン率26.5% フェアウェイ率65.8% OB率4.0% バンカー率24.0%,難易度11位/18ホール中 平均スコア5.25 平均パット数2.08 パーオン率26.5% フェアウェイ率65.8% OB率4.0% バンカー率24.0%,難易度11位/18ホール中 平均スコア5.25 平均パット数2.08 パーオン率26.5% フェアウェイ率65.8% OB率4.0% バンカー率24.0%,難易度10位/18ホール中 平均スコア5.38 平均パット数2.15 パーオン率18.8% フェアウェイ率35.0% OB率8.0% バンカー率24.0%,難易度10位/18ホール中 平均スコア5.38 平均パット数2.15 パーオン率18.8% フェアウェイ率35.0% OB率8.0% バンカー率24.0%,難易度10位/18ホール中 平均スコア5.38 平均パット数2.15 パーオン率18.8% フェアウェイ率35.0% OB率8.0% バンカー率24.0%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：3,Reg.：156yd,Hdcp：7,PAR：4,Reg.：396yd,Hdcp：9,PAR：4,Reg.：409yd,Hdcp：1
5,グリーンまで軽度の登りで池越えのショートホール,グリーンまで軽度の登りで池越えのショートホール,グリーンまで軽度の登りで池越えのショートホール,ティーショットが打下ろしグリーンアタックが打上げ,ティーショットが打下ろしグリーンアタックが打上げ,ティーショットが打下ろしグリーンアタックが打上げ,左に名物大岩がありティーショットは好打が絶対条件,左に名物大岩がありティーショットは好打が絶対条件,左に名物大岩がありティーショットは好打が絶対条件
6,難易度18位/18ホール中 平均スコア3.91 平均パット数1.93 パーオン率27.8% フェアウェイ率- OB率10.7% バンカー率20.3%,難易度18位/18ホール中 平均スコア3.91 平均パット数1.93 パーオン率27.8% フェアウェイ率- OB率10.7% バンカー率20.3%,難易度18位/18ホール中 平均スコア3.91 平均パット数1.93 パーオン率27.8% フェアウェイ率- OB率10.7% バンカー率20.3%,難易度7位/18ホール中 平均スコア5.51 平均パット数1.95 パーオン率6.8% フェアウェイ率41.3% OB率13.3% バンカー率13.0%,難易度7位/18ホール中 平均スコア5.51 平均パット数1.95 パーオン率6.8% フェアウェイ率41.3% OB率13.3% バンカー率13.0%,難易度7位/18ホール中 平均スコア5.51 平均パット数1.95 パーオン率6.8% フェアウェイ率41.3% OB率13.3% バンカー率13.0%,難易度3位/18ホール中 平均スコア5.65 平均パット数2.21 パーオン率15.0% フェアウェイ率60.8% OB率6.0% バンカー率16.0%,難易度3位/18ホール中 平均スコア5.65 平均パット数2.21 パーオン率15.0% フェアウェイ率60.8% OB率6.0% バンカー率16.0%,難易度3位/18ホール中 平均スコア5.65 平均パット数2.21 パーオン率15.0% フェアウェイ率60.8% OB率6.0% バンカー率16.0%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：4,Reg.：390yd,Hdcp：3,PAR：3,Reg.：160yd,Hdcp：17,PAR：5,Reg.：493yd,Hdcp：5
9,距離十分なミドルホール,距離十分なミドルホール,距離十分なミドルホール,キャリー十分にピンアタックをするショートホール,キャリー十分にピンアタックをするショートホール,キャリー十分にピンアタックをするショートホール,セカンドは右に打つと谷がありパーセーブは難しい,セカンドは右に打つと谷がありパーセーブは難しい,セカンドは右に打つと谷がありパーセーブは難しい
10,難易度4位/18ホール中 平均スコア5.61 平均パット数2.1 パーオン率8.5% フェアウェイ率67.8% OB率18.0% バンカー率14.0%,難易度4位/18ホール中 平均スコア5.61 平均パット数2.1 パーオン率8.5% フェアウェイ率67.8% OB率18.0% バンカー率14.0%,難易度4位/18ホール中 平均スコア5.61 平均パット数2.1 パーオン率8.5% フェアウェイ率67.8% OB率18.0% バンカー率14.0%,難易度17位/18ホール中 平均スコア4.03 平均パット数2.16 パーオン率37.8% フェアウェイ率- OB率- バンカー率36.0%,難易度17位/18ホール中 平均スコア4.03 平均パット数2.16 パーオン率37.8% フェアウェイ率- OB率- バンカー率36.0%,難易度17位/18ホール中 平均スコア4.03 平均パット数2.16 パーオン率37.8% フェアウェイ率- OB率- バンカー率36.0%,難易度9位/18ホール中 平均スコア6.3 平均パット数2.13 パーオン率31.8% フェアウェイ率64.8% OB率17.3% バンカー率19.0%,難易度9位/18ホール中 平均スコア6.3 平均パット数2.13 パーオン率31.8% フェアウェイ率64.8% OB率17.3% バンカー率19.0%,難易度9位/18ホール中 平均スコア6.3 平均パット数2.13 パーオン率31.8% フェアウェイ率64.8% OB率17.3% バンカー率19.0%
