,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：357yd,Hdcp：5,PAR：3,Reg.：152yd,Hdcp：13,PAR：5,Reg.：516yd,Hdcp：9
1,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,谷越えのショートホール,谷越えのショートホール,谷越えのショートホール,Ｓ字のロングホール奥がＬ（左）グリーン,Ｓ字のロングホール奥がＬ（左）グリーン,Ｓ字のロングホール奥がＬ（左）グリーン
2,難易度5位/18ホール中 平均スコア5.44 平均パット数2.06 パーオン率19.5% フェアウェイ率50.0% OB率24.3% バンカー率5.8%,難易度5位/18ホール中 平均スコア5.44 平均パット数2.06 パーオン率19.5% フェアウェイ率50.0% OB率24.3% バンカー率5.8%,難易度5位/18ホール中 平均スコア5.44 平均パット数2.06 パーオン率19.5% フェアウェイ率50.0% OB率24.3% バンカー率5.8%,難易度14位/18ホール中 平均スコア4.19 平均パット数1.99 パーオン率18.3% フェアウェイ率- OB率32.0% バンカー率10.8%,難易度14位/18ホール中 平均スコア4.19 平均パット数1.99 パーオン率18.3% フェアウェイ率- OB率32.0% バンカー率10.8%,難易度14位/18ホール中 平均スコア4.19 平均パット数1.99 パーオン率18.3% フェアウェイ率- OB率32.0% バンカー率10.8%,難易度2位/18ホール中 平均スコア6.71 平均パット数2 パーオン率16.3% フェアウェイ率44.0% OB率29.5% バンカー率14.3%,難易度2位/18ホール中 平均スコア6.71 平均パット数2 パーオン率16.3% フェアウェイ率44.0% OB率29.5% バンカー率14.3%,難易度2位/18ホール中 平均スコア6.71 平均パット数2 パーオン率16.3% フェアウェイ率44.0% OB率29.5% バンカー率14.3%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：4,Reg.：393yd,Hdcp：1,PAR：4,Reg.：366yd,Hdcp：15,PAR：3,Reg.：130yd,Hdcp：7
5,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,短いミドルホール　奥がＬ（左）グリーン,短いミドルホール　奥がＬ（左）グリーン,短いミドルホール　奥がＬ（左）グリーン,,,
6,難易度10位/18ホール中 平均スコア5.33 平均パット数2.06 パーオン率21.8% フェアウェイ率60.8% OB率13.3% バンカー率5.8%,難易度10位/18ホール中 平均スコア5.33 平均パット数2.06 パーオン率21.8% フェアウェイ率60.8% OB率13.3% バンカー率5.8%,難易度10位/18ホール中 平均スコア5.33 平均パット数2.06 パーオン率21.8% フェアウェイ率60.8% OB率13.3% バンカー率5.8%,難易度9位/18ホール中 平均スコア5.41 平均パット数2.03 パーオン率20.5% フェアウェイ率54.3% OB率29.8% バンカー率11.0%,難易度9位/18ホール中 平均スコア5.41 平均パット数2.03 パーオン率20.5% フェアウェイ率54.3% OB率29.8% バンカー率11.0%,難易度9位/18ホール中 平均スコア5.41 平均パット数2.03 パーオン率20.5% フェアウェイ率54.3% OB率29.8% バンカー率11.0%,難易度18位/18ホール中 平均スコア4.08 平均パット数1.99 パーオン率28.3% フェアウェイ率- OB率26.0% バンカー率13.5%,難易度18位/18ホール中 平均スコア4.08 平均パット数1.99 パーオン率28.3% フェアウェイ率- OB率26.0% バンカー率13.5%,難易度18位/18ホール中 平均スコア4.08 平均パット数1.99 パーオン率28.3% フェアウェイ率- OB率26.0% バンカー率13.5%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：5,Reg.：497yd,Hdcp：3,PAR：4,Reg.：324yd,Hdcp：17,PAR：4,Reg.：352yd,Hdcp：11
9,Ｓ字のロングホール,Ｓ字のロングホール,Ｓ字のロングホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,短いミドルホール,短いミドルホール,短いミドルホール
10,難易度11位/18ホール中 平均スコア6.24 平均パット数2.07 パーオン率33.0% フェアウェイ率53.5% OB率21.3% バンカー率10.3%,難易度11位/18ホール中 平均スコア6.24 平均パット数2.07 パーオン率33.0% フェアウェイ率53.5% OB率21.3% バンカー率10.3%,難易度11位/18ホール中 平均スコア6.24 平均パット数2.07 パーオン率33.0% フェアウェイ率53.5% OB率21.3% バンカー率10.3%,難易度15位/18ホール中 平均スコア5.06 平均パット数2.02 パーオン率34.0% フェアウェイ率68.0% OB率13.0% バンカー率20.0%,難易度15位/18ホール中 平均スコア5.06 平均パット数2.02 パーオン率34.0% フェアウェイ率68.0% OB率13.0% バンカー率20.0%,難易度15位/18ホール中 平均スコア5.06 平均パット数2.02 パーオン率34.0% フェアウェイ率68.0% OB率13.0% バンカー率20.0%,難易度13位/18ホール中 平均スコア5.16 平均パット数2.04 パーオン率29.3% フェアウェイ率66.0% OB率9.0% バンカー率15.0%,難易度13位/18ホール中 平均スコア5.16 平均パット数2.04 パーオン率29.3% フェアウェイ率66.0% OB率9.0% バンカー率15.0%,難易度13位/18ホール中 平均スコア5.16 平均パット数2.04 パーオン率29.3% フェアウェイ率66.0% OB率9.0% バンカー率15.0%
