,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：5,Reg.：461yd,Hdcp：2,PAR：4,Reg.：315yd,Hdcp：5,PAR：3,Reg.：137yd,Hdcp：8
1,左ドッグレッグのロング　第１打は左コーナー狙い,左ドッグレッグのロング　第１打は左コーナー狙い,左ドッグレッグのロング　第１打は左コーナー狙い,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,グリーン周辺ＯＢ、安全にグリーン中央狙い,グリーン周辺ＯＢ、安全にグリーン中央狙い,グリーン周辺ＯＢ、安全にグリーン中央狙い
2,難易度2位/9ホール中 平均スコア6.38 平均パット数2.11 パーオン率29.8% フェアウェイ率49.0% OB率12.5% バンカー率17.3%,難易度2位/9ホール中 平均スコア6.38 平均パット数2.11 パーオン率29.8% フェアウェイ率49.0% OB率12.5% バンカー率17.3%,難易度2位/9ホール中 平均スコア6.38 平均パット数2.11 パーオン率29.8% フェアウェイ率49.0% OB率12.5% バンカー率17.3%,難易度6位/9ホール中 平均スコア5.12 平均パット数2.04 パーオン率32.3% フェアウェイ率62.3% OB率13.3% バンカー率20.3%,難易度6位/9ホール中 平均スコア5.12 平均パット数2.04 パーオン率32.3% フェアウェイ率62.3% OB率13.3% バンカー率20.3%,難易度6位/9ホール中 平均スコア5.12 平均パット数2.04 パーオン率32.3% フェアウェイ率62.3% OB率13.3% バンカー率20.3%,難易度9位/9ホール中 平均スコア3.98 平均パット数2.03 パーオン率33.0% フェアウェイ率- OB率25.5% バンカー率17.5%,難易度9位/9ホール中 平均スコア3.98 平均パット数2.03 パーオン率33.0% フェアウェイ率- OB率25.5% バンカー率17.5%,難易度9位/9ホール中 平均スコア3.98 平均パット数2.03 パーオン率33.0% フェアウェイ率- OB率25.5% バンカー率17.5%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：4,Reg.：362yd,Hdcp：1,PAR：4,Reg.：359yd,Hdcp：7,PAR：5,Reg.：462yd,Hdcp：4
5,第１打はバンカー右狙い　第２打は１クラブ大きめに,第１打はバンカー右狙い　第２打は１クラブ大きめに,第１打はバンカー右狙い　第２打は１クラブ大きめに,豪快な打ち下ろしのミドルホール　グリーン手前に池,豪快な打ち下ろしのミドルホール　グリーン手前に池,豪快な打ち下ろしのミドルホール　グリーン手前に池,真っ直ぐなロングホール　第１打は左の池の右狙い,真っ直ぐなロングホール　第１打は左の池の右狙い,真っ直ぐなロングホール　第１打は左の池の右狙い
6,難易度4位/9ホール中 平均スコア5.35 平均パット数1.98 パーオン率14.0% フェアウェイ率63.0% OB率9.5% バンカー率17.8%,難易度4位/9ホール中 平均スコア5.35 平均パット数1.98 パーオン率14.0% フェアウェイ率63.0% OB率9.5% バンカー率17.8%,難易度4位/9ホール中 平均スコア5.35 平均パット数1.98 パーオン率14.0% フェアウェイ率63.0% OB率9.5% バンカー率17.8%,難易度7位/9ホール中 平均スコア5.15 平均パット数2.08 パーオン率38.5% フェアウェイ率56.8% OB率21.0% バンカー率2.0%,難易度7位/9ホール中 平均スコア5.15 平均パット数2.08 パーオン率38.5% フェアウェイ率56.8% OB率21.0% バンカー率2.0%,難易度7位/9ホール中 平均スコア5.15 平均パット数2.08 パーオン率38.5% フェアウェイ率56.8% OB率21.0% バンカー率2.0%,難易度1位/9ホール中 平均スコア6.42 平均パット数2.05 パーオン率24.0% フェアウェイ率45.8% OB率23.0% バンカー率23.8%,難易度1位/9ホール中 平均スコア6.42 平均パット数2.05 パーオン率24.0% フェアウェイ率45.8% OB率23.0% バンカー率23.8%,難易度1位/9ホール中 平均スコア6.42 平均パット数2.05 パーオン率24.0% フェアウェイ率45.8% OB率23.0% バンカー率23.8%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：4,Reg.：330yd,Hdcp：6,PAR：3,Reg.：176yd,Hdcp：9,PAR：4,Reg.：380yd,Hdcp：3
9,第１打を安全に池手前に刻むか右から果敢に攻めるか,第１打を安全に池手前に刻むか右から果敢に攻めるか,第１打を安全に池手前に刻むか右から果敢に攻めるか,グリーン左サイドから中央狙いで攻める,グリーン左サイドから中央狙いで攻める,グリーン左サイドから中央狙いで攻める,右ドッグレッグのミドル　第１打はバンカーの右狙い,右ドッグレッグのミドル　第１打はバンカーの右狙い,右ドッグレッグのミドル　第１打はバンカーの右狙い
