,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：346yd,Hdcp：15,PAR：5,Reg.：499yd,Hdcp：13,PAR：3,Reg.：186yd,Hdcp：5
1,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのロングホール,左ドッグレッグのロングホール,左ドッグレッグのロングホール,池越えのショートホール,池越えのショートホール,池越えのショートホール
2,難易度9位/18ホール中 平均スコア5.29 平均パット数2.1 パーオン率25.3% フェアウェイ率45.8% OB率19.5% バンカー率37.0%,難易度9位/18ホール中 平均スコア5.29 平均パット数2.1 パーオン率25.3% フェアウェイ率45.8% OB率19.5% バンカー率37.0%,難易度9位/18ホール中 平均スコア5.29 平均パット数2.1 パーオン率25.3% フェアウェイ率45.8% OB率19.5% バンカー率37.0%,難易度2位/18ホール中 平均スコア6.49 平均パット数2.11 パーオン率24.3% フェアウェイ率44.8% OB率25.0% バンカー率33.5%,難易度2位/18ホール中 平均スコア6.49 平均パット数2.11 パーオン率24.3% フェアウェイ率44.8% OB率25.0% バンカー率33.5%,難易度2位/18ホール中 平均スコア6.49 平均パット数2.11 パーオン率24.3% フェアウェイ率44.8% OB率25.0% バンカー率33.5%,難易度13位/18ホール中 平均スコア4.18 平均パット数2.18 パーオン率28.8% フェアウェイ率- OB率14.8% バンカー率33.5%,難易度13位/18ホール中 平均スコア4.18 平均パット数2.18 パーオン率28.8% フェアウェイ率- OB率14.8% バンカー率33.5%,難易度13位/18ホール中 平均スコア4.18 平均パット数2.18 パーオン率28.8% フェアウェイ率- OB率14.8% バンカー率33.5%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：4,Reg.：330yd,Hdcp：11,PAR：5,Reg.：515yd,Hdcp：9,PAR：4,Reg.：386yd,Hdcp：1
5,Ｓ字のミドルホール,Ｓ字のミドルホール,Ｓ字のミドルホール,長いロングホール,長いロングホール,長いロングホール,長いミドルホール,長いミドルホール,長いミドルホール
6,難易度4位/18ホール中 平均スコア5.39 平均パット数2.28 パーオン率26.0% フェアウェイ率48.3% OB率1.7% バンカー率40.5%,難易度4位/18ホール中 平均スコア5.39 平均パット数2.28 パーオン率26.0% フェアウェイ率48.3% OB率1.7% バンカー率40.5%,難易度4位/18ホール中 平均スコア5.39 平均パット数2.28 パーオン率26.0% フェアウェイ率48.3% OB率1.7% バンカー率40.5%,難易度5位/18ホール中 平均スコア6.34 平均パット数2.21 パーオン率32.0% フェアウェイ率52.8% OB率6.0% バンカー率20.3%,難易度5位/18ホール中 平均スコア6.34 平均パット数2.21 パーオン率32.0% フェアウェイ率52.8% OB率6.0% バンカー率20.3%,難易度5位/18ホール中 平均スコア6.34 平均パット数2.21 パーオン率32.0% フェアウェイ率52.8% OB率6.0% バンカー率20.3%,難易度12位/18ホール中 平均スコア5.3 平均パット数2.15 パーオン率23.0% フェアウェイ率64.3% OB率3.8% バンカー率21.3%,難易度12位/18ホール中 平均スコア5.3 平均パット数2.15 パーオン率23.0% フェアウェイ率64.3% OB率3.8% バンカー率21.3%,難易度12位/18ホール中 平均スコア5.3 平均パット数2.15 パーオン率23.0% フェアウェイ率64.3% OB率3.8% バンカー率21.3%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：3,Reg.：165yd,Hdcp：17,PAR：4,Reg.：410yd,Hdcp：7,PAR：4,Reg.：353yd,Hdcp：3
9,池越えのショートホール,池越えのショートホール,池越えのショートホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,池越えのミドルホール,池越えのミドルホール,池越えのミドルホール
10,難易度18位/18ホール中 平均スコア3.95 平均パット数2.08 パーオン率34.3% フェアウェイ率- OB率2.7% バンカー率42.5%,難易度18位/18ホール中 平均スコア3.95 平均パット数2.08 パーオン率34.3% フェアウェイ率- OB率2.7% バンカー率42.5%,難易度18位/18ホール中 平均スコア3.95 平均パット数2.08 パーオン率34.3% フェアウェイ率- OB率2.7% バンカー率42.5%,難易度6位/18ホール中 平均スコア5.36 平均パット数2.09 パーオン率18.5% フェアウェイ率60.5% OB率1.7% バンカー率28.5%,難易度6位/18ホール中 平均スコア5.36 平均パット数2.09 パーオン率18.5% フェアウェイ率60.5% OB率1.7% バンカー率28.5%,難易度6位/18ホール中 平均スコア5.36 平均パット数2.09 パーオン率18.5% フェアウェイ率60.5% OB率1.7% バンカー率28.5%,難易度7位/18ホール中 平均スコア5.37 平均パット数2.17 パーオン率20.8% フェアウェイ率53.8% OB率8.7% バンカー率21.3%,難易度7位/18ホール中 平均スコア5.37 平均パット数2.17 パーオン率20.8% フェアウェイ率53.8% OB率8.7% バンカー率21.3%,難易度7位/18ホール中 平均スコア5.37 平均パット数2.17 パーオン率20.8% フェアウェイ率53.8% OB率8.7% バンカー率21.3%
