,HOLE：10,HOLE：10.1,HOLE：10.2,HOLE：11,HOLE：11.1,HOLE：11.2,HOLE：12,HOLE：12.1,HOLE：12.2
0,PAR：4,Reg.：320yd,Hdcp：12,PAR：4,Reg.：292yd,Hdcp：18,PAR：3,Reg.：122yd,Hdcp：14
1,ティーショットは２３０ｙ近辺の２本の杉の右狙い,ティーショットは２３０ｙ近辺の２本の杉の右狙い,ティーショットは２３０ｙ近辺の２本の杉の右狙い,短いミドルホール,短いミドルホール,短いミドルホール,滝のある大きなポセイドンの池がプレッシャー,滝のある大きなポセイドンの池がプレッシャー,滝のある大きなポセイドンの池がプレッシャー
2,難易度10位/18ホール中 平均スコア5.31 平均パット数2.11 パーオン率26.5% フェアウェイ率46.5% OB率9.8% バンカー率33.5%,難易度10位/18ホール中 平均スコア5.31 平均パット数2.11 パーオン率26.5% フェアウェイ率46.5% OB率9.8% バンカー率33.5%,難易度10位/18ホール中 平均スコア5.31 平均パット数2.11 パーオン率26.5% フェアウェイ率46.5% OB率9.8% バンカー率33.5%,難易度17位/18ホール中 平均スコア4.99 平均パット数2.11 パーオン率42.5% フェアウェイ率43.0% OB率17.3% バンカー率29.5%,難易度17位/18ホール中 平均スコア4.99 平均パット数2.11 パーオン率42.5% フェアウェイ率43.0% OB率17.3% バンカー率29.5%,難易度17位/18ホール中 平均スコア4.99 平均パット数2.11 パーオン率42.5% フェアウェイ率43.0% OB率17.3% バンカー率29.5%,難易度16位/18ホール中 平均スコア4.19 平均パット数2.02 パーオン率26.8% フェアウェイ率- OB率17.8% バンカー率7.5%,難易度16位/18ホール中 平均スコア4.19 平均パット数2.02 パーオン率26.8% フェアウェイ率- OB率17.8% バンカー率7.5%,難易度16位/18ホール中 平均スコア4.19 平均パット数2.02 パーオン率26.8% フェアウェイ率- OB率17.8% バンカー率7.5%
3,HOLE：13,HOLE：13,HOLE：13,HOLE：14,HOLE：14,HOLE：14,HOLE：15,HOLE：15,HOLE：15
4,PAR：4,Reg.：333yd,Hdcp：8,PAR：5,Reg.：534yd,Hdcp：2,PAR：4,Reg.：331yd,Hdcp：10
5,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,Ｓ字のロングホール,Ｓ字のロングホール,Ｓ字のロングホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール
6,難易度5位/18ホール中 平均スコア5.51 平均パット数2.08 パーオン率20.3% フェアウェイ率41.0% OB率31.8% バンカー率29.5%,難易度5位/18ホール中 平均スコア5.51 平均パット数2.08 パーオン率20.3% フェアウェイ率41.0% OB率31.8% バンカー率29.5%,難易度5位/18ホール中 平均スコア5.51 平均パット数2.08 パーオン率20.3% フェアウェイ率41.0% OB率31.8% バンカー率29.5%,難易度3位/18ホール中 平均スコア6.56 平均パット数2.15 パーオン率22.0% フェアウェイ率48.5% OB率27.5% バンカー率11.0%,難易度3位/18ホール中 平均スコア6.56 平均パット数2.15 パーオン率22.0% フェアウェイ率48.5% OB率27.5% バンカー率11.0%,難易度3位/18ホール中 平均スコア6.56 平均パット数2.15 パーオン率22.0% フェアウェイ率48.5% OB率27.5% バンカー率11.0%,難易度14位/18ホール中 平均スコア5.17 平均パット数2.05 パーオン率29.5% フェアウェイ率42.5% OB率7.7% バンカー率26.3%,難易度14位/18ホール中 平均スコア5.17 平均パット数2.05 パーオン率29.5% フェアウェイ率42.5% OB率7.7% バンカー率26.3%,難易度14位/18ホール中 平均スコア5.17 平均パット数2.05 パーオン率29.5% フェアウェイ率42.5% OB率7.7% バンカー率26.3%
7,HOLE：16,HOLE：16,HOLE：16,HOLE：17,HOLE：17,HOLE：17,HOLE：18,HOLE：18,HOLE：18
8,PAR：3,Reg.：158yd,Hdcp：16,PAR：4,Reg.：352yd,Hdcp：6,PAR：5,Reg.：556yd,Hdcp：4
9,ＴＧとＧの間は低くスネークマウンドがのびている,ＴＧとＧの間は低くスネークマウンドがのびている,ＴＧとＧの間は低くスネークマウンドがのびている,ティーショットは前方の２本の木の右狙い,ティーショットは前方の２本の木の右狙い,ティーショットは前方の２本の木の右狙い,左ドッグレッグのロングホール,左ドッグレッグのロングホール,左ドッグレッグのロングホール
10,難易度12位/18ホール中 平均スコア4.34 平均パット数2.13 パーオン率18.0% フェアウェイ率- OB率21.3% バンカー率14.3%,難易度12位/18ホール中 平均スコア4.34 平均パット数2.13 パーオン率18.0% フェアウェイ率- OB率21.3% バンカー率14.3%,難易度12位/18ホール中 平均スコア4.34 平均パット数2.13 パーオン率18.0% フェアウェイ率- OB率21.3% バンカー率14.3%,難易度6位/18ホール中 平均スコア5.44 平均パット数2.08 パーオン率18.0% フェアウェイ率50.8% OB率23.8% バンカー率19.0%,難易度6位/18ホール中 平均スコア5.44 平均パット数2.08 パーオン率18.0% フェアウェイ率50.8% OB率23.8% バンカー率19.0%,難易度6位/18ホール中 平均スコア5.44 平均パット数2.08 パーオン率18.0% フェアウェイ率50.8% OB率23.8% バンカー率19.0%,難易度2位/18ホール中 平均スコア6.64 平均パット数2.15 パーオン率19.0% フェアウェイ率55.3% OB率11.0% バンカー率35.8%,難易度2位/18ホール中 平均スコア6.64 平均パット数2.15 パーオン率19.0% フェアウェイ率55.3% OB率11.0% バンカー率35.8%,難易度2位/18ホール中 平均スコア6.64 平均パット数2.15 パーオン率19.0% フェアウェイ率55.3% OB率11.0% バンカー率35.8%
