,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：352yd,Hdcp：15,PAR：4,Reg.：391yd,Hdcp：9,PAR：4,Reg.：374yd,Hdcp：3
1,花桃　第１打はやや左目狙いで,花桃　第１打はやや左目狙いで,花桃　第１打はやや左目狙いで,こでまり　右ドッグレッグのミドルホール,こでまり　右ドッグレッグのミドルホール,こでまり　右ドッグレッグのミドルホール,もみじ　豪快な打ち下ろし２打目は打ち上げとなる,もみじ　豪快な打ち下ろし２打目は打ち上げとなる,もみじ　豪快な打ち下ろし２打目は打ち上げとなる
2,難易度9位/18ホール中 平均スコア5.37 平均パット数2.06 パーオン率20.8% フェアウェイ率55.0% OB率10.5% バンカー率23.0%,難易度9位/18ホール中 平均スコア5.37 平均パット数2.06 パーオン率20.8% フェアウェイ率55.0% OB率10.5% バンカー率23.0%,難易度9位/18ホール中 平均スコア5.37 平均パット数2.06 パーオン率20.8% フェアウェイ率55.0% OB率10.5% バンカー率23.0%,難易度5位/18ホール中 平均スコア5.44 平均パット数1.97 パーオン率14.5% フェアウェイ率63.3% OB率25.8% バンカー率4.7%,難易度5位/18ホール中 平均スコア5.44 平均パット数1.97 パーオン率14.5% フェアウェイ率63.3% OB率25.8% バンカー率4.7%,難易度5位/18ホール中 平均スコア5.44 平均パット数1.97 パーオン率14.5% フェアウェイ率63.3% OB率25.8% バンカー率4.7%,難易度7位/18ホール中 平均スコア5.42 平均パット数2.01 パーオン率17.5% フェアウェイ率56.8% OB率30.3% バンカー率1.0%,難易度7位/18ホール中 平均スコア5.42 平均パット数2.01 パーオン率17.5% フェアウェイ率56.8% OB率30.3% バンカー率1.0%,難易度7位/18ホール中 平均スコア5.42 平均パット数2.01 パーオン率17.5% フェアウェイ率56.8% OB率30.3% バンカー率1.0%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：3,Reg.：153yd,Hdcp：13,PAR：5,Reg.：473yd,Hdcp：7,PAR：4,Reg.：348yd,Hdcp：1
5,蓬莱岩　谷越えの名物ショートホール,蓬莱岩　谷越えの名物ショートホール,蓬莱岩　谷越えの名物ショートホール,松藾　左ドッグレッグのロングホール,松藾　左ドッグレッグのロングホール,松藾　左ドッグレッグのロングホール,れんぎょう　右ドッグレッグのミドルホール,れんぎょう　右ドッグレッグのミドルホール,れんぎょう　右ドッグレッグのミドルホール
6,難易度17位/18ホール中 平均スコア3.98 平均パット数2.01 パーオン率31.3% フェアウェイ率- OB率26.0% バンカー率8.5%,難易度17位/18ホール中 平均スコア3.98 平均パット数2.01 パーオン率31.3% フェアウェイ率- OB率26.0% バンカー率8.5%,難易度17位/18ホール中 平均スコア3.98 平均パット数2.01 パーオン率31.3% フェアウェイ率- OB率26.0% バンカー率8.5%,難易度10位/18ホール中 平均スコア6.35 平均パット数2.04 パーオン率31.3% フェアウェイ率59.5% OB率37.5% バンカー率18.8%,難易度10位/18ホール中 平均スコア6.35 平均パット数2.04 パーオン率31.3% フェアウェイ率59.5% OB率37.5% バンカー率18.8%,難易度10位/18ホール中 平均スコア6.35 平均パット数2.04 パーオン率31.3% フェアウェイ率59.5% OB率37.5% バンカー率18.8%,難易度14位/18ホール中 平均スコア5.1 平均パット数1.97 パーオン率28.3% フェアウェイ率61.5% OB率20.0% バンカー率12.0%,難易度14位/18ホール中 平均スコア5.1 平均パット数1.97 パーオン率28.3% フェアウェイ率61.5% OB率20.0% バンカー率12.0%,難易度14位/18ホール中 平均スコア5.1 平均パット数1.97 パーオン率28.3% フェアウェイ率61.5% OB率20.0% バンカー率12.0%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：3,Reg.：152yd,Hdcp：17,PAR：4,Reg.：338yd,Hdcp：11,PAR：5,Reg.：484yd,Hdcp：5
9,ロダン　風の影響を受けやすい打ち下しのショート,ロダン　風の影響を受けやすい打ち下しのショート,ロダン　風の影響を受けやすい打ち下しのショート,南京はぜ　ＴＧの向きに惑わされないように,南京はぜ　ＴＧの向きに惑わされないように,南京はぜ　ＴＧの向きに惑わされないように,夏みかん　左側ＯＢとなるので右山すそ狙いで攻める,夏みかん　左側ＯＢとなるので右山すそ狙いで攻める,夏みかん　左側ＯＢとなるので右山すそ狙いで攻める
