,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：415yd,Hdcp：,PAR：4,Reg.：389yd,Hdcp：,PAR：3,Reg.：171yd,Hdcp：
1,長いミドルホール,長いミドルホール,長いミドルホール,長いミドルホール,長いミドルホール,長いミドルホール,池越えのショートホール,池越えのショートホール,池越えのショートホール
2,難易度1位/9ホール中 平均スコア5.85 平均パット数2.1 パーオン率7.3% フェアウェイ率49.3% OB率16.8% バンカー率10.0%,難易度1位/9ホール中 平均スコア5.85 平均パット数2.1 パーオン率7.3% フェアウェイ率49.3% OB率16.8% バンカー率10.0%,難易度1位/9ホール中 平均スコア5.85 平均パット数2.1 パーオン率7.3% フェアウェイ率49.3% OB率16.8% バンカー率10.0%,難易度6位/9ホール中 平均スコア5.34 平均パット数2 パーオン率19.3% フェアウェイ率41.5% OB率5.0% バンカー率11.0%,難易度6位/9ホール中 平均スコア5.34 平均パット数2 パーオン率19.3% フェアウェイ率41.5% OB率5.0% バンカー率11.0%,難易度6位/9ホール中 平均スコア5.34 平均パット数2 パーオン率19.3% フェアウェイ率41.5% OB率5.0% バンカー率11.0%,難易度8位/9ホール中 平均スコア4 平均パット数2.13 パーオン率37.8% フェアウェイ率- OB率7.7% バンカー率12.3%,難易度8位/9ホール中 平均スコア4 平均パット数2.13 パーオン率37.8% フェアウェイ率- OB率7.7% バンカー率12.3%,難易度8位/9ホール中 平均スコア4 平均パット数2.13 パーオン率37.8% フェアウェイ率- OB率7.7% バンカー率12.3%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：5,Reg.：511yd,Hdcp：,PAR：4,Reg.：282yd,Hdcp：,PAR：4,Reg.：361yd,Hdcp：
5,真っ直ぐなロングホール,真っ直ぐなロングホール,真っ直ぐなロングホール,短いミドルホール,短いミドルホール,短いミドルホール,長いミドルホール,長いミドルホール,長いミドルホール
6,難易度2位/9ホール中 平均スコア6.68 平均パット数1.93 パーオン率13.3% フェアウェイ率60.5% OB率6.5% バンカー率17.8%,難易度2位/9ホール中 平均スコア6.68 平均パット数1.93 パーオン率13.3% フェアウェイ率60.5% OB率6.5% バンカー率17.8%,難易度2位/9ホール中 平均スコア6.68 平均パット数1.93 パーオン率13.3% フェアウェイ率60.5% OB率6.5% バンカー率17.8%,難易度7位/9ホール中 平均スコア5.36 平均パット数2.04 パーオン率23.3% フェアウェイ率53.0% OB率14.0% バンカー率19.3%,難易度7位/9ホール中 平均スコア5.36 平均パット数2.04 パーオン率23.3% フェアウェイ率53.0% OB率14.0% バンカー率19.3%,難易度7位/9ホール中 平均スコア5.36 平均パット数2.04 パーオン率23.3% フェアウェイ率53.0% OB率14.0% バンカー率19.3%,難易度4位/9ホール中 平均スコア5.51 平均パット数1.95 パーオン率13.0% フェアウェイ率55.0% OB率8.3% バンカー率6.8%,難易度4位/9ホール中 平均スコア5.51 平均パット数1.95 パーオン率13.0% フェアウェイ率55.0% OB率8.3% バンカー率6.8%,難易度4位/9ホール中 平均スコア5.51 平均パット数1.95 パーオン率13.0% フェアウェイ率55.0% OB率8.3% バンカー率6.8%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：4,Reg.：352yd,Hdcp：,PAR：3,Reg.：125yd,Hdcp：,PAR：5,Reg.：517yd,Hdcp：
9,長いミドルホール,長いミドルホール,長いミドルホール,池越えのショートホール,池越えのショートホール,池越えのショートホール,Ｓ字のロングホール,Ｓ字のロングホール,Ｓ字のロングホール
10,難易度5位/9ホール中 平均スコア5.51 平均パット数2.02 パーオン率19.8% フェアウェイ率52.0% OB率22.8% バンカー率13.3%,難易度5位/9ホール中 平均スコア5.51 平均パット数2.02 パーオン率19.8% フェアウェイ率52.0% OB率22.8% バンカー率13.3%,難易度5位/9ホール中 平均スコア5.51 平均パット数2.02 パーオン率19.8% フェアウェイ率52.0% OB率22.8% バンカー率13.3%,難易度9位/9ホール中 平均スコア3.81 平均パット数2.13 パーオン率52.3% フェアウェイ率- OB率5.0% バンカー率10.8%,難易度9位/9ホール中 平均スコア3.81 平均パット数2.13 パーオン率52.3% フェアウェイ率- OB率5.0% バンカー率10.8%,難易度9位/9ホール中 平均スコア3.81 平均パット数2.13 パーオン率52.3% フェアウェイ率- OB率5.0% バンカー率10.8%,難易度3位/9ホール中 平均スコア6.57 平均パット数2.22 パーオン率24.8% フェアウェイ率68.8% OB率5.0% バンカー率27.5%,難易度3位/9ホール中 平均スコア6.57 平均パット数2.22 パーオン率24.8% フェアウェイ率68.8% OB率5.0% バンカー率27.5%,難易度3位/9ホール中 平均スコア6.57 平均パット数2.22 パーオン率24.8% フェアウェイ率68.8% OB率5.0% バンカー率27.5%
