,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：5,Reg.：533yd,Hdcp：5,PAR：4,Reg.：325yd,Hdcp：13,PAR：3,Reg.：145yd,Hdcp：17
1,真っ直ぐなロングホール,真っ直ぐなロングホール,真っ直ぐなロングホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,短いショートホール,短いショートホール,短いショートホール
2,難易度8位/18ホール中 平均スコア6.3 平均パット数1.97 パーオン率25.8% フェアウェイ率36.0% OB率13.8% バンカー率29.8%,難易度8位/18ホール中 平均スコア6.3 平均パット数1.97 パーオン率25.8% フェアウェイ率36.0% OB率13.8% バンカー率29.8%,難易度8位/18ホール中 平均スコア6.3 平均パット数1.97 パーオン率25.8% フェアウェイ率36.0% OB率13.8% バンカー率29.8%,難易度11位/18ホール中 平均スコア5.22 平均パット数2.03 パーオン率28.5% フェアウェイ率59.8% OB率27.0% バンカー率17.8%,難易度11位/18ホール中 平均スコア5.22 平均パット数2.03 パーオン率28.5% フェアウェイ率59.8% OB率27.0% バンカー率17.8%,難易度11位/18ホール中 平均スコア5.22 平均パット数2.03 パーオン率28.5% フェアウェイ率59.8% OB率27.0% バンカー率17.8%,難易度17位/18ホール中 平均スコア3.92 平均パット数1.96 パーオン率30.5% フェアウェイ率- OB率9.7% バンカー率9.5%,難易度17位/18ホール中 平均スコア3.92 平均パット数1.96 パーオン率30.5% フェアウェイ率- OB率9.7% バンカー率9.5%,難易度17位/18ホール中 平均スコア3.92 平均パット数1.96 パーオン率30.5% フェアウェイ率- OB率9.7% バンカー率9.5%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：4,Reg.：380yd,Hdcp：1,PAR：4,Reg.：367yd,Hdcp：9,PAR：3,Reg.：125yd,Hdcp：15
5,長いミドルホール,長いミドルホール,長いミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,短いショートホール,短いショートホール,短いショートホール
6,難易度10位/18ホール中 平均スコア5.34 平均パット数1.98 パーオン率14.3% フェアウェイ率64.5% OB率18.8% バンカー率5.5%,難易度10位/18ホール中 平均スコア5.34 平均パット数1.98 パーオン率14.3% フェアウェイ率64.5% OB率18.8% バンカー率5.5%,難易度10位/18ホール中 平均スコア5.34 平均パット数1.98 パーオン率14.3% フェアウェイ率64.5% OB率18.8% バンカー率5.5%,難易度6位/18ホール中 平均スコア5.46 平均パット数1.97 パーオン率18.0% フェアウェイ率50.3% OB率32.5% バンカー率24.5%,難易度6位/18ホール中 平均スコア5.46 平均パット数1.97 パーオン率18.0% フェアウェイ率50.3% OB率32.5% バンカー率24.5%,難易度6位/18ホール中 平均スコア5.46 平均パット数1.97 パーオン率18.0% フェアウェイ率50.3% OB率32.5% バンカー率24.5%,難易度18位/18ホール中 平均スコア3.83 平均パット数2.03 パーオン率40.5% フェアウェイ率- OB率6.0% バンカー率24.5%,難易度18位/18ホール中 平均スコア3.83 平均パット数2.03 パーオン率40.5% フェアウェイ率- OB率6.0% バンカー率24.5%,難易度18位/18ホール中 平均スコア3.83 平均パット数2.03 パーオン率40.5% フェアウェイ率- OB率6.0% バンカー率24.5%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：5,Reg.：475yd,Hdcp：7,PAR：4,Reg.：332yd,Hdcp：11,PAR：4,Reg.：418yd,Hdcp：3
9,Ｓ字のロングホール,Ｓ字のロングホール,Ｓ字のロングホール,短いミドルホール,短いミドルホール,短いミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール
10,難易度7位/18ホール中 平均スコア6.38 平均パット数2.01 パーオン率30.0% フェアウェイ率45.0% OB率45.3% バンカー率23.3%,難易度7位/18ホール中 平均スコア6.38 平均パット数2.01 パーオン率30.0% フェアウェイ率45.0% OB率45.3% バンカー率23.3%,難易度7位/18ホール中 平均スコア6.38 平均パット数2.01 パーオン率30.0% フェアウェイ率45.0% OB率45.3% バンカー率23.3%,難易度12位/18ホール中 平均スコア5.2 平均パット数1.93 パーオン率27.5% フェアウェイ率54.3% OB率36.5% バンカー率16.0%,難易度12位/18ホール中 平均スコア5.2 平均パット数1.93 パーオン率27.5% フェアウェイ率54.3% OB率36.5% バンカー率16.0%,難易度12位/18ホール中 平均スコア5.2 平均パット数1.93 パーオン率27.5% フェアウェイ率54.3% OB率36.5% バンカー率16.0%,難易度5位/18ホール中 平均スコア5.47 平均パット数1.93 パーオン率12.0% フェアウェイ率61.8% OB率7.0% バンカー率12.5%,難易度5位/18ホール中 平均スコア5.47 平均パット数1.93 パーオン率12.0% フェアウェイ率61.8% OB率7.0% バンカー率12.5%,難易度5位/18ホール中 平均スコア5.47 平均パット数1.93 パーオン率12.0% フェアウェイ率61.8% OB率7.0% バンカー率12.5%
