,HOLE：10,HOLE：10.1,HOLE：10.2,HOLE：11,HOLE：11.1,HOLE：11.2,HOLE：12,HOLE：12.1,HOLE：12.2
0,PAR：5,Reg.：497yd,Hdcp：,PAR：3,Reg.：160yd,Hdcp：,PAR：5,Reg.：472yd,Hdcp：
1,打ち下ろしのロングホール　第一打は右に行きやすい,打ち下ろしのロングホール　第一打は右に行きやすい,打ち下ろしのロングホール　第一打は右に行きやすい,左に大きく曲がるため、最短狙いでグリーンへ運べる,左に大きく曲がるため、最短狙いでグリーンへ運べる,左に大きく曲がるため、最短狙いでグリーンへ運べる,距離の長いミドルホール,距離の長いミドルホール,距離の長いミドルホール
2,難易度4位/27ホール中 平均スコア6.38 平均パット数1.88 パーオン率17.8% フェアウェイ率33.5% OB率7.3% バンカー率31.8%,難易度4位/27ホール中 平均スコア6.38 平均パット数1.88 パーオン率17.8% フェアウェイ率33.5% OB率7.3% バンカー率31.8%,難易度4位/27ホール中 平均スコア6.38 平均パット数1.88 パーオン率17.8% フェアウェイ率33.5% OB率7.3% バンカー率31.8%,難易度17位/27ホール中 平均スコア3.97 平均パット数1.93 パーオン率25.5% フェアウェイ率- OB率8.0% バンカー率33.0%,難易度17位/27ホール中 平均スコア3.97 平均パット数1.93 パーオン率25.5% フェアウェイ率- OB率8.0% バンカー率33.0%,難易度17位/27ホール中 平均スコア3.97 平均パット数1.93 パーオン率25.5% フェアウェイ率- OB率8.0% バンカー率33.0%,難易度12位/27ホール中 平均スコア6.23 平均パット数1.87 パーオン率23.8% フェアウェイ率38.0% OB率17.5% バンカー率32.5%,難易度12位/27ホール中 平均スコア6.23 平均パット数1.87 パーオン率23.8% フェアウェイ率38.0% OB率17.5% バンカー率32.5%,難易度12位/27ホール中 平均スコア6.23 平均パット数1.87 パーオン率23.8% フェアウェイ率38.0% OB率17.5% バンカー率32.5%
3,HOLE：13,HOLE：13,HOLE：13,HOLE：14,HOLE：14,HOLE：14,HOLE：15,HOLE：15,HOLE：15
4,PAR：4,Reg.：376yd,Hdcp：,PAR：4,Reg.：375yd,Hdcp：,PAR：3,Reg.：144yd,Hdcp：
5,ティーから５Ｙの打ち下ろしでグリーンは砲台,ティーから５Ｙの打ち下ろしでグリーンは砲台,ティーから５Ｙの打ち下ろしでグリーンは砲台,フェアウェイが広いのでのびのび打てる,フェアウェイが広いのでのびのび打てる,フェアウェイが広いのでのびのび打てる,やや打ち下ろしのミドルホール,やや打ち下ろしのミドルホール,やや打ち下ろしのミドルホール
6,難易度3位/27ホール中 平均スコア5.45 平均パット数1.88 パーオン率15.3% フェアウェイ率31.0% OB率11.0% バンカー率29.0%,難易度3位/27ホール中 平均スコア5.45 平均パット数1.88 パーオン率15.3% フェアウェイ率31.0% OB率11.0% バンカー率29.0%,難易度3位/27ホール中 平均スコア5.45 平均パット数1.88 パーオン率15.3% フェアウェイ率31.0% OB率11.0% バンカー率29.0%,難易度10位/27ホール中 平均スコア5.36 平均パット数1.94 パーオン率15.5% フェアウェイ率37.8% OB率19.3% バンカー率37.5%,難易度10位/27ホール中 平均スコア5.36 平均パット数1.94 パーオン率15.5% フェアウェイ率37.8% OB率19.3% バンカー率37.5%,難易度10位/27ホール中 平均スコア5.36 平均パット数1.94 パーオン率15.5% フェアウェイ率37.8% OB率19.3% バンカー率37.5%,難易度18位/27ホール中 平均スコア3.92 平均パット数1.95 パーオン率31.8% フェアウェイ率- OB率13.3% バンカー率35.3%,難易度18位/27ホール中 平均スコア3.92 平均パット数1.95 パーオン率31.8% フェアウェイ率- OB率13.3% バンカー率35.3%,難易度18位/27ホール中 平均スコア3.92 平均パット数1.95 パーオン率31.8% フェアウェイ率- OB率13.3% バンカー率35.3%
7,HOLE：16,HOLE：16,HOLE：16,HOLE：17,HOLE：17,HOLE：17,HOLE：18,HOLE：18,HOLE：18
8,PAR：4,Reg.：323yd,Hdcp：,PAR：4,Reg.：325yd,Hdcp：,PAR：4,Reg.：386yd,Hdcp：
9,右バンカーとラフに注意　正確なロングショットを！,右バンカーとラフに注意　正確なロングショットを！,右バンカーとラフに注意　正確なロングショットを！,右ドッグしているが距離はない,右ドッグしているが距離はない,右ドッグしているが距離はない,ティーショットは打ち下ろし　グリーンは打ち上げ,ティーショットは打ち下ろし　グリーンは打ち上げ,ティーショットは打ち下ろし　グリーンは打ち上げ
10,難易度11位/27ホール中 平均スコア5.35 平均パット数1.96 パーオン率22.0% フェアウェイ率34.8% OB率16.5% バンカー率21.5%,難易度11位/27ホール中 平均スコア5.35 平均パット数1.96 パーオン率22.0% フェアウェイ率34.8% OB率16.5% バンカー率21.5%,難易度11位/27ホール中 平均スコア5.35 平均パット数1.96 パーオン率22.0% フェアウェイ率34.8% OB率16.5% バンカー率21.5%,難易度14位/27ホール中 平均スコア5.2 平均パット数2.04 パーオン率28.5% フェアウェイ率44.8% OB率4.3% バンカー率44.8%,難易度14位/27ホール中 平均スコア5.2 平均パット数2.04 パーオン率28.5% フェアウェイ率44.8% OB率4.3% バンカー率44.8%,難易度14位/27ホール中 平均スコア5.2 平均パット数2.04 パーオン率28.5% フェアウェイ率44.8% OB率4.3% バンカー率44.8%,難易度7位/27ホール中 平均スコア5.38 平均パット数1.94 パーオン率15.8% フェアウェイ率37.5% OB率4.7% バンカー率22.7%,難易度7位/27ホール中 平均スコア5.38 平均パット数1.94 パーオン率15.8% フェアウェイ率37.5% OB率4.7% バンカー率22.7%,難易度7位/27ホール中 平均スコア5.38 平均パット数1.94 パーオン率15.8% フェアウェイ率37.5% OB率4.7% バンカー率22.7%
