,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：405yd,Hdcp：5,PAR：5,Reg.：457yd,Hdcp：17,PAR：4,Reg.：336yd,Hdcp：1
1,真っ直ぐなミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,右ドッグレッグのロングホール,右ドッグレッグのロングホール,右ドッグレッグのロングホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール
2,難易度2位/18ホール中 平均スコア5.53 平均パット数1.95 パーオン率11.5% フェアウェイ率39.0% OB率25.0% バンカー率15.3%,難易度2位/18ホール中 平均スコア5.53 平均パット数1.95 パーオン率11.5% フェアウェイ率39.0% OB率25.0% バンカー率15.3%,難易度2位/18ホール中 平均スコア5.53 平均パット数1.95 パーオン率11.5% フェアウェイ率39.0% OB率25.0% バンカー率15.3%,難易度8位/18ホール中 平均スコア6.3 平均パット数1.94 パーオン率25.5% フェアウェイ率38.0% OB率12.3% バンカー率12.0%,難易度8位/18ホール中 平均スコア6.3 平均パット数1.94 パーオン率25.5% フェアウェイ率38.0% OB率12.3% バンカー率12.0%,難易度8位/18ホール中 平均スコア6.3 平均パット数1.94 パーオン率25.5% フェアウェイ率38.0% OB率12.3% バンカー率12.0%,難易度9位/18ホール中 平均スコア5.22 平均パット数1.93 パーオン率19.8% フェアウェイ率49.5% OB率22.0% バンカー率5.0%,難易度9位/18ホール中 平均スコア5.22 平均パット数1.93 パーオン率19.8% フェアウェイ率49.5% OB率22.0% バンカー率5.0%,難易度9位/18ホール中 平均スコア5.22 平均パット数1.93 パーオン率19.8% フェアウェイ率49.5% OB率22.0% バンカー率5.0%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：3,Reg.：137yd,Hdcp：15,PAR：5,Reg.：540yd,Hdcp：11,PAR：4,Reg.：316yd,Hdcp：13
5,ショートホール,ショートホール,ショートホール,真っ直ぐなロングホール,真っ直ぐなロングホール,真っ直ぐなロングホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール
6,難易度18位/18ホール中 平均スコア3.85 平均パット数1.87 パーオン率24.0% フェアウェイ率- OB率4.0% バンカー率21.7%,難易度18位/18ホール中 平均スコア3.85 平均パット数1.87 パーオン率24.0% フェアウェイ率- OB率4.0% バンカー率21.7%,難易度18位/18ホール中 平均スコア3.85 平均パット数1.87 パーオン率24.0% フェアウェイ率- OB率4.0% バンカー率21.7%,難易度1位/18ホール中 平均スコア6.47 平均パット数1.96 パーオン率21.0% フェアウェイ率45.3% OB率33.8% バンカー率21.0%,難易度1位/18ホール中 平均スコア6.47 平均パット数1.96 パーオン率21.0% フェアウェイ率45.3% OB率33.8% バンカー率21.0%,難易度1位/18ホール中 平均スコア6.47 平均パット数1.96 パーオン率21.0% フェアウェイ率45.3% OB率33.8% バンカー率21.0%,難易度12位/18ホール中 平均スコア5.25 平均パット数1.91 パーオン率18.5% フェアウェイ率48.3% OB率8.3% バンカー率25.5%,難易度12位/18ホール中 平均スコア5.25 平均パット数1.91 パーオン率18.5% フェアウェイ率48.3% OB率8.3% バンカー率25.5%,難易度12位/18ホール中 平均スコア5.25 平均パット数1.91 パーオン率18.5% フェアウェイ率48.3% OB率8.3% バンカー率25.5%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：4,Reg.：389yd,Hdcp：7,PAR：3,Reg.：184yd,Hdcp：9,PAR：5,Reg.：499yd,Hdcp：3
9,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,谷越えの美しく印象に残るホール,谷越えの美しく印象に残るホール,谷越えの美しく印象に残るホール,日本海の水平線が美しい雄大なホール,日本海の水平線が美しい雄大なホール,日本海の水平線が美しい雄大なホール
10,難易度3位/18ホール中 平均スコア5.47 平均パット数1.9 パーオン率13.8% フェアウェイ率43.8% OB率35.0% バンカー率16.3%,難易度3位/18ホール中 平均スコア5.47 平均パット数1.9 パーオン率13.8% フェアウェイ率43.8% OB率35.0% バンカー率16.3%,難易度3位/18ホール中 平均スコア5.47 平均パット数1.9 パーオン率13.8% フェアウェイ率43.8% OB率35.0% バンカー率16.3%,難易度15位/18ホール中 平均スコア4.03 平均パット数2.02 パーオン率24.8% フェアウェイ率- OB率19.0% バンカー率20.3%,難易度15位/18ホール中 平均スコア4.03 平均パット数2.02 パーオン率24.8% フェアウェイ率- OB率19.0% バンカー率20.3%,難易度15位/18ホール中 平均スコア4.03 平均パット数2.02 パーオン率24.8% フェアウェイ率- OB率19.0% バンカー率20.3%,難易度5位/18ホール中 平均スコア6.29 平均パット数1.98 パーオン率28.0% フェアウェイ率41.8% OB率42.8% バンカー率15.5%,難易度5位/18ホール中 平均スコア6.29 平均パット数1.98 パーオン率28.0% フェアウェイ率41.8% OB率42.8% バンカー率15.5%,難易度5位/18ホール中 平均スコア6.29 平均パット数1.98 パーオン率28.0% フェアウェイ率41.8% OB率42.8% バンカー率15.5%
