,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：380yd,Hdcp：11,PAR：3,Reg.：161yd,Hdcp：17,PAR：5,Reg.：475yd,Hdcp：9
1,Ｓ字のミドルホール,Ｓ字のミドルホール,Ｓ字のミドルホール,,,,左ドッグレッグのロングホール,左ドッグレッグのロングホール,左ドッグレッグのロングホール
2,難易度2位/18ホール中 平均スコア5.61 平均パット数1.92 パーオン率9.3% フェアウェイ率48.0% OB率27.5% バンカー率10.0%,難易度2位/18ホール中 平均スコア5.61 平均パット数1.92 パーオン率9.3% フェアウェイ率48.0% OB率27.5% バンカー率10.0%,難易度2位/18ホール中 平均スコア5.61 平均パット数1.92 パーオン率9.3% フェアウェイ率48.0% OB率27.5% バンカー率10.0%,難易度18位/18ホール中 平均スコア3.93 平均パット数1.91 パーオン率27.0% フェアウェイ率- OB率11.5% バンカー率16.5%,難易度18位/18ホール中 平均スコア3.93 平均パット数1.91 パーオン率27.0% フェアウェイ率- OB率11.5% バンカー率16.5%,難易度18位/18ホール中 平均スコア3.93 平均パット数1.91 パーオン率27.0% フェアウェイ率- OB率11.5% バンカー率16.5%,難易度10位/18ホール中 平均スコア6.37 平均パット数1.92 パーオン率20.8% フェアウェイ率57.3% OB率31.3% バンカー率14.0%,難易度10位/18ホール中 平均スコア6.37 平均パット数1.92 パーオン率20.8% フェアウェイ率57.3% OB率31.3% バンカー率14.0%,難易度10位/18ホール中 平均スコア6.37 平均パット数1.92 パーオン率20.8% フェアウェイ率57.3% OB率31.3% バンカー率14.0%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：3,Reg.：162yd,Hdcp：15,PAR：4,Reg.：378yd,Hdcp：3,PAR：4,Reg.：343yd,Hdcp：7
5,,,,長いミドルホール,長いミドルホール,長いミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール
6,難易度15位/18ホール中 平均スコア4.18 平均パット数1.86 パーオン率13.5% フェアウェイ率- OB率30.8% バンカー率20.3%,難易度15位/18ホール中 平均スコア4.18 平均パット数1.86 パーオン率13.5% フェアウェイ率- OB率30.8% バンカー率20.3%,難易度15位/18ホール中 平均スコア4.18 平均パット数1.86 パーオン率13.5% フェアウェイ率- OB率30.8% バンカー率20.3%,難易度8位/18ホール中 平均スコア5.48 平均パット数1.88 パーオン率12.0% フェアウェイ率44.5% OB率41.3% バンカー率16.8%,難易度8位/18ホール中 平均スコア5.48 平均パット数1.88 パーオン率12.0% フェアウェイ率44.5% OB率41.3% バンカー率16.8%,難易度8位/18ホール中 平均スコア5.48 平均パット数1.88 パーオン率12.0% フェアウェイ率44.5% OB率41.3% バンカー率16.8%,難易度13位/18ホール中 平均スコア5.22 平均パット数1.89 パーオン率18.3% フェアウェイ率58.8% OB率18.3% バンカー率19.0%,難易度13位/18ホール中 平均スコア5.22 平均パット数1.89 パーオン率18.3% フェアウェイ率58.8% OB率18.3% バンカー率19.0%,難易度13位/18ホール中 平均スコア5.22 平均パット数1.89 パーオン率18.3% フェアウェイ率58.8% OB率18.3% バンカー率19.0%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：5,Reg.：558yd,Hdcp：5,PAR：4,Reg.：339yd,Hdcp：13,PAR：4,Reg.：389yd,Hdcp：1
9,真っ直ぐなロングホール,真っ直ぐなロングホール,真っ直ぐなロングホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,長いミドルホール,長いミドルホール,長いミドルホール
10,難易度11位/18ホール中 平均スコア6.32 平均パット数1.92 パーオン率24.3% フェアウェイ率58.5% OB率31.5% バンカー率12.5%,難易度11位/18ホール中 平均スコア6.32 平均パット数1.92 パーオン率24.3% フェアウェイ率58.5% OB率31.5% バンカー率12.5%,難易度11位/18ホール中 平均スコア6.32 平均パット数1.92 パーオン率24.3% フェアウェイ率58.5% OB率31.5% バンカー率12.5%,難易度14位/18ホール中 平均スコア5.22 平均パット数1.91 パーオン率20.8% フェアウェイ率56.5% OB率34.3% バンカー率16.3%,難易度14位/18ホール中 平均スコア5.22 平均パット数1.91 パーオン率20.8% フェアウェイ率56.5% OB率34.3% バンカー率16.3%,難易度14位/18ホール中 平均スコア5.22 平均パット数1.91 パーオン率20.8% フェアウェイ率56.5% OB率34.3% バンカー率16.3%,難易度12位/18ホール中 平均スコア5.24 平均パット数1.9 パーオン率19.5% フェアウェイ率56.5% OB率25.5% バンカー率20.0%,難易度12位/18ホール中 平均スコア5.24 平均パット数1.9 パーオン率19.5% フェアウェイ率56.5% OB率25.5% バンカー率20.0%,難易度12位/18ホール中 平均スコア5.24 平均パット数1.9 パーオン率19.5% フェアウェイ率56.5% OB率25.5% バンカー率20.0%
