,HOLE：10,HOLE：10.1,HOLE：10.2,HOLE：11,HOLE：11.1,HOLE：11.2,HOLE：12,HOLE：12.1,HOLE：12.2
0,PAR：5,Reg.：476yd,Hdcp：,PAR：4,Reg.：370yd,Hdcp：,PAR：5,Reg.：501yd,Hdcp：
1,真っ直ぐなロングホール,真っ直ぐなロングホール,真っ直ぐなロングホール,池越えのミドルホール,池越えのミドルホール,池越えのミドルホール,左ドッグレッグのロングホール,左ドッグレッグのロングホール,左ドッグレッグのロングホール
2,難易度8位/18ホール中 平均スコア6.3 平均パット数2.06 パーオン率31.0% フェアウェイ率51.8% OB率21.8% バンカー率10.0%,難易度8位/18ホール中 平均スコア6.3 平均パット数2.06 パーオン率31.0% フェアウェイ率51.8% OB率21.8% バンカー率10.0%,難易度8位/18ホール中 平均スコア6.3 平均パット数2.06 パーオン率31.0% フェアウェイ率51.8% OB率21.8% バンカー率10.0%,難易度14位/18ホール中 平均スコア5.18 平均パット数2 パーオン率26.5% フェアウェイ率53.5% OB率19.8% バンカー率23.5%,難易度14位/18ホール中 平均スコア5.18 平均パット数2 パーオン率26.5% フェアウェイ率53.5% OB率19.8% バンカー率23.5%,難易度14位/18ホール中 平均スコア5.18 平均パット数2 パーオン率26.5% フェアウェイ率53.5% OB率19.8% バンカー率23.5%,難易度2位/18ホール中 平均スコア6.56 平均パット数2 パーオン率22.0% フェアウェイ率51.5% OB率44.0% バンカー率14.5%,難易度2位/18ホール中 平均スコア6.56 平均パット数2 パーオン率22.0% フェアウェイ率51.5% OB率44.0% バンカー率14.5%,難易度2位/18ホール中 平均スコア6.56 平均パット数2 パーオン率22.0% フェアウェイ率51.5% OB率44.0% バンカー率14.5%
3,HOLE：13,HOLE：13,HOLE：13,HOLE：14,HOLE：14,HOLE：14,HOLE：15,HOLE：15,HOLE：15
4,PAR：3,Reg.：170yd,Hdcp：,PAR：4,Reg.：310yd,Hdcp：,PAR：3,Reg.：131yd,Hdcp：
5,長いショートホール,長いショートホール,長いショートホール,短いミドルホール,短いミドルホール,短いミドルホール,短いショートホール,短いショートホール,短いショートホール
6,難易度16位/18ホール中 平均スコア4.1 平均パット数2.01 パーオン率23.3% フェアウェイ率- OB率9.5% バンカー率7.3%,難易度16位/18ホール中 平均スコア4.1 平均パット数2.01 パーオン率23.3% フェアウェイ率- OB率9.5% バンカー率7.3%,難易度16位/18ホール中 平均スコア4.1 平均パット数2.01 パーオン率23.3% フェアウェイ率- OB率9.5% バンカー率7.3%,難易度13位/18ホール中 平均スコア5.15 平均パット数2.1 パーオン率32.3% フェアウェイ率52.3% OB率11.0% バンカー率21.0%,難易度13位/18ホール中 平均スコア5.15 平均パット数2.1 パーオン率32.3% フェアウェイ率52.3% OB率11.0% バンカー率21.0%,難易度13位/18ホール中 平均スコア5.15 平均パット数2.1 パーオン率32.3% フェアウェイ率52.3% OB率11.0% バンカー率21.0%,難易度17位/18ホール中 平均スコア3.98 平均パット数2.09 パーオン率34.0% フェアウェイ率- OB率12.3% バンカー率30.8%,難易度17位/18ホール中 平均スコア3.98 平均パット数2.09 パーオン率34.0% フェアウェイ率- OB率12.3% バンカー率30.8%,難易度17位/18ホール中 平均スコア3.98 平均パット数2.09 パーオン率34.0% フェアウェイ率- OB率12.3% バンカー率30.8%
7,HOLE：16,HOLE：16,HOLE：16,HOLE：17,HOLE：17,HOLE：17,HOLE：18,HOLE：18,HOLE：18
8,PAR：4,Reg.：378yd,Hdcp：,PAR：4,Reg.：350yd,Hdcp：,PAR：4,Reg.：400yd,Hdcp：
9,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,谷越えのミドルホール,谷越えのミドルホール,谷越えのミドルホール,長いミドルホール,長いミドルホール,長いミドルホール
10,難易度7位/18ホール中 平均スコア5.4 平均パット数1.99 パーオン率18.5% フェアウェイ率50.0% OB率35.3% バンカー率15.3%,難易度7位/18ホール中 平均スコア5.4 平均パット数1.99 パーオン率18.5% フェアウェイ率50.0% OB率35.3% バンカー率15.3%,難易度7位/18ホール中 平均スコア5.4 平均パット数1.99 パーオン率18.5% フェアウェイ率50.0% OB率35.3% バンカー率15.3%,難易度12位/18ホール中 平均スコア5.25 平均パット数2.03 パーオン率27.5% フェアウェイ率57.5% OB率21.8% バンカー率7.5%,難易度12位/18ホール中 平均スコア5.25 平均パット数2.03 パーオン率27.5% フェアウェイ率57.5% OB率21.8% バンカー率7.5%,難易度12位/18ホール中 平均スコア5.25 平均パット数2.03 パーオン率27.5% フェアウェイ率57.5% OB率21.8% バンカー率7.5%,難易度4位/18ホール中 平均スコア5.53 平均パット数2.05 パーオン率11.8% フェアウェイ率58.8% OB率14.0% バンカー率14.0%,難易度4位/18ホール中 平均スコア5.53 平均パット数2.05 パーオン率11.8% フェアウェイ率58.8% OB率14.0% バンカー率14.0%,難易度4位/18ホール中 平均スコア5.53 平均パット数2.05 パーオン率11.8% フェアウェイ率58.8% OB率14.0% バンカー率14.0%
