,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：342yd,Hdcp：15,PAR：5,Reg.：491yd,Hdcp：3,PAR：4,Reg.：404yd,Hdcp：9
1,,,,,,,,,
2,難易度12位/18ホール中 平均スコア5.44 平均パット数2.15 パーオン率22.5% フェアウェイ率43.8% OB率21.0% バンカー率23.3%,難易度12位/18ホール中 平均スコア5.44 平均パット数2.15 パーオン率22.5% フェアウェイ率43.8% OB率21.0% バンカー率23.3%,難易度12位/18ホール中 平均スコア5.44 平均パット数2.15 パーオン率22.5% フェアウェイ率43.8% OB率21.0% バンカー率23.3%,難易度8位/18ホール中 平均スコア6.5 平均パット数2.13 パーオン率24.5% フェアウェイ率40.8% OB率33.0% バンカー率8.0%,難易度8位/18ホール中 平均スコア6.5 平均パット数2.13 パーオン率24.5% フェアウェイ率40.8% OB率33.0% バンカー率8.0%,難易度8位/18ホール中 平均スコア6.5 平均パット数2.13 パーオン率24.5% フェアウェイ率40.8% OB率33.0% バンカー率8.0%,難易度3位/18ホール中 平均スコア5.66 平均パット数2.14 パーオン率14.0% フェアウェイ率46.8% OB率25.8% バンカー率14.0%,難易度3位/18ホール中 平均スコア5.66 平均パット数2.14 パーオン率14.0% フェアウェイ率46.8% OB率25.8% バンカー率14.0%,難易度3位/18ホール中 平均スコア5.66 平均パット数2.14 パーオン率14.0% フェアウェイ率46.8% OB率25.8% バンカー率14.0%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：4,Reg.：373yd,Hdcp：1,PAR：3,Reg.：180yd,Hdcp：13,PAR：4,Reg.：358yd,Hdcp：7
5,,,,,,,,,
6,難易度10位/18ホール中 平均スコア5.49 平均パット数2.18 パーオン率26.5% フェアウェイ率38.0% OB率15.0% バンカー率14.5%,難易度10位/18ホール中 平均スコア5.49 平均パット数2.18 パーオン率26.5% フェアウェイ率38.0% OB率15.0% バンカー率14.5%,難易度10位/18ホール中 平均スコア5.49 平均パット数2.18 パーオン率26.5% フェアウェイ率38.0% OB率15.0% バンカー率14.5%,難易度17位/18ホール中 平均スコア4 平均パット数2.1 パーオン率32.8% フェアウェイ率- OB率16.7% バンカー率12.8%,難易度17位/18ホール中 平均スコア4 平均パット数2.1 パーオン率32.8% フェアウェイ率- OB率16.7% バンカー率12.8%,難易度17位/18ホール中 平均スコア4 平均パット数2.1 パーオン率32.8% フェアウェイ率- OB率16.7% バンカー率12.8%,難易度13位/18ホール中 平均スコア5.38 平均パット数2.16 パーオン率24.8% フェアウェイ率41.8% OB率15.5% バンカー率15.3%,難易度13位/18ホール中 平均スコア5.38 平均パット数2.16 パーオン率24.8% フェアウェイ率41.8% OB率15.5% バンカー率15.3%,難易度13位/18ホール中 平均スコア5.38 平均パット数2.16 パーオン率24.8% フェアウェイ率41.8% OB率15.5% バンカー率15.3%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：3,Reg.：154yd,Hdcp：17,PAR：5,Reg.：529yd,Hdcp：5,PAR：4,Reg.：408yd,Hdcp：11
9,,,,,,,,,
10,難易度18位/18ホール中 平均スコア3.88 平均パット数2.15 パーオン率49.3% フェアウェイ率- OB率4.3% バンカー率13.5%,難易度18位/18ホール中 平均スコア3.88 平均パット数2.15 パーオン率49.3% フェアウェイ率- OB率4.3% バンカー率13.5%,難易度18位/18ホール中 平均スコア3.88 平均パット数2.15 パーオン率49.3% フェアウェイ率- OB率4.3% バンカー率13.5%,難易度9位/18ホール中 平均スコア6.45 平均パット数2.13 パーオン率26.0% フェアウェイ率43.0% OB率20.0% バンカー率24.5%,難易度9位/18ホール中 平均スコア6.45 平均パット数2.13 パーオン率26.0% フェアウェイ率43.0% OB率20.0% バンカー率24.5%,難易度9位/18ホール中 平均スコア6.45 平均パット数2.13 パーオン率26.0% フェアウェイ率43.0% OB率20.0% バンカー率24.5%,難易度14位/18ホール中 平均スコア5.27 平均パット数2.1 パーオン率26.0% フェアウェイ率41.3% OB率8.8% バンカー率28.0%,難易度14位/18ホール中 平均スコア5.27 平均パット数2.1 パーオン率26.0% フェアウェイ率41.3% OB率8.8% バンカー率28.0%,難易度14位/18ホール中 平均スコア5.27 平均パット数2.1 パーオン率26.0% フェアウェイ率41.3% OB率8.8% バンカー率28.0%
