,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：393yd,Hdcp：,PAR：3,Reg.：194yd,Hdcp：,PAR：4,Reg.：368yd,Hdcp：
1,真っ直ぐなミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,長いショートホール,長いショートホール,長いショートホール,池越えのミドルホール,池越えのミドルホール,池越えのミドルホール
2,難易度1位/9ホール中 平均スコア5.78 平均パット数2.12 パーオン率8.3% フェアウェイ率48.8% OB率10.0% バンカー率19.0%,難易度1位/9ホール中 平均スコア5.78 平均パット数2.12 パーオン率8.3% フェアウェイ率48.8% OB率10.0% バンカー率19.0%,難易度1位/9ホール中 平均スコア5.78 平均パット数2.12 パーオン率8.3% フェアウェイ率48.8% OB率10.0% バンカー率19.0%,難易度4位/9ホール中 平均スコア4.33 平均パット数1.94 パーオン率8.8% フェアウェイ率- OB率5.7% バンカー率6.5%,難易度4位/9ホール中 平均スコア4.33 平均パット数1.94 パーオン率8.8% フェアウェイ率- OB率5.7% バンカー率6.5%,難易度4位/9ホール中 平均スコア4.33 平均パット数1.94 パーオン率8.8% フェアウェイ率- OB率5.7% バンカー率6.5%,難易度3位/9ホール中 平均スコア5.54 平均パット数1.95 パーオン率9.3% フェアウェイ率46.3% OB率24.5% バンカー率26.5%,難易度3位/9ホール中 平均スコア5.54 平均パット数1.95 パーオン率9.3% フェアウェイ率46.3% OB率24.5% バンカー率26.5%,難易度3位/9ホール中 平均スコア5.54 平均パット数1.95 パーオン率9.3% フェアウェイ率46.3% OB率24.5% バンカー率26.5%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：4,Reg.：351yd,Hdcp：,PAR：4,Reg.：340yd,Hdcp：,PAR：5,Reg.：555yd,Hdcp：
5,真っ直ぐなミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,Ｓ字のロングホール,Ｓ字のロングホール,Ｓ字のロングホール
6,難易度6位/9ホール中 平均スコア5.21 平均パット数1.96 パーオン率20.3% フェアウェイ率47.8% OB率7.3% バンカー率10.7%,難易度6位/9ホール中 平均スコア5.21 平均パット数1.96 パーオン率20.3% フェアウェイ率47.8% OB率7.3% バンカー率10.7%,難易度6位/9ホール中 平均スコア5.21 平均パット数1.96 パーオン率20.3% フェアウェイ率47.8% OB率7.3% バンカー率10.7%,難易度5位/9ホール中 平均スコア5.29 平均パット数2.05 パーオン率20.0% フェアウェイ率46.8% OB率5.7% バンカー率5.8%,難易度5位/9ホール中 平均スコア5.29 平均パット数2.05 パーオン率20.0% フェアウェイ率46.8% OB率5.7% バンカー率5.8%,難易度5位/9ホール中 平均スコア5.29 平均パット数2.05 パーオン率20.0% フェアウェイ率46.8% OB率5.7% バンカー率5.8%,難易度2位/9ホール中 平均スコア6.63 平均パット数1.95 パーオン率12.5% フェアウェイ率46.3% OB率22.8% バンカー率12.3%,難易度2位/9ホール中 平均スコア6.63 平均パット数1.95 パーオン率12.5% フェアウェイ率46.3% OB率22.8% バンカー率12.3%,難易度2位/9ホール中 平均スコア6.63 平均パット数1.95 パーオン率12.5% フェアウェイ率46.3% OB率22.8% バンカー率12.3%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：3,Reg.：136yd,Hdcp：,PAR：4,Reg.：305yd,Hdcp：,PAR：5,Reg.：471yd,Hdcp：
9,,,,Ｓ字のミドルホール,Ｓ字のミドルホール,Ｓ字のミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール
10,難易度8位/9ホール中 平均スコア4.11 平均パット数1.89 パーオン率19.8% フェアウェイ率- OB率7.0% バンカー率40.0%,難易度8位/9ホール中 平均スコア4.11 平均パット数1.89 パーオン率19.8% フェアウェイ率- OB率7.0% バンカー率40.0%,難易度8位/9ホール中 平均スコア4.11 平均パット数1.89 パーオン率19.8% フェアウェイ率- OB率7.0% バンカー率40.0%,難易度9位/9ホール中 平均スコア5.06 平均パット数2.02 パーオン率31.0% フェアウェイ率43.3% OB率12.5% バンカー率4.3%,難易度9位/9ホール中 平均スコア5.06 平均パット数2.02 パーオン率31.0% フェアウェイ率43.3% OB率12.5% バンカー率4.3%,難易度9位/9ホール中 平均スコア5.06 平均パット数2.02 パーオン率31.0% フェアウェイ率43.3% OB率12.5% バンカー率4.3%,難易度7位/9ホール中 平均スコア6.08 平均パット数1.93 パーオン率31.8% フェアウェイ率51.0% OB率4.3% バンカー率16.5%,難易度7位/9ホール中 平均スコア6.08 平均パット数1.93 パーオン率31.8% フェアウェイ率51.0% OB率4.3% バンカー率16.5%,難易度7位/9ホール中 平均スコア6.08 平均パット数1.93 パーオン率31.8% フェアウェイ率51.0% OB率4.3% バンカー率16.5%
