,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：5,Reg.：575yd,Hdcp：3,PAR：4,Reg.：400yd,Hdcp：9,PAR：5,Reg.：485yd,Hdcp：15
1,右ドッグレッグのロングホール,右ドッグレッグのロングホール,右ドッグレッグのロングホール,左右ＯＢ　狙いはやや左サイドのミドルホール,左右ＯＢ　狙いはやや左サイドのミドルホール,左右ＯＢ　狙いはやや左サイドのミドルホール,ゆるやかな打ち上げのロングホール,ゆるやかな打ち上げのロングホール,ゆるやかな打ち上げのロングホール
2,難易度1位/18ホール中 平均スコア6.8 平均パット数2.09 パーオン率14.0% フェアウェイ率46.0% OB率37.3% バンカー率24.0%,難易度1位/18ホール中 平均スコア6.8 平均パット数2.09 パーオン率14.0% フェアウェイ率46.0% OB率37.3% バンカー率24.0%,難易度1位/18ホール中 平均スコア6.8 平均パット数2.09 パーオン率14.0% フェアウェイ率46.0% OB率37.3% バンカー率24.0%,難易度4位/18ホール中 平均スコア5.54 平均パット数1.95 パーオン率14.0% フェアウェイ率46.8% OB率52.0% バンカー率22.5%,難易度4位/18ホール中 平均スコア5.54 平均パット数1.95 パーオン率14.0% フェアウェイ率46.8% OB率52.0% バンカー率22.5%,難易度4位/18ホール中 平均スコア5.54 平均パット数1.95 パーオン率14.0% フェアウェイ率46.8% OB率52.0% バンカー率22.5%,難易度10位/18ホール中 平均スコア6.2 平均パット数2.06 パーオン率34.5% フェアウェイ率37.0% OB率23.3% バンカー率30.5%,難易度10位/18ホール中 平均スコア6.2 平均パット数2.06 パーオン率34.5% フェアウェイ率37.0% OB率23.3% バンカー率30.5%,難易度10位/18ホール中 平均スコア6.2 平均パット数2.06 パーオン率34.5% フェアウェイ率37.0% OB率23.3% バンカー率30.5%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：4,Reg.：420yd,Hdcp：1,PAR：3,Reg.：170yd,Hdcp：13,PAR：4,Reg.：358yd,Hdcp：7
5,豪快な打ち下ろしのミドルホール,豪快な打ち下ろしのミドルホール,豪快な打ち下ろしのミドルホール,右の谷から吹き上げる風が複雑　クラブ選択が難しい,右の谷から吹き上げる風が複雑　クラブ選択が難しい,右の谷から吹き上げる風が複雑　クラブ選択が難しい,谷越えのミドルホール,谷越えのミドルホール,谷越えのミドルホール
6,難易度2位/18ホール中 平均スコア5.64 平均パット数2.01 パーオン率13.5% フェアウェイ率43.8% OB率53.5% バンカー率22.5%,難易度2位/18ホール中 平均スコア5.64 平均パット数2.01 パーオン率13.5% フェアウェイ率43.8% OB率53.5% バンカー率22.5%,難易度2位/18ホール中 平均スコア5.64 平均パット数2.01 パーオン率13.5% フェアウェイ率43.8% OB率53.5% バンカー率22.5%,難易度17位/18ホール中 平均スコア4.07 平均パット数2.01 パーオン率26.0% フェアウェイ率- OB率29.3% バンカー率36.0%,難易度17位/18ホール中 平均スコア4.07 平均パット数2.01 パーオン率26.0% フェアウェイ率- OB率29.3% バンカー率36.0%,難易度17位/18ホール中 平均スコア4.07 平均パット数2.01 パーオン率26.0% フェアウェイ率- OB率29.3% バンカー率36.0%,難易度6位/18ホール中 平均スコア5.52 平均パット数2.04 パーオン率16.5% フェアウェイ率42.5% OB率57.0% バンカー率7.8%,難易度6位/18ホール中 平均スコア5.52 平均パット数2.04 パーオン率16.5% フェアウェイ率42.5% OB率57.0% バンカー率7.8%,難易度6位/18ホール中 平均スコア5.52 平均パット数2.04 パーオン率16.5% フェアウェイ率42.5% OB率57.0% バンカー率7.8%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：3,Reg.：171yd,Hdcp：11,PAR：4,Reg.：345yd,Hdcp：17,PAR：4,Reg.：460yd,Hdcp：5
9,ゆるやかな打ち下ろしのショートホール,ゆるやかな打ち下ろしのショートホール,ゆるやかな打ち下ろしのショートホール,谷越えの打ち上げ、短いミドルホール,谷越えの打ち上げ、短いミドルホール,谷越えの打ち上げ、短いミドルホール,打ち下ろしの長いミドルホール,打ち下ろしの長いミドルホール,打ち下ろしの長いミドルホール
10,難易度16位/18ホール中 平均スコア4.07 平均パット数2.13 パーオン率33.8% フェアウェイ率- OB率28.5% バンカー率30.3%,難易度16位/18ホール中 平均スコア4.07 平均パット数2.13 パーオン率33.8% フェアウェイ率- OB率28.5% バンカー率30.3%,難易度16位/18ホール中 平均スコア4.07 平均パット数2.13 パーオン率33.8% フェアウェイ率- OB率28.5% バンカー率30.3%,難易度15位/18ホール中 平均スコア5.11 平均パット数2 パーオン率29.5% フェアウェイ率46.0% OB率40.5% バンカー率12.3%,難易度15位/18ホール中 平均スコア5.11 平均パット数2 パーオン率29.5% フェアウェイ率46.0% OB率40.5% バンカー率12.3%,難易度15位/18ホール中 平均スコア5.11 平均パット数2 パーオン率29.5% フェアウェイ率46.0% OB率40.5% バンカー率12.3%,難易度7位/18ホール中 平均スコア5.49 平均パット数1.96 パーオン率13.3% フェアウェイ率41.3% OB率41.3% バンカー率26.3%,難易度7位/18ホール中 平均スコア5.49 平均パット数1.96 パーオン率13.3% フェアウェイ率41.3% OB率41.3% バンカー率26.3%,難易度7位/18ホール中 平均スコア5.49 平均パット数1.96 パーオン率13.3% フェアウェイ率41.3% OB率41.3% バンカー率26.3%
