,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：374yd,Hdcp：6,PAR：4,Reg.：356yd,Hdcp：8,PAR：3,Reg.：190yd,Hdcp：2
1,第1打は中央一本杉の右狙い　奥が左（Ｌ）グリーン,第1打は中央一本杉の右狙い　奥が左（Ｌ）グリーン,第1打は中央一本杉の右狙い　奥が左（Ｌ）グリーン,第1打は打ち下ろしで左バンカー狙い,第1打は打ち下ろしで左バンカー狙い,第1打は打ち下ろしで左バンカー狙い,正確に打つこと　左右にいくとOBの可能性大,正確に打つこと　左右にいくとOBの可能性大,正確に打つこと　左右にいくとOBの可能性大
2,難易度4位/9ホール中 平均スコア5.41 平均パット数2.05 パーオン率18.8% フェアウェイ率52.5% OB率15.8% バンカー率28.5%,難易度4位/9ホール中 平均スコア5.41 平均パット数2.05 パーオン率18.8% フェアウェイ率52.5% OB率15.8% バンカー率28.5%,難易度4位/9ホール中 平均スコア5.41 平均パット数2.05 パーオン率18.8% フェアウェイ率52.5% OB率15.8% バンカー率28.5%,難易度6位/9ホール中 平均スコア5.23 平均パット数2.01 パーオン率23.0% フェアウェイ率50.3% OB率24.8% バンカー率15.5%,難易度6位/9ホール中 平均スコア5.23 平均パット数2.01 パーオン率23.0% フェアウェイ率50.3% OB率24.8% バンカー率15.5%,難易度6位/9ホール中 平均スコア5.23 平均パット数2.01 パーオン率23.0% フェアウェイ率50.3% OB率24.8% バンカー率15.5%,難易度8位/9ホール中 平均スコア4.07 平均パット数1.98 パーオン率22.0% フェアウェイ率- OB率20.3% バンカー率1.3%,難易度8位/9ホール中 平均スコア4.07 平均パット数1.98 パーオン率22.0% フェアウェイ率- OB率20.3% バンカー率1.3%,難易度8位/9ホール中 平均スコア4.07 平均パット数1.98 パーオン率22.0% フェアウェイ率- OB率20.3% バンカー率1.3%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：5,Reg.：530yd,Hdcp：3,PAR：4,Reg.：394yd,Hdcp：1,PAR：3,Reg.：178yd,Hdcp：7
5,第1打は飛ばしすぎて右側にいくと池,第1打は飛ばしすぎて右側にいくと池,第1打は飛ばしすぎて右側にいくと池,第1打は右側法面の木の左側を狙う,第1打は右側法面の木の左側を狙う,第1打は右側法面の木の左側を狙う,クラブひとつ大きめで狙うとよい,クラブひとつ大きめで狙うとよい,クラブひとつ大きめで狙うとよい
6,難易度5位/9ホール中 平均スコア6.36 平均パット数2.02 パーオン率27.0% フェアウェイ率55.5% OB率35.3% バンカー率11.8%,難易度5位/9ホール中 平均スコア6.36 平均パット数2.02 パーオン率27.0% フェアウェイ率55.5% OB率35.3% バンカー率11.8%,難易度5位/9ホール中 平均スコア6.36 平均パット数2.02 パーオン率27.0% フェアウェイ率55.5% OB率35.3% バンカー率11.8%,難易度2位/9ホール中 平均スコア5.48 平均パット数2.04 パーオン率15.3% フェアウェイ率55.3% OB率28.8% バンカー率6.0%,難易度2位/9ホール中 平均スコア5.48 平均パット数2.04 パーオン率15.3% フェアウェイ率55.3% OB率28.8% バンカー率6.0%,難易度2位/9ホール中 平均スコア5.48 平均パット数2.04 パーオン率15.3% フェアウェイ率55.3% OB率28.8% バンカー率6.0%,難易度9位/9ホール中 平均スコア4.01 平均パット数1.92 パーオン率20.5% フェアウェイ率- OB率3.8% バンカー率30.3%,難易度9位/9ホール中 平均スコア4.01 平均パット数1.92 パーオン率20.5% フェアウェイ率- OB率3.8% バンカー率30.3%,難易度9位/9ホール中 平均スコア4.01 平均パット数1.92 パーオン率20.5% フェアウェイ率- OB率3.8% バンカー率30.3%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：4,Reg.：332yd,Hdcp：9,PAR：5,Reg.：572yd,Hdcp：5,PAR：4,Reg.：389yd,Hdcp：4
9,第1打は左側狙い　右側にいくと第２打が難しい,第1打は左側狙い　右側にいくと第２打が難しい,第1打は左側狙い　右側にいくと第２打が難しい,第１打、２打ともに左側狙い　右側はOBになりやすい,第１打、２打ともに左側狙い　右側はOBになりやすい,第１打、２打ともに左側狙い　右側はOBになりやすい,第１打は２段フェアウェイを狙う,第１打は２段フェアウェイを狙う,第１打は２段フェアウェイを狙う
10,難易度7位/9ホール中 平均スコア5.08 平均パット数1.97 パーオン率26.0% フェアウェイ率61.8% OB率16.0% バンカー率2.0%,難易度7位/9ホール中 平均スコア5.08 平均パット数1.97 パーオン率26.0% フェアウェイ率61.8% OB率16.0% バンカー率2.0%,難易度7位/9ホール中 平均スコア5.08 平均パット数1.97 パーオン率26.0% フェアウェイ率61.8% OB率16.0% バンカー率2.0%,難易度1位/9ホール中 平均スコア6.51 平均パット数2 パーオン率19.8% フェアウェイ率59.0% OB率34.0% バンカー率13.3%,難易度1位/9ホール中 平均スコア6.51 平均パット数2 パーオン率19.8% フェアウェイ率59.0% OB率34.0% バンカー率13.3%,難易度1位/9ホール中 平均スコア6.51 平均パット数2 パーオン率19.8% フェアウェイ率59.0% OB率34.0% バンカー率13.3%,難易度3位/9ホール中 平均スコア5.44 平均パット数1.99 パーオン率16.3% フェアウェイ率63.8% OB率32.5% バンカー率12.0%,難易度3位/9ホール中 平均スコア5.44 平均パット数1.99 パーオン率16.3% フェアウェイ率63.8% OB率32.5% バンカー率12.0%,難易度3位/9ホール中 平均スコア5.44 平均パット数1.99 パーオン率16.3% フェアウェイ率63.8% OB率32.5% バンカー率12.0%
