,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：5,Reg.：480yd,Hdcp：5,PAR：4,Reg.：338yd,Hdcp：1,PAR：4,Reg.：324yd,Hdcp：4
1,真っ直ぐなロングホール,真っ直ぐなロングホール,真っ直ぐなロングホール,右ドッグレッグのミドルホール　奥がＬ（左）グリーン,右ドッグレッグのミドルホール　奥がＬ（左）グリーン,右ドッグレッグのミドルホール　奥がＬ（左）グリーン,短いミドルホール,短いミドルホール,短いミドルホール
2,難易度5位/9ホール中 平均スコア6.36 平均パット数1.98 パーオン率24.8% フェアウェイ率46.3% OB率37.0% バンカー率12.3%,難易度5位/9ホール中 平均スコア6.36 平均パット数1.98 パーオン率24.8% フェアウェイ率46.3% OB率37.0% バンカー率12.3%,難易度5位/9ホール中 平均スコア6.36 平均パット数1.98 パーオン率24.8% フェアウェイ率46.3% OB率37.0% バンカー率12.3%,難易度2位/9ホール中 平均スコア5.48 平均パット数1.92 パーオン率18.0% フェアウェイ率49.3% OB率46.5% バンカー率22.5%,難易度2位/9ホール中 平均スコア5.48 平均パット数1.92 パーオン率18.0% フェアウェイ率49.3% OB率46.5% バンカー率22.5%,難易度2位/9ホール中 平均スコア5.48 平均パット数1.92 パーオン率18.0% フェアウェイ率49.3% OB率46.5% バンカー率22.5%,難易度4位/9ホール中 平均スコア5.44 平均パット数2.04 パーオン率19.0% フェアウェイ率43.0% OB率36.3% バンカー率12.0%,難易度4位/9ホール中 平均スコア5.44 平均パット数2.04 パーオン率19.0% フェアウェイ率43.0% OB率36.3% バンカー率12.0%,難易度4位/9ホール中 平均スコア5.44 平均パット数2.04 パーオン率19.0% フェアウェイ率43.0% OB率36.3% バンカー率12.0%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：4,Reg.：336yd,Hdcp：7,PAR：3,Reg.：130yd,Hdcp：8,PAR：4,Reg.：309yd,Hdcp：6
5,短いミドルホール,短いミドルホール,短いミドルホール,,,,短いミドルホール,短いミドルホール,短いミドルホール
6,難易度6位/9ホール中 平均スコア5.14 平均パット数2.02 パーオン率29.3% フェアウェイ率51.5% OB率17.0% バンカー率25.5%,難易度6位/9ホール中 平均スコア5.14 平均パット数2.02 パーオン率29.3% フェアウェイ率51.5% OB率17.0% バンカー率25.5%,難易度6位/9ホール中 平均スコア5.14 平均パット数2.02 パーオン率29.3% フェアウェイ率51.5% OB率17.0% バンカー率25.5%,難易度8位/9ホール中 平均スコア3.98 平均パット数1.94 パーオン率27.0% フェアウェイ率- OB率8.3% バンカー率29.0%,難易度8位/9ホール中 平均スコア3.98 平均パット数1.94 パーオン率27.0% フェアウェイ率- OB率8.3% バンカー率29.0%,難易度8位/9ホール中 平均スコア3.98 平均パット数1.94 パーオン率27.0% フェアウェイ率- OB率8.3% バンカー率29.0%,難易度7位/9ホール中 平均スコア5 平均パット数1.93 パーオン率34.8% フェアウェイ率50.3% OB率35.0% バンカー率20.0%,難易度7位/9ホール中 平均スコア5 平均パット数1.93 パーオン率34.8% フェアウェイ率50.3% OB率35.0% バンカー率20.0%,難易度7位/9ホール中 平均スコア5 平均パット数1.93 パーオン率34.8% フェアウェイ率50.3% OB率35.0% バンカー率20.0%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：3,Reg.：105yd,Hdcp：9,PAR：4,Reg.：319yd,Hdcp：2,PAR：5,Reg.：474yd,Hdcp：3
9,短いショートホール,短いショートホール,短いショートホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのロングホール,左ドッグレッグのロングホール,左ドッグレッグのロングホール
10,難易度9位/9ホール中 平均スコア3.85 平均パット数1.97 パーオン率34.5% フェアウェイ率- OB率10.3% バンカー率13.5%,難易度9位/9ホール中 平均スコア3.85 平均パット数1.97 パーオン率34.5% フェアウェイ率- OB率10.3% バンカー率13.5%,難易度9位/9ホール中 平均スコア3.85 平均パット数1.97 パーオン率34.5% フェアウェイ率- OB率10.3% バンカー率13.5%,難易度3位/9ホール中 平均スコア5.47 平均パット数1.84 パーオン率9.0% フェアウェイ率53.3% OB率25.3% バンカー率15.3%,難易度3位/9ホール中 平均スコア5.47 平均パット数1.84 パーオン率9.0% フェアウェイ率53.3% OB率25.3% バンカー率15.3%,難易度3位/9ホール中 平均スコア5.47 平均パット数1.84 パーオン率9.0% フェアウェイ率53.3% OB率25.3% バンカー率15.3%,難易度1位/9ホール中 平均スコア6.51 平均パット数1.96 パーオン率17.0% フェアウェイ率45.0% OB率41.3% バンカー率2.8%,難易度1位/9ホール中 平均スコア6.51 平均パット数1.96 パーオン率17.0% フェアウェイ率45.0% OB率41.3% バンカー率2.8%,難易度1位/9ホール中 平均スコア6.51 平均パット数1.96 パーオン率17.0% フェアウェイ率45.0% OB率41.3% バンカー率2.8%
