,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：365yd,Hdcp：13,PAR：3,Reg.：193yd,Hdcp：15,PAR：5,Reg.：512yd,Hdcp：5
1,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,長いショートホール,長いショートホール,長いショートホール,左ドッグレッグのロングホール,左ドッグレッグのロングホール,左ドッグレッグのロングホール
2,難易度13位/18ホール中 平均スコア5.21 平均パット数2.09 パーオン率28.8% フェアウェイ率49.8% OB率6.7% バンカー率44.8%,難易度13位/18ホール中 平均スコア5.21 平均パット数2.09 パーオン率28.8% フェアウェイ率49.8% OB率6.7% バンカー率44.8%,難易度13位/18ホール中 平均スコア5.21 平均パット数2.09 パーオン率28.8% フェアウェイ率49.8% OB率6.7% バンカー率44.8%,難易度16位/18ホール中 平均スコア3.94 平均パット数2.03 パーオン率34.3% フェアウェイ率- OB率5.8% バンカー率31.3%,難易度16位/18ホール中 平均スコア3.94 平均パット数2.03 パーオン率34.3% フェアウェイ率- OB率5.8% バンカー率31.3%,難易度16位/18ホール中 平均スコア3.94 平均パット数2.03 パーオン率34.3% フェアウェイ率- OB率5.8% バンカー率31.3%,難易度6位/18ホール中 平均スコア6.35 平均パット数2.15 パーオン率32.5% フェアウェイ率52.3% OB率23.0% バンカー率31.8%,難易度6位/18ホール中 平均スコア6.35 平均パット数2.15 パーオン率32.5% フェアウェイ率52.3% OB率23.0% バンカー率31.8%,難易度6位/18ホール中 平均スコア6.35 平均パット数2.15 パーオン率32.5% フェアウェイ率52.3% OB率23.0% バンカー率31.8%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：4,Reg.：376yd,Hdcp：11,PAR：4,Reg.：369yd,Hdcp：7,PAR：4,Reg.：345yd,Hdcp：9
5,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,短いミドルホール,短いミドルホール,短いミドルホール
6,難易度10位/18ホール中 平均スコア5.28 平均パット数2.06 パーオン率22.8% フェアウェイ率51.8% OB率4.3% バンカー率49.0%,難易度10位/18ホール中 平均スコア5.28 平均パット数2.06 パーオン率22.8% フェアウェイ率51.8% OB率4.3% バンカー率49.0%,難易度10位/18ホール中 平均スコア5.28 平均パット数2.06 パーオン率22.8% フェアウェイ率51.8% OB率4.3% バンカー率49.0%,難易度11位/18ホール中 平均スコア5.23 平均パット数2.04 パーオン率25.8% フェアウェイ率57.0% OB率15.8% バンカー率29.0%,難易度11位/18ホール中 平均スコア5.23 平均パット数2.04 パーオン率25.8% フェアウェイ率57.0% OB率15.8% バンカー率29.0%,難易度11位/18ホール中 平均スコア5.23 平均パット数2.04 パーオン率25.8% フェアウェイ率57.0% OB率15.8% バンカー率29.0%,難易度8位/18ホール中 平均スコア5.27 平均パット数2.05 パーオン率31.0% フェアウェイ率66.3% OB率14.3% バンカー率20.0%,難易度8位/18ホール中 平均スコア5.27 平均パット数2.05 パーオン率31.0% フェアウェイ率66.3% OB率14.3% バンカー率20.0%,難易度8位/18ホール中 平均スコア5.27 平均パット数2.05 パーオン率31.0% フェアウェイ率66.3% OB率14.3% バンカー率20.0%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：4,Reg.：421yd,Hdcp：3,PAR：3,Reg.：158yd,Hdcp：17,PAR：5,Reg.：538yd,Hdcp：1
9,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,短いショートホール,短いショートホール,短いショートホール,左ドッグレッグのロングホール,左ドッグレッグのロングホール,左ドッグレッグのロングホール
10,難易度4位/18ホール中 平均スコア5.43 平均パット数2.03 パーオン率18.0% フェアウェイ率52.0% OB率13.8% バンカー率37.8%,難易度4位/18ホール中 平均スコア5.43 平均パット数2.03 パーオン率18.0% フェアウェイ率52.0% OB率13.8% バンカー率37.8%,難易度4位/18ホール中 平均スコア5.43 平均パット数2.03 パーオン率18.0% フェアウェイ率52.0% OB率13.8% バンカー率37.8%,難易度15位/18ホール中 平均スコア4.05 平均パット数2.08 パーオン率31.8% フェアウェイ率- OB率11.0% バンカー率12.0%,難易度15位/18ホール中 平均スコア4.05 平均パット数2.08 パーオン率31.8% フェアウェイ率- OB率11.0% バンカー率12.0%,難易度15位/18ホール中 平均スコア4.05 平均パット数2.08 パーオン率31.8% フェアウェイ率- OB率11.0% バンカー率12.0%,難易度3位/18ホール中 平均スコア6.44 平均パット数2.07 パーオン率21.0% フェアウェイ率50.5% OB率18.0% バンカー率16.8%,難易度3位/18ホール中 平均スコア6.44 平均パット数2.07 パーオン率21.0% フェアウェイ率50.5% OB率18.0% バンカー率16.8%,難易度3位/18ホール中 平均スコア6.44 平均パット数2.07 パーオン率21.0% フェアウェイ率50.5% OB率18.0% バンカー率16.8%
