,HOLE：10,HOLE：10.1,HOLE：10.2,HOLE：11,HOLE：11.1,HOLE：11.2,HOLE：12,HOLE：12.1,HOLE：12.2
0,PAR：5,Reg.：483yd,Hdcp：,PAR：4,Reg.：381yd,Hdcp：,PAR：4,Reg.：406yd,Hdcp：
1,左ドッグレッグのロングホール,左ドッグレッグのロングホール,左ドッグレッグのロングホール,ゆるやかな下りのミドルホール,ゆるやかな下りのミドルホール,ゆるやかな下りのミドルホール,セカンドショットは豪快な打ち下ろしとなるミドル,セカンドショットは豪快な打ち下ろしとなるミドル,セカンドショットは豪快な打ち下ろしとなるミドル
2,難易度9位/18ホール中 平均スコア6.39 平均パット数1.94 パーオン率20.5% フェアウェイ率41.3% OB率9.0% バンカー率30.5%,難易度9位/18ホール中 平均スコア6.39 平均パット数1.94 パーオン率20.5% フェアウェイ率41.3% OB率9.0% バンカー率30.5%,難易度9位/18ホール中 平均スコア6.39 平均パット数1.94 パーオン率20.5% フェアウェイ率41.3% OB率9.0% バンカー率30.5%,難易度7位/18ホール中 平均スコア5.45 平均パット数2.05 パーオン率17.8% フェアウェイ率49.5% OB率7.7% バンカー率16.0%,難易度7位/18ホール中 平均スコア5.45 平均パット数2.05 パーオン率17.8% フェアウェイ率49.5% OB率7.7% バンカー率16.0%,難易度7位/18ホール中 平均スコア5.45 平均パット数2.05 パーオン率17.8% フェアウェイ率49.5% OB率7.7% バンカー率16.0%,難易度1位/18ホール中 平均スコア5.63 平均パット数1.99 パーオン率11.5% フェアウェイ率45.0% OB率23.8% バンカー率21.5%,難易度1位/18ホール中 平均スコア5.63 平均パット数1.99 パーオン率11.5% フェアウェイ率45.0% OB率23.8% バンカー率21.5%,難易度1位/18ホール中 平均スコア5.63 平均パット数1.99 パーオン率11.5% フェアウェイ率45.0% OB率23.8% バンカー率21.5%
3,HOLE：13,HOLE：13,HOLE：13,HOLE：14,HOLE：14,HOLE：14,HOLE：15,HOLE：15,HOLE：15
4,PAR：4,Reg.：355yd,Hdcp：,PAR：3,Reg.：173yd,Hdcp：,PAR：4,Reg.：341yd,Hdcp：
5,わずかな登り　左には北郷特有の岩肌がつづく,わずかな登り　左には北郷特有の岩肌がつづく,わずかな登り　左には北郷特有の岩肌がつづく,長いショートホール　バンカー左に谷、落ちるとＯＢ,長いショートホール　バンカー左に谷、落ちるとＯＢ,長いショートホール　バンカー左に谷、落ちるとＯＢ,比較的短いミドルホール,比較的短いミドルホール,比較的短いミドルホール
6,難易度4位/18ホール中 平均スコア5.48 平均パット数2.06 パーオン率14.8% フェアウェイ率44.3% OB率4.7% バンカー率31.3%,難易度4位/18ホール中 平均スコア5.48 平均パット数2.06 パーオン率14.8% フェアウェイ率44.3% OB率4.7% バンカー率31.3%,難易度4位/18ホール中 平均スコア5.48 平均パット数2.06 パーオン率14.8% フェアウェイ率44.3% OB率4.7% バンカー率31.3%,難易度15位/18ホール中 平均スコア4.15 平均パット数2.02 パーオン率22.5% フェアウェイ率- OB率10.8% バンカー率37.8%,難易度15位/18ホール中 平均スコア4.15 平均パット数2.02 パーオン率22.5% フェアウェイ率- OB率10.8% バンカー率37.8%,難易度15位/18ホール中 平均スコア4.15 平均パット数2.02 パーオン率22.5% フェアウェイ率- OB率10.8% バンカー率37.8%,難易度5位/18ホール中 平均スコア5.47 平均パット数2.01 パーオン率16.3% フェアウェイ率44.8% OB率12.8% バンカー率18.0%,難易度5位/18ホール中 平均スコア5.47 平均パット数2.01 パーオン率16.3% フェアウェイ率44.8% OB率12.8% バンカー率18.0%,難易度5位/18ホール中 平均スコア5.47 平均パット数2.01 パーオン率16.3% フェアウェイ率44.8% OB率12.8% バンカー率18.0%
7,HOLE：16,HOLE：16,HOLE：16,HOLE：17,HOLE：17,HOLE：17,HOLE：18,HOLE：18,HOLE：18
8,PAR：3,Reg.：150yd,Hdcp：,PAR：4,Reg.：330yd,Hdcp：,PAR：5,Reg.：486yd,Hdcp：
9,グリーン手前のバンカーまで谷が迫っているショート,グリーン手前のバンカーまで谷が迫っているショート,グリーン手前のバンカーまで谷が迫っているショート,フェアウェイの中央には大きな楠グリーン周辺には池,フェアウェイの中央には大きな楠グリーン周辺には池,フェアウェイの中央には大きな楠グリーン周辺には池,グリーン周りを池が囲むプレッシャーの高いロング,グリーン周りを池が囲むプレッシャーの高いロング,グリーン周りを池が囲むプレッシャーの高いロング
