,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：395yd,Hdcp：6,PAR：3,Reg.：139yd,Hdcp：4,PAR：4,Reg.：380yd,Hdcp：1
1,打ち下ろしの左ドッグレッグのミドルホール,打ち下ろしの左ドッグレッグのミドルホール,打ち下ろしの左ドッグレッグのミドルホール,やや打ち上げのショートホール,やや打ち上げのショートホール,やや打ち上げのショートホール,ゆるやかな左ドッグレッグのミドルホール,ゆるやかな左ドッグレッグのミドルホール,ゆるやかな左ドッグレッグのミドルホール
2,難易度2位/9ホール中 平均スコア5.62 平均パット数2.12 パーオン率16.3% フェアウェイ率57.5% OB率42.5% バンカー率2.3%,難易度2位/9ホール中 平均スコア5.62 平均パット数2.12 パーオン率16.3% フェアウェイ率57.5% OB率42.5% バンカー率2.3%,難易度2位/9ホール中 平均スコア5.62 平均パット数2.12 パーオン率16.3% フェアウェイ率57.5% OB率42.5% バンカー率2.3%,難易度8位/9ホール中 平均スコア4.06 平均パット数2.11 パーオン率27.3% フェアウェイ率- OB率13.0% バンカー率14.0%,難易度8位/9ホール中 平均スコア4.06 平均パット数2.11 パーオン率27.3% フェアウェイ率- OB率13.0% バンカー率14.0%,難易度8位/9ホール中 平均スコア4.06 平均パット数2.11 パーオン率27.3% フェアウェイ率- OB率13.0% バンカー率14.0%,難易度5位/9ホール中 平均スコア5.37 平均パット数2.01 パーオン率15.0% フェアウェイ率55.5% OB率10.0% バンカー率13.5%,難易度5位/9ホール中 平均スコア5.37 平均パット数2.01 パーオン率15.0% フェアウェイ率55.5% OB率10.0% バンカー率13.5%,難易度5位/9ホール中 平均スコア5.37 平均パット数2.01 パーオン率15.0% フェアウェイ率55.5% OB率10.0% バンカー率13.5%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：4,Reg.：384yd,Hdcp：3,PAR：3,Reg.：109yd,Hdcp：9,PAR：4,Reg.：335yd,Hdcp：2
5,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,ティーグラウンドから打ち上げのショートホール,ティーグラウンドから打ち上げのショートホール,ティーグラウンドから打ち上げのショートホール,「馬の背」名物ミドルホール,「馬の背」名物ミドルホール,「馬の背」名物ミドルホール
6,難易度4位/9ホール中 平均スコア5.42 平均パット数1.92 パーオン率15.0% フェアウェイ率58.5% OB率35.8% バンカー率8.3%,難易度4位/9ホール中 平均スコア5.42 平均パット数1.92 パーオン率15.0% フェアウェイ率58.5% OB率35.8% バンカー率8.3%,難易度4位/9ホール中 平均スコア5.42 平均パット数1.92 パーオン率15.0% フェアウェイ率58.5% OB率35.8% バンカー率8.3%,難易度9位/9ホール中 平均スコア3.97 平均パット数2.03 パーオン率30.0% フェアウェイ率- OB率9.3% バンカー率8.8%,難易度9位/9ホール中 平均スコア3.97 平均パット数2.03 パーオン率30.0% フェアウェイ率- OB率9.3% バンカー率8.8%,難易度9位/9ホール中 平均スコア3.97 平均パット数2.03 パーオン率30.0% フェアウェイ率- OB率9.3% バンカー率8.8%,難易度3位/9ホール中 平均スコア5.51 平均パット数1.98 パーオン率21.3% フェアウェイ率47.5% OB率56.5% バンカー率6.0%,難易度3位/9ホール中 平均スコア5.51 平均パット数1.98 パーオン率21.3% フェアウェイ率47.5% OB率56.5% バンカー率6.0%,難易度3位/9ホール中 平均スコア5.51 平均パット数1.98 パーオン率21.3% フェアウェイ率47.5% OB率56.5% バンカー率6.0%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：5,Reg.：487yd,Hdcp：5,PAR：4,Reg.：341yd,Hdcp：8,PAR：5,Reg.：501yd,Hdcp：7
9,ティーショットのクラブ選択で攻め方が変わるホール,ティーショットのクラブ選択で攻め方が変わるホール,ティーショットのクラブ選択で攻め方が変わるホール,フラットなミドルホール,フラットなミドルホール,フラットなミドルホール,ゆるやかなのぼりのロングホール,ゆるやかなのぼりのロングホール,ゆるやかなのぼりのロングホール
10,難易度1位/9ホール中 平均スコア6.64 平均パット数2.12 パーオン率20.8% フェアウェイ率45.8% OB率42.5% バンカー率19.3%,難易度1位/9ホール中 平均スコア6.64 平均パット数2.12 パーオン率20.8% フェアウェイ率45.8% OB率42.5% バンカー率19.3%,難易度1位/9ホール中 平均スコア6.64 平均パット数2.12 パーオン率20.8% フェアウェイ率45.8% OB率42.5% バンカー率19.3%,難易度7位/9ホール中 平均スコア5.1 平均パット数1.95 パーオン率25.8% フェアウェイ率44.0% OB率14.3% バンカー率25.8%,難易度7位/9ホール中 平均スコア5.1 平均パット数1.95 パーオン率25.8% フェアウェイ率44.0% OB率14.3% バンカー率25.8%,難易度7位/9ホール中 平均スコア5.1 平均パット数1.95 パーオン率25.8% フェアウェイ率44.0% OB率14.3% バンカー率25.8%,難易度6位/9ホール中 平均スコア6.05 平均パット数1.99 パーオン率37.5% フェアウェイ率59.5% OB率32.5% バンカー率12.3%,難易度6位/9ホール中 平均スコア6.05 平均パット数1.99 パーオン率37.5% フェアウェイ率59.5% OB率32.5% バンカー率12.3%,難易度6位/9ホール中 平均スコア6.05 平均パット数1.99 パーオン率37.5% フェアウェイ率59.5% OB率32.5% バンカー率12.3%
