,HOLE：10,HOLE：10.1,HOLE：10.2,HOLE：11,HOLE：11.1,HOLE：11.2,HOLE：12,HOLE：12.1,HOLE：12.2
0,PAR：3,Reg.：142yd,Hdcp：16,PAR：4,Reg.：334yd,Hdcp：8,PAR：4,Reg.：378yd,Hdcp：10
1,距離は短いが手前のバンカーに注意,距離は短いが手前のバンカーに注意,距離は短いが手前のバンカーに注意,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール
2,難易度14位/18ホール中 平均スコア4.14 平均パット数2.12 パーオン率24.0% フェアウェイ率- OB率22.7% バンカー率24.0%,難易度14位/18ホール中 平均スコア4.14 平均パット数2.12 パーオン率24.0% フェアウェイ率- OB率22.7% バンカー率24.0%,難易度14位/18ホール中 平均スコア4.14 平均パット数2.12 パーオン率24.0% フェアウェイ率- OB率22.7% バンカー率24.0%,難易度5位/18ホール中 平均スコア5.52 平均パット数2.08 パーオン率12.0% フェアウェイ率49.0% OB率17.5% バンカー率17.8%,難易度5位/18ホール中 平均スコア5.52 平均パット数2.08 パーオン率12.0% フェアウェイ率49.0% OB率17.5% バンカー率17.8%,難易度5位/18ホール中 平均スコア5.52 平均パット数2.08 パーオン率12.0% フェアウェイ率49.0% OB率17.5% バンカー率17.8%,難易度11位/18ホール中 平均スコア5.34 平均パット数1.96 パーオン率18.3% フェアウェイ率47.8% OB率33.5% バンカー率18.0%,難易度11位/18ホール中 平均スコア5.34 平均パット数1.96 パーオン率18.3% フェアウェイ率47.8% OB率33.5% バンカー率18.0%,難易度11位/18ホール中 平均スコア5.34 平均パット数1.96 パーオン率18.3% フェアウェイ率47.8% OB率33.5% バンカー率18.0%
3,HOLE：13,HOLE：13,HOLE：13,HOLE：14,HOLE：14,HOLE：14,HOLE：15,HOLE：15,HOLE：15
4,PAR：5,Reg.：500yd,Hdcp：2,PAR：3,Reg.：169yd,Hdcp：14,PAR：5,Reg.：479yd,Hdcp：6
5,右ドッグレッグのロングホール,右ドッグレッグのロングホール,右ドッグレッグのロングホール,打ち上げのショートホール,打ち上げのショートホール,打ち上げのショートホール,右ドッグレッグのロングホール,右ドッグレッグのロングホール,右ドッグレッグのロングホール
6,難易度7位/18ホール中 平均スコア6.44 平均パット数2.02 パーオン率22.8% フェアウェイ率49.0% OB率31.8% バンカー率25.8%,難易度7位/18ホール中 平均スコア6.44 平均パット数2.02 パーオン率22.8% フェアウェイ率49.0% OB率31.8% バンカー率25.8%,難易度7位/18ホール中 平均スコア6.44 平均パット数2.02 パーオン率22.8% フェアウェイ率49.0% OB率31.8% バンカー率25.8%,難易度17位/18ホール中 平均スコア3.9 平均パット数1.9 パーオン率27.3% フェアウェイ率- OB率21.3% バンカー率29.5%,難易度17位/18ホール中 平均スコア3.9 平均パット数1.9 パーオン率27.3% フェアウェイ率- OB率21.3% バンカー率29.5%,難易度17位/18ホール中 平均スコア3.9 平均パット数1.9 パーオン率27.3% フェアウェイ率- OB率21.3% バンカー率29.5%,難易度3位/18ホール中 平均スコア6.55 平均パット数1.94 パーオン率22.5% フェアウェイ率46.0% OB率55.0% バンカー率16.8%,難易度3位/18ホール中 平均スコア6.55 平均パット数1.94 パーオン率22.5% フェアウェイ率46.0% OB率55.0% バンカー率16.8%,難易度3位/18ホール中 平均スコア6.55 平均パット数1.94 パーオン率22.5% フェアウェイ率46.0% OB率55.0% バンカー率16.8%
7,HOLE：16,HOLE：16,HOLE：16,HOLE：17,HOLE：17,HOLE：17,HOLE：18,HOLE：18,HOLE：18
8,PAR：4,Reg.：256yd,Hdcp：18,PAR：4,Reg.：361yd,Hdcp：12,PAR：4,Reg.：439yd,Hdcp：4
9,距離の短いサービスホールだがグリーン周りは狭い,距離の短いサービスホールだがグリーン周りは狭い,距離の短いサービスホールだがグリーン周りは狭い,打ち下しのため距離はさほどないので方向性重視,打ち下しのため距離はさほどないので方向性重視,打ち下しのため距離はさほどないので方向性重視,距離のある打ち下しのミドルホール,距離のある打ち下しのミドルホール,距離のある打ち下しのミドルホール
10,難易度18位/18ホール中 平均スコア4.79 平均パット数1.9 パーオン率48.8% フェアウェイ率47.8% OB率39.3% バンカー率27.8%,難易度18位/18ホール中 平均スコア4.79 平均パット数1.9 パーオン率48.8% フェアウェイ率47.8% OB率39.3% バンカー率27.8%,難易度18位/18ホール中 平均スコア4.79 平均パット数1.9 パーオン率48.8% フェアウェイ率47.8% OB率39.3% バンカー率27.8%,難易度12位/18ホール中 平均スコア5.32 平均パット数2.02 パーオン率29.8% フェアウェイ率38.3% OB率45.0% バンカー率24.0%,難易度12位/18ホール中 平均スコア5.32 平均パット数2.02 パーオン率29.8% フェアウェイ率38.3% OB率45.0% バンカー率24.0%,難易度12位/18ホール中 平均スコア5.32 平均パット数2.02 パーオン率29.8% フェアウェイ率38.3% OB率45.0% バンカー率24.0%,難易度4位/18ホール中 平均スコア5.49 平均パット数1.85 パーオン率12.3% フェアウェイ率42.0% OB率42.0% バンカー率19.0%,難易度4位/18ホール中 平均スコア5.49 平均パット数1.85 パーオン率12.3% フェアウェイ率42.0% OB率42.0% バンカー率19.0%,難易度4位/18ホール中 平均スコア5.49 平均パット数1.85 パーオン率12.3% フェアウェイ率42.0% OB率42.0% バンカー率19.0%
