,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：414yd,Hdcp：9,PAR：4,Reg.：355yd,Hdcp：11,PAR：3,Reg.：145yd,Hdcp：17
1,やや右へカーブした距離のある打ち下しのミドル,やや右へカーブした距離のある打ち下しのミドル,やや右へカーブした距離のある打ち下しのミドル,池越えの豪快な打ち下ろしのミドルホール,池越えの豪快な打ち下ろしのミドルホール,池越えの豪快な打ち下ろしのミドルホール,グリーン中央を確実にとらえるのがベター,グリーン中央を確実にとらえるのがベター,グリーン中央を確実にとらえるのがベター
2,難易度13位/18ホール中 平均スコア5.3 平均パット数2.12 パーオン率25.3% フェアウェイ率50.3% OB率21.5% バンカー率24.3%,難易度13位/18ホール中 平均スコア5.3 平均パット数2.12 パーオン率25.3% フェアウェイ率50.3% OB率21.5% バンカー率24.3%,難易度13位/18ホール中 平均スコア5.3 平均パット数2.12 パーオン率25.3% フェアウェイ率50.3% OB率21.5% バンカー率24.3%,難易度4位/18ホール中 平均スコア5.67 平均パット数2.07 パーオン率13.5% フェアウェイ率57.3% OB率18.3% バンカー率12.3%,難易度4位/18ホール中 平均スコア5.67 平均パット数2.07 パーオン率13.5% フェアウェイ率57.3% OB率18.3% バンカー率12.3%,難易度4位/18ホール中 平均スコア5.67 平均パット数2.07 パーオン率13.5% フェアウェイ率57.3% OB率18.3% バンカー率12.3%,難易度17位/18ホール中 平均スコア3.95 平均パット数1.97 パーオン率30.3% フェアウェイ率- OB率5.5% バンカー率47.3%,難易度17位/18ホール中 平均スコア3.95 平均パット数1.97 パーオン率30.3% フェアウェイ率- OB率5.5% バンカー率47.3%,難易度17位/18ホール中 平均スコア3.95 平均パット数1.97 パーオン率30.3% フェアウェイ率- OB率5.5% バンカー率47.3%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：5,Reg.：524yd,Hdcp：5,PAR：4,Reg.：371yd,Hdcp：1,PAR：4,Reg.：388yd,Hdcp：13
5,フラットなロングホール,フラットなロングホール,フラットなロングホール,ハンディキャップ1の長いミドルホール,ハンディキャップ1の長いミドルホール,ハンディキャップ1の長いミドルホール,グリーンまでゆるやかな打ち上げのミドルホール,グリーンまでゆるやかな打ち上げのミドルホール,グリーンまでゆるやかな打ち上げのミドルホール
6,難易度5位/18ホール中 平均スコア6.54 平均パット数2.1 パーオン率25.8% フェアウェイ率57.5% OB率8.5% バンカー率28.3%,難易度5位/18ホール中 平均スコア6.54 平均パット数2.1 パーオン率25.8% フェアウェイ率57.5% OB率8.5% バンカー率28.3%,難易度5位/18ホール中 平均スコア6.54 平均パット数2.1 パーオン率25.8% フェアウェイ率57.5% OB率8.5% バンカー率28.3%,難易度10位/18ホール中 平均スコア5.37 平均パット数2.05 パーオン率20.0% フェアウェイ率58.0% OB率20.5% バンカー率28.8%,難易度10位/18ホール中 平均スコア5.37 平均パット数2.05 パーオン率20.0% フェアウェイ率58.0% OB率20.5% バンカー率28.8%,難易度10位/18ホール中 平均スコア5.37 平均パット数2.05 パーオン率20.0% フェアウェイ率58.0% OB率20.5% バンカー率28.8%,難易度9位/18ホール中 平均スコア5.39 平均パット数2.17 パーオン率23.8% フェアウェイ率54.3% OB率10.3% バンカー率36.0%,難易度9位/18ホール中 平均スコア5.39 平均パット数2.17 パーオン率23.8% フェアウェイ率54.3% OB率10.3% バンカー率36.0%,難易度9位/18ホール中 平均スコア5.39 平均パット数2.17 パーオン率23.8% フェアウェイ率54.3% OB率10.3% バンカー率36.0%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：3,Reg.：155yd,Hdcp：15,PAR：5,Reg.：488yd,Hdcp：7,PAR：4,Reg.：423yd,Hdcp：3
9,ティーグランド前方からグリーン手前にかけて深い谷,ティーグランド前方からグリーン手前にかけて深い谷,ティーグランド前方からグリーン手前にかけて深い谷,FWが狭くグリーンまで緩やかな打ち上げのロング,FWが狭くグリーンまで緩やかな打ち上げのロング,FWが狭くグリーンまで緩やかな打ち上げのロング,アウトコース最長のミドルホール,アウトコース最長のミドルホール,アウトコース最長のミドルホール
10,難易度16位/18ホール中 平均スコア4.03 平均パット数2.05 パーオン率31.0% フェアウェイ率- OB率7.5% バンカー率45.3%,難易度16位/18ホール中 平均スコア4.03 平均パット数2.05 パーオン率31.0% フェアウェイ率- OB率7.5% バンカー率45.3%,難易度16位/18ホール中 平均スコア4.03 平均パット数2.05 パーオン率31.0% フェアウェイ率- OB率7.5% バンカー率45.3%,難易度14位/18ホール中 平均スコア6.16 平均パット数2.07 パーオン率32.5% フェアウェイ率44.3% OB率3.8% バンカー率45.8%,難易度14位/18ホール中 平均スコア6.16 平均パット数2.07 パーオン率32.5% フェアウェイ率44.3% OB率3.8% バンカー率45.8%,難易度14位/18ホール中 平均スコア6.16 平均パット数2.07 パーオン率32.5% フェアウェイ率44.3% OB率3.8% バンカー率45.8%,難易度1位/18ホール中 平均スコア6.03 平均パット数2.14 パーオン率4.8% フェアウェイ率49.8% OB率4.0% バンカー率33.3%,難易度1位/18ホール中 平均スコア6.03 平均パット数2.14 パーオン率4.8% フェアウェイ率49.8% OB率4.0% バンカー率33.3%,難易度1位/18ホール中 平均スコア6.03 平均パット数2.14 パーオン率4.8% フェアウェイ率49.8% OB率4.0% バンカー率33.3%
