,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：371yd,Hdcp：11,PAR：5,Reg.：522yd,Hdcp：3,PAR：4,Reg.：365yd,Hdcp：1
1,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,Ｓ字のロングコース,Ｓ字のロングコース,Ｓ字のロングコース,緩やかな右ドッグレッグのミドルホール,緩やかな右ドッグレッグのミドルホール,緩やかな右ドッグレッグのミドルホール
2,難易度3位/18ホール中 平均スコア5.58 平均パット数2.13 パーオン率14.0% フェアウェイ率52.5% OB率21.5% バンカー率14.3%,難易度3位/18ホール中 平均スコア5.58 平均パット数2.13 パーオン率14.0% フェアウェイ率52.5% OB率21.5% バンカー率14.3%,難易度3位/18ホール中 平均スコア5.58 平均パット数2.13 パーオン率14.0% フェアウェイ率52.5% OB率21.5% バンカー率14.3%,難易度6位/18ホール中 平均スコア6.47 平均パット数1.99 パーオン率20.8% フェアウェイ率50.0% OB率20.3% バンカー率17.5%,難易度6位/18ホール中 平均スコア6.47 平均パット数1.99 パーオン率20.8% フェアウェイ率50.0% OB率20.3% バンカー率17.5%,難易度6位/18ホール中 平均スコア6.47 平均パット数1.99 パーオン率20.8% フェアウェイ率50.0% OB率20.3% バンカー率17.5%,難易度2位/18ホール中 平均スコア5.58 平均パット数2.11 パーオン率14.0% フェアウェイ率42.3% OB率13.3% バンカー率25.0%,難易度2位/18ホール中 平均スコア5.58 平均パット数2.11 パーオン率14.0% フェアウェイ率42.3% OB率13.3% バンカー率25.0%,難易度2位/18ホール中 平均スコア5.58 平均パット数2.11 パーオン率14.0% フェアウェイ率42.3% OB率13.3% バンカー率25.0%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：4,Reg.：348yd,Hdcp：15,PAR：5,Reg.：551yd,Hdcp：13,PAR：3,Reg.：140yd,Hdcp：17
5,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,ゆるやかな左ドッグレッグのロングホール,ゆるやかな左ドッグレッグのロングホール,ゆるやかな左ドッグレッグのロングホール,短いショートホール,短いショートホール,短いショートホール
6,難易度8位/18ホール中 平均スコア5.44 平均パット数2.04 パーオン率16.5% フェアウェイ率40.3% OB率16.0% バンカー率17.5%,難易度8位/18ホール中 平均スコア5.44 平均パット数2.04 パーオン率16.5% フェアウェイ率40.3% OB率16.0% バンカー率17.5%,難易度8位/18ホール中 平均スコア5.44 平均パット数2.04 パーオン率16.5% フェアウェイ率40.3% OB率16.0% バンカー率17.5%,難易度5位/18ホール中 平均スコア6.49 平均パット数2.02 パーオン率18.3% フェアウェイ率49.5% OB率10.0% バンカー率34.0%,難易度5位/18ホール中 平均スコア6.49 平均パット数2.02 パーオン率18.3% フェアウェイ率49.5% OB率10.0% バンカー率34.0%,難易度5位/18ホール中 平均スコア6.49 平均パット数2.02 パーオン率18.3% フェアウェイ率49.5% OB率10.0% バンカー率34.0%,難易度18位/18ホール中 平均スコア3.94 平均パット数1.97 パーオン率29.0% フェアウェイ率- OB率17.3% バンカー率12.0%,難易度18位/18ホール中 平均スコア3.94 平均パット数1.97 パーオン率29.0% フェアウェイ率- OB率17.3% バンカー率12.0%,難易度18位/18ホール中 平均スコア3.94 平均パット数1.97 パーオン率29.0% フェアウェイ率- OB率17.3% バンカー率12.0%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：4,Reg.：372yd,Hdcp：5,PAR：3,Reg.：161yd,Hdcp：7,PAR：4,Reg.：371yd,Hdcp：9
9,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,真っ直ぐなショートホール,真っ直ぐなショートホール,真っ直ぐなショートホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール
10,難易度11位/18ホール中 平均スコア5.34 平均パット数1.99 パーオン率15.0% フェアウェイ率57.5% OB率9.8% バンカー率18.3%,難易度11位/18ホール中 平均スコア5.34 平均パット数1.99 パーオン率15.0% フェアウェイ率57.5% OB率9.8% バンカー率18.3%,難易度11位/18ホール中 平均スコア5.34 平均パット数1.99 パーオン率15.0% フェアウェイ率57.5% OB率9.8% バンカー率18.3%,難易度17位/18ホール中 平均スコア3.96 平均パット数1.95 パーオン率26.5% フェアウェイ率- OB率8.7% バンカー率23.8%,難易度17位/18ホール中 平均スコア3.96 平均パット数1.95 パーオン率26.5% フェアウェイ率- OB率8.7% バンカー率23.8%,難易度17位/18ホール中 平均スコア3.96 平均パット数1.95 パーオン率26.5% フェアウェイ率- OB率8.7% バンカー率23.8%,難易度9位/18ホール中 平均スコア5.41 平均パット数1.94 パーオン率17.3% フェアウェイ率45.0% OB率31.5% バンカー率13.5%,難易度9位/18ホール中 平均スコア5.41 平均パット数1.94 パーオン率17.3% フェアウェイ率45.0% OB率31.5% バンカー率13.5%,難易度9位/18ホール中 平均スコア5.41 平均パット数1.94 パーオン率17.3% フェアウェイ率45.0% OB率31.5% バンカー率13.5%
