,HOLE：10,HOLE：10.1,HOLE：10.2,HOLE：11,HOLE：11.1,HOLE：11.2,HOLE：12,HOLE：12.1,HOLE：12.2
0,PAR：5,Reg.：492yd,Hdcp：16,PAR：4,Reg.：364yd,Hdcp：4,PAR：3,Reg.：213yd,Hdcp：10
1,真っ直ぐなロングホール,真っ直ぐなロングホール,真っ直ぐなロングホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,長いショートホール,長いショートホール,長いショートホール
2,難易度4位/18ホール中 平均スコア6.36 平均パット数2.05 パーオン率29.8% フェアウェイ率64.5% OB率18.8% バンカー率20.5%,難易度4位/18ホール中 平均スコア6.36 平均パット数2.05 パーオン率29.8% フェアウェイ率64.5% OB率18.8% バンカー率20.5%,難易度4位/18ホール中 平均スコア6.36 平均パット数2.05 パーオン率29.8% フェアウェイ率64.5% OB率18.8% バンカー率20.5%,難易度9位/18ホール中 平均スコア5.3 平均パット数2.04 パーオン率24.0% フェアウェイ率62.8% OB率13.7% バンカー率28.3%,難易度9位/18ホール中 平均スコア5.3 平均パット数2.04 パーオン率24.0% フェアウェイ率62.8% OB率13.7% バンカー率28.3%,難易度9位/18ホール中 平均スコア5.3 平均パット数2.04 パーオン率24.0% フェアウェイ率62.8% OB率13.7% バンカー率28.3%,難易度12位/18ホール中 平均スコア4.13 平均パット数1.97 パーオン率17.5% フェアウェイ率- OB率17.3% バンカー率29.5%,難易度12位/18ホール中 平均スコア4.13 平均パット数1.97 パーオン率17.5% フェアウェイ率- OB率17.3% バンカー率29.5%,難易度12位/18ホール中 平均スコア4.13 平均パット数1.97 パーオン率17.5% フェアウェイ率- OB率17.3% バンカー率29.5%
3,HOLE：13,HOLE：13,HOLE：13,HOLE：14,HOLE：14,HOLE：14,HOLE：15,HOLE：15,HOLE：15
4,PAR：4,Reg.：380yd,Hdcp：2,PAR：4,Reg.：381yd,Hdcp：14,PAR：3,Reg.：144yd,Hdcp：8
5,池越えのミドルホール,池越えのミドルホール,池越えのミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,池越えのショートホール,池越えのショートホール,池越えのショートホール
6,難易度2位/18ホール中 平均スコア5.67 平均パット数2.07 パーオン率16.0% フェアウェイ率61.3% OB率49.5% バンカー率9.3%,難易度2位/18ホール中 平均スコア5.67 平均パット数2.07 パーオン率16.0% フェアウェイ率61.3% OB率49.5% バンカー率9.3%,難易度2位/18ホール中 平均スコア5.67 平均パット数2.07 パーオン率16.0% フェアウェイ率61.3% OB率49.5% バンカー率9.3%,難易度10位/18ホール中 平均スコア5.22 平均パット数1.97 パーオン率25.8% フェアウェイ率59.0% OB率14.8% バンカー率21.0%,難易度10位/18ホール中 平均スコア5.22 平均パット数1.97 パーオン率25.8% フェアウェイ率59.0% OB率14.8% バンカー率21.0%,難易度10位/18ホール中 平均スコア5.22 平均パット数1.97 パーオン率25.8% フェアウェイ率59.0% OB率14.8% バンカー率21.0%,難易度13位/18ホール中 平均スコア3.99 平均パット数2.01 パーオン率30.0% フェアウェイ率- OB率25.0% バンカー率24.3%,難易度13位/18ホール中 平均スコア3.99 平均パット数2.01 パーオン率30.0% フェアウェイ率- OB率25.0% バンカー率24.3%,難易度13位/18ホール中 平均スコア3.99 平均パット数2.01 パーオン率30.0% フェアウェイ率- OB率25.0% バンカー率24.3%
7,HOLE：16,HOLE：16,HOLE：16,HOLE：17,HOLE：17,HOLE：17,HOLE：18,HOLE：18,HOLE：18
8,PAR：5,Reg.：522yd,Hdcp：18,PAR：4,Reg.：421yd,Hdcp：6,PAR：5,Reg.：477yd,Hdcp：12
9,右ドッグレッグのロングホール,右ドッグレッグのロングホール,右ドッグレッグのロングホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,右ドッグレッグのロングホール,右ドッグレッグのロングホール,右ドッグレッグのロングホール
10,難易度6位/18ホール中 平均スコア6.37 平均パット数2.03 パーオン率28.8% フェアウェイ率60.0% OB率47.5% バンカー率13.8%,難易度6位/18ホール中 平均スコア6.37 平均パット数2.03 パーオン率28.8% フェアウェイ率60.0% OB率47.5% バンカー率13.8%,難易度6位/18ホール中 平均スコア6.37 平均パット数2.03 パーオン率28.8% フェアウェイ率60.0% OB率47.5% バンカー率13.8%,難易度1位/18ホール中 平均スコア5.8 平均パット数2 パーオン率5.7% フェアウェイ率68.3% OB率35.3% バンカー率22.5%,難易度1位/18ホール中 平均スコア5.8 平均パット数2 パーオン率5.7% フェアウェイ率68.3% OB率35.3% バンカー率22.5%,難易度1位/18ホール中 平均スコア5.8 平均パット数2 パーオン率5.7% フェアウェイ率68.3% OB率35.3% バンカー率22.5%,難易度3位/18ホール中 平均スコア6.43 平均パット数2.11 パーオン率30.5% フェアウェイ率67.8% OB率41.0% バンカー率23.5%,難易度3位/18ホール中 平均スコア6.43 平均パット数2.11 パーオン率30.5% フェアウェイ率67.8% OB率41.0% バンカー率23.5%,難易度3位/18ホール中 平均スコア6.43 平均パット数2.11 パーオン率30.5% フェアウェイ率67.8% OB率41.0% バンカー率23.5%
