,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：353yd,Hdcp：8,PAR：3,Reg.：157yd,Hdcp：9,PAR：5,Reg.：508yd,Hdcp：3
1,ＲＴからＦＷ一本松まで２２０ヤード　左ＯＢは近い,ＲＴからＦＷ一本松まで２２０ヤード　左ＯＢは近い,ＲＴからＦＷ一本松まで２２０ヤード　左ＯＢは近い,やや左ドッグレッグ 左山越えはＯＢが近く危険,やや左ドッグレッグ 左山越えはＯＢが近く危険,やや左ドッグレッグ 左山越えはＯＢが近く危険,打ち込み注意　狙い目は２本見える鉄塔の間,打ち込み注意　狙い目は２本見える鉄塔の間,打ち込み注意　狙い目は２本見える鉄塔の間
2,難易度6位/9ホール中 平均スコア5.38 平均パット数2.05 パーオン率21.8% フェアウェイ率60.3% OB率7.3% バンカー率23.8%,難易度6位/9ホール中 平均スコア5.38 平均パット数2.05 パーオン率21.8% フェアウェイ率60.3% OB率7.3% バンカー率23.8%,難易度6位/9ホール中 平均スコア5.38 平均パット数2.05 パーオン率21.8% フェアウェイ率60.3% OB率7.3% バンカー率23.8%,難易度8位/9ホール中 平均スコア4.24 平均パット数1.94 パーオン率11.5% フェアウェイ率- OB率6.8% バンカー率17.5%,難易度8位/9ホール中 平均スコア4.24 平均パット数1.94 パーオン率11.5% フェアウェイ率- OB率6.8% バンカー率17.5%,難易度8位/9ホール中 平均スコア4.24 平均パット数1.94 パーオン率11.5% フェアウェイ率- OB率6.8% バンカー率17.5%,難易度1位/9ホール中 平均スコア6.61 平均パット数2.06 パーオン率22.0% フェアウェイ率49.0% OB率39.5% バンカー率20.3%,難易度1位/9ホール中 平均スコア6.61 平均パット数2.06 パーオン率22.0% フェアウェイ率49.0% OB率39.5% バンカー率20.3%,難易度1位/9ホール中 平均スコア6.61 平均パット数2.06 パーオン率22.0% フェアウェイ率49.0% OB率39.5% バンカー率20.3%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：3,Reg.：176yd,Hdcp：5,PAR：4,Reg.：380yd,Hdcp：2,PAR：4,Reg.：435yd,Hdcp：1
5,打ち下ろし約１０ヤードのショートホール,打ち下ろし約１０ヤードのショートホール,打ち下ろし約１０ヤードのショートホール,１打目は正面の木狙い　手前がＬ（左）グリーン,１打目は正面の木狙い　手前がＬ（左）グリーン,１打目は正面の木狙い　手前がＬ（左）グリーン,比較的やさしいホールだが、距離が出ないと難しい,比較的やさしいホールだが、距離が出ないと難しい,比較的やさしいホールだが、距離が出ないと難しい
6,難易度7位/9ホール中 平均スコア4.27 平均パット数1.96 パーオン率17.3% フェアウェイ率- OB率30.0% バンカー率19.5%,難易度7位/9ホール中 平均スコア4.27 平均パット数1.96 パーオン率17.3% フェアウェイ率- OB率30.0% バンカー率19.5%,難易度7位/9ホール中 平均スコア4.27 平均パット数1.96 パーオン率17.3% フェアウェイ率- OB率30.0% バンカー率19.5%,難易度2位/9ホール中 平均スコア5.66 平均パット数2.16 パーオン率12.0% フェアウェイ率49.8% OB率17.3% バンカー率18.5%,難易度2位/9ホール中 平均スコア5.66 平均パット数2.16 パーオン率12.0% フェアウェイ率49.8% OB率17.3% バンカー率18.5%,難易度2位/9ホール中 平均スコア5.66 平均パット数2.16 パーオン率12.0% フェアウェイ率49.8% OB率17.3% バンカー率18.5%,難易度4位/9ホール中 平均スコア5.57 平均パット数1.97 パーオン率13.5% フェアウェイ率51.0% OB率23.5% バンカー率27.0%,難易度4位/9ホール中 平均スコア5.57 平均パット数1.97 パーオン率13.5% フェアウェイ率51.0% OB率23.5% バンカー率27.0%,難易度4位/9ホール中 平均スコア5.57 平均パット数1.97 パーオン率13.5% フェアウェイ率51.0% OB率23.5% バンカー率27.0%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：5,Reg.：491yd,Hdcp：7,PAR：3,Reg.：217yd,Hdcp：6,PAR：4,Reg.：389yd,Hdcp：4
9,落とし所は結構広いので攻めやすい,落とし所は結構広いので攻めやすい,落とし所は結構広いので攻めやすい,打ち下ろしは５ヤード程度　手前に池、奥にバンカー,打ち下ろしは５ヤード程度　手前に池、奥にバンカー,打ち下ろしは５ヤード程度　手前に池、奥にバンカー,ロングヒッターは２オンも狙える,ロングヒッターは２オンも狙える,ロングヒッターは２オンも狙える
