,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：5,Reg.：472yd,Hdcp：9,PAR：4,Reg.：436yd,Hdcp：3,PAR：3,Reg.：149yd,Hdcp：15
1,距離の短いロングホール,距離の短いロングホール,距離の短いロングホール,距離の長い打ち下ろしミドルホール,距離の長い打ち下ろしミドルホール,距離の長い打ち下ろしミドルホール,景観の美しい池越えショートホール,景観の美しい池越えショートホール,景観の美しい池越えショートホール
2,難易度13位/18ホール中 平均スコア6.2 平均パット数1.96 パーオン率29.3% フェアウェイ率54.5% OB率15.0% バンカー率35.3%,難易度13位/18ホール中 平均スコア6.2 平均パット数1.96 パーオン率29.3% フェアウェイ率54.5% OB率15.0% バンカー率35.3%,難易度13位/18ホール中 平均スコア6.2 平均パット数1.96 パーオン率29.3% フェアウェイ率54.5% OB率15.0% バンカー率35.3%,難易度7位/18ホール中 平均スコア5.48 平均パット数2.09 パーオン率14.5% フェアウェイ率41.3% OB率22.0% バンカー率9.5%,難易度7位/18ホール中 平均スコア5.48 平均パット数2.09 パーオン率14.5% フェアウェイ率41.3% OB率22.0% バンカー率9.5%,難易度7位/18ホール中 平均スコア5.48 平均パット数2.09 パーオン率14.5% フェアウェイ率41.3% OB率22.0% バンカー率9.5%,難易度14位/18ホール中 平均スコア4.07 平均パット数2 パーオン率34.0% フェアウェイ率- OB率14.5% バンカー率20.3%,難易度14位/18ホール中 平均スコア4.07 平均パット数2 パーオン率34.0% フェアウェイ率- OB率14.5% バンカー率20.3%,難易度14位/18ホール中 平均スコア4.07 平均パット数2 パーオン率34.0% フェアウェイ率- OB率14.5% バンカー率20.3%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：4,Reg.：386yd,Hdcp：1,PAR：3,Reg.：155yd,Hdcp：13,PAR：4,Reg.：340yd,Hdcp：7
5,左ドッグレッグのタフなミドルホール,左ドッグレッグのタフなミドルホール,左ドッグレッグのタフなミドルホール,ホールロケーションにより難易度が大きく変わる,ホールロケーションにより難易度が大きく変わる,ホールロケーションにより難易度が大きく変わる,やや打ち上げのミドルホール,やや打ち上げのミドルホール,やや打ち上げのミドルホール
6,難易度4位/18ホール中 平均スコア5.54 平均パット数2.04 パーオン率15.5% フェアウェイ率59.0% OB率31.3% バンカー率8.8%,難易度4位/18ホール中 平均スコア5.54 平均パット数2.04 パーオン率15.5% フェアウェイ率59.0% OB率31.3% バンカー率8.8%,難易度4位/18ホール中 平均スコア5.54 平均パット数2.04 パーオン率15.5% フェアウェイ率59.0% OB率31.3% バンカー率8.8%,難易度17位/18ホール中 平均スコア3.91 平均パット数2.15 パーオン率43.5% フェアウェイ率- OB率21.0% バンカー率13.3%,難易度17位/18ホール中 平均スコア3.91 平均パット数2.15 パーオン率43.5% フェアウェイ率- OB率21.0% バンカー率13.3%,難易度17位/18ホール中 平均スコア3.91 平均パット数2.15 パーオン率43.5% フェアウェイ率- OB率21.0% バンカー率13.3%,難易度5位/18ホール中 平均スコア5.49 平均パット数2.05 パーオン率16.0% フェアウェイ率52.8% OB率24.3% バンカー率41.8%,難易度5位/18ホール中 平均スコア5.49 平均パット数2.05 パーオン率16.0% フェアウェイ率52.8% OB率24.3% バンカー率41.8%,難易度5位/18ホール中 平均スコア5.49 平均パット数2.05 パーオン率16.0% フェアウェイ率52.8% OB率24.3% バンカー率41.8%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：3,Reg.：134yd,Hdcp：17,PAR：4,Reg.：312yd,Hdcp：11,PAR：5,Reg.：476yd,Hdcp：5
9,白砂のバンカーに囲まれたアイランドグリーン,白砂のバンカーに囲まれたアイランドグリーン,白砂のバンカーに囲まれたアイランドグリーン,距離の短いミドルホール,距離の短いミドルホール,距離の短いミドルホール,豪快な打ち下ろしのロングホール,豪快な打ち下ろしのロングホール,豪快な打ち下ろしのロングホール
10,難易度16位/18ホール中 平均スコア3.98 平均パット数1.93 パーオン率31.3% フェアウェイ率- OB率14.3% バンカー率56.3%,難易度16位/18ホール中 平均スコア3.98 平均パット数1.93 パーオン率31.3% フェアウェイ率- OB率14.3% バンカー率56.3%,難易度16位/18ホール中 平均スコア3.98 平均パット数1.93 パーオン率31.3% フェアウェイ率- OB率14.3% バンカー率56.3%,難易度8位/18ホール中 平均スコア5.48 平均パット数2.07 パーオン率24.0% フェアウェイ率49.3% OB率44.3% バンカー率18.5%,難易度8位/18ホール中 平均スコア5.48 平均パット数2.07 パーオン率24.0% フェアウェイ率49.3% OB率44.3% バンカー率18.5%,難易度8位/18ホール中 平均スコア5.48 平均パット数2.07 パーオン率24.0% フェアウェイ率49.3% OB率44.3% バンカー率18.5%,難易度6位/18ホール中 平均スコア6.43 平均パット数2.12 パーオン率31.0% フェアウェイ率47.0% OB率49.5% バンカー率9.5%,難易度6位/18ホール中 平均スコア6.43 平均パット数2.12 パーオン率31.0% フェアウェイ率47.0% OB率49.5% バンカー率9.5%,難易度6位/18ホール中 平均スコア6.43 平均パット数2.12 パーオン率31.0% フェアウェイ率47.0% OB率49.5% バンカー率9.5%
