,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：380yd,Hdcp：7,PAR：4,Reg.：280yd,Hdcp：8,PAR：5,Reg.：475yd,Hdcp：2
1,打ち下ろしのミドルホール,打ち下ろしのミドルホール,打ち下ろしのミドルホール,短いミドルホール,短いミドルホール,短いミドルホール,谷越えの短いロングホール,谷越えの短いロングホール,谷越えの短いロングホール
2,難易度8位/27ホール中 平均スコア5.45 平均パット数2.02 パーオン率24.0% フェアウェイ率65.3% OB率45.8% バンカー率11.7%,難易度8位/27ホール中 平均スコア5.45 平均パット数2.02 パーオン率24.0% フェアウェイ率65.3% OB率45.8% バンカー率11.7%,難易度8位/27ホール中 平均スコア5.45 平均パット数2.02 パーオン率24.0% フェアウェイ率65.3% OB率45.8% バンカー率11.7%,難易度14位/27ホール中 平均スコア5.34 平均パット数1.97 パーオン率19.0% フェアウェイ率52.5% OB率34.8% バンカー率25.7%,難易度14位/27ホール中 平均スコア5.34 平均パット数1.97 パーオン率19.0% フェアウェイ率52.5% OB率34.8% バンカー率25.7%,難易度14位/27ホール中 平均スコア5.34 平均パット数1.97 パーオン率19.0% フェアウェイ率52.5% OB率34.8% バンカー率25.7%,難易度6位/27ホール中 平均スコア6.47 平均パット数1.97 パーオン率25.8% フェアウェイ率48.0% OB率59.3% バンカー率9.0%,難易度6位/27ホール中 平均スコア6.47 平均パット数1.97 パーオン率25.8% フェアウェイ率48.0% OB率59.3% バンカー率9.0%,難易度6位/27ホール中 平均スコア6.47 平均パット数1.97 パーオン率25.8% フェアウェイ率48.0% OB率59.3% バンカー率9.0%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：3,Reg.：175yd,Hdcp：6,PAR：4,Reg.：340yd,Hdcp：5,PAR：4,Reg.：360yd,Hdcp：1
5,やや打ち下ろしのショートホール,やや打ち下ろしのショートホール,やや打ち下ろしのショートホール,谷越えのミドルホール,谷越えのミドルホール,谷越えのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール
6,難易度15位/27ホール中 平均スコア4.35 平均パット数2.04 パーオン率13.0% フェアウェイ率- OB率29.8% バンカー率21.5%,難易度15位/27ホール中 平均スコア4.35 平均パット数2.04 パーオン率13.0% フェアウェイ率- OB率29.8% バンカー率21.5%,難易度15位/27ホール中 平均スコア4.35 平均パット数2.04 パーオン率13.0% フェアウェイ率- OB率29.8% バンカー率21.5%,難易度10位/27ホール中 平均スコア5.44 平均パット数1.9 パーオン率18.5% フェアウェイ率50.0% OB率52.3% バンカー率1.0%,難易度10位/27ホール中 平均スコア5.44 平均パット数1.9 パーオン率18.5% フェアウェイ率50.0% OB率52.3% バンカー率1.0%,難易度10位/27ホール中 平均スコア5.44 平均パット数1.9 パーオン率18.5% フェアウェイ率50.0% OB率52.3% バンカー率1.0%,難易度11位/27ホール中 平均スコア5.47 平均パット数1.94 パーオン率13.3% フェアウェイ率67.5% OB率34.3% バンカー率22.8%,難易度11位/27ホール中 平均スコア5.47 平均パット数1.94 パーオン率13.3% フェアウェイ率67.5% OB率34.3% バンカー率22.8%,難易度11位/27ホール中 平均スコア5.47 平均パット数1.94 パーオン率13.3% フェアウェイ率67.5% OB率34.3% バンカー率22.8%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：3,Reg.：130yd,Hdcp：9,PAR：4,Reg.：435yd,Hdcp：3,PAR：5,Reg.：510yd,Hdcp：4
9,打ち下ろしのショートホール,打ち下ろしのショートホール,打ち下ろしのショートホール,長いミドルホール,長いミドルホール,長いミドルホール,真っ直ぐなロングホール,真っ直ぐなロングホール,真っ直ぐなロングホール
10,難易度18位/27ホール中 平均スコア3.81 平均パット数1.93 パーオン率32.3% フェアウェイ率- OB率14.7% バンカー率27.3%,難易度18位/27ホール中 平均スコア3.81 平均パット数1.93 パーオン率32.3% フェアウェイ率- OB率14.7% バンカー率27.3%,難易度18位/27ホール中 平均スコア3.81 平均パット数1.93 パーオン率32.3% フェアウェイ率- OB率14.7% バンカー率27.3%,難易度5位/27ホール中 平均スコア5.59 平均パット数1.98 パーオン率12.8% フェアウェイ率54.0% OB率45.5% バンカー率19.8%,難易度5位/27ホール中 平均スコア5.59 平均パット数1.98 パーオン率12.8% フェアウェイ率54.0% OB率45.5% バンカー率19.8%,難易度5位/27ホール中 平均スコア5.59 平均パット数1.98 パーオン率12.8% フェアウェイ率54.0% OB率45.5% バンカー率19.8%,難易度2位/27ホール中 平均スコア6.76 平均パット数2.31 パーオン率25.5% フェアウェイ率64.8% OB率49.0% バンカー率9.7%,難易度2位/27ホール中 平均スコア6.76 平均パット数2.31 パーオン率25.5% フェアウェイ率64.8% OB率49.0% バンカー率9.7%,難易度2位/27ホール中 平均スコア6.76 平均パット数2.31 パーオン率25.5% フェアウェイ率64.8% OB率49.0% バンカー率9.7%
