,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：5,Reg.：518yd,Hdcp：6,PAR：3,Reg.：172yd,Hdcp：9,PAR：4,Reg.：435yd,Hdcp：1
1,打ち下ろしのロングホール,打ち下ろしのロングホール,打ち下ろしのロングホール,ゆるやかな打ち下ろしのショートホール,ゆるやかな打ち下ろしのショートホール,ゆるやかな打ち下ろしのショートホール,距離のあるミドルホール,距離のあるミドルホール,距離のあるミドルホール
2,難易度7位/9ホール中 平均スコア6.11 平均パット数2.08 パーオン率38.8% フェアウェイ率49.0% OB率18.0% バンカー率21.8%,難易度7位/9ホール中 平均スコア6.11 平均パット数2.08 パーオン率38.8% フェアウェイ率49.0% OB率18.0% バンカー率21.8%,難易度7位/9ホール中 平均スコア6.11 平均パット数2.08 パーオン率38.8% フェアウェイ率49.0% OB率18.0% バンカー率21.8%,難易度9位/9ホール中 平均スコア3.98 平均パット数2.1 パーオン率33.8% フェアウェイ率- OB率6.8% バンカー率36.5%,難易度9位/9ホール中 平均スコア3.98 平均パット数2.1 パーオン率33.8% フェアウェイ率- OB率6.8% バンカー率36.5%,難易度9位/9ホール中 平均スコア3.98 平均パット数2.1 パーオン率33.8% フェアウェイ率- OB率6.8% バンカー率36.5%,難易度1位/9ホール中 平均スコア5.61 平均パット数2.14 パーオン率10.5% フェアウェイ率43.8% OB率11.3% バンカー率31.8%,難易度1位/9ホール中 平均スコア5.61 平均パット数2.14 パーオン率10.5% フェアウェイ率43.8% OB率11.3% バンカー率31.8%,難易度1位/9ホール中 平均スコア5.61 平均パット数2.14 パーオン率10.5% フェアウェイ率43.8% OB率11.3% バンカー率31.8%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：5,Reg.：503yd,Hdcp：5,PAR：4,Reg.：371yd,Hdcp：3,PAR：4,Reg.：372yd,Hdcp：7
5,左ドッグレッグの比較的距離の短いロングホール,左ドッグレッグの比較的距離の短いロングホール,左ドッグレッグの比較的距離の短いロングホール,平坦で花道も広く安心してパーのとりやすいミドル,平坦で花道も広く安心してパーのとりやすいミドル,平坦で花道も広く安心してパーのとりやすいミドル,ゆるやかな左ドッグレッグのミドルホール,ゆるやかな左ドッグレッグのミドルホール,ゆるやかな左ドッグレッグのミドルホール
6,難易度4位/9ホール中 平均スコア6.27 平均パット数2.11 パーオン率31.5% フェアウェイ率47.8% OB率9.3% バンカー率32.3%,難易度4位/9ホール中 平均スコア6.27 平均パット数2.11 パーオン率31.5% フェアウェイ率47.8% OB率9.3% バンカー率32.3%,難易度4位/9ホール中 平均スコア6.27 平均パット数2.11 パーオン率31.5% フェアウェイ率47.8% OB率9.3% バンカー率32.3%,難易度6位/9ホール中 平均スコア5.21 平均パット数2.06 パーオン率26.3% フェアウェイ率46.8% OB率4.5% バンカー率32.5%,難易度6位/9ホール中 平均スコア5.21 平均パット数2.06 パーオン率26.3% フェアウェイ率46.8% OB率4.5% バンカー率32.5%,難易度6位/9ホール中 平均スコア5.21 平均パット数2.06 パーオン率26.3% フェアウェイ率46.8% OB率4.5% バンカー率32.5%,難易度2位/9ホール中 平均スコア5.5 平均パット数2.13 パーオン率19.5% フェアウェイ率48.0% OB率32.0% バンカー率19.5%,難易度2位/9ホール中 平均スコア5.5 平均パット数2.13 パーオン率19.5% フェアウェイ率48.0% OB率32.0% バンカー率19.5%,難易度2位/9ホール中 平均スコア5.5 平均パット数2.13 パーオン率19.5% フェアウェイ率48.0% OB率32.0% バンカー率19.5%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：4,Reg.：402yd,Hdcp：2,PAR：3,Reg.：205yd,Hdcp：4,PAR：4,Reg.：335yd,Hdcp：8
9,ゆるやかな打ち上げのミドルホール,ゆるやかな打ち上げのミドルホール,ゆるやかな打ち上げのミドルホール,打ち下ろし距離のあるショートホール,打ち下ろし距離のあるショートホール,打ち下ろし距離のあるショートホール,打ち上げのミドルホール,打ち上げのミドルホール,打ち上げのミドルホール
10,難易度3位/9ホール中 平均スコア5.52 平均パット数2.11 パーオン率13.0% フェアウェイ率47.5% OB率4.0% バンカー率42.5%,難易度3位/9ホール中 平均スコア5.52 平均パット数2.11 パーオン率13.0% フェアウェイ率47.5% OB率4.0% バンカー率42.5%,難易度3位/9ホール中 平均スコア5.52 平均パット数2.11 パーオン率13.0% フェアウェイ率47.5% OB率4.0% バンカー率42.5%,難易度8位/9ホール中 平均スコア4.1 平均パット数2.05 パーオン率22.5% フェアウェイ率- OB率2.7% バンカー率30.5%,難易度8位/9ホール中 平均スコア4.1 平均パット数2.05 パーオン率22.5% フェアウェイ率- OB率2.7% バンカー率30.5%,難易度8位/9ホール中 平均スコア4.1 平均パット数2.05 パーオン率22.5% フェアウェイ率- OB率2.7% バンカー率30.5%,難易度5位/9ホール中 平均スコア5.26 平均パット数2.1 パーオン率25.0% フェアウェイ率51.0% OB率3.0% バンカー率25.3%,難易度5位/9ホール中 平均スコア5.26 平均パット数2.1 パーオン率25.0% フェアウェイ率51.0% OB率3.0% バンカー率25.3%,難易度5位/9ホール中 平均スコア5.26 平均パット数2.1 パーオン率25.0% フェアウェイ率51.0% OB率3.0% バンカー率25.3%
