,HOLE：10,HOLE：10.1,HOLE：10.2,HOLE：11,HOLE：11.1,HOLE：11.2,HOLE：12,HOLE：12.1,HOLE：12.2
0,PAR：5,Reg.：506yd,Hdcp：10,PAR：3,Reg.：143yd,Hdcp：16,PAR：4,Reg.：392yd,Hdcp：4
1,セカンドショット以降、左側にクリーク,セカンドショット以降、左側にクリーク,セカンドショット以降、左側にクリーク,左手前の池は気にする事ないがバンカーに注意,左手前の池は気にする事ないがバンカーに注意,左手前の池は気にする事ないがバンカーに注意,見えない池のあるミドルホール,見えない池のあるミドルホール,見えない池のあるミドルホール
2,難易度10位/18ホール中 平均スコア6.22 平均パット数1.9 パーオン率25.0% フェアウェイ率40.0% OB率2.7% バンカー率26.8%,難易度10位/18ホール中 平均スコア6.22 平均パット数1.9 パーオン率25.0% フェアウェイ率40.0% OB率2.7% バンカー率26.8%,難易度10位/18ホール中 平均スコア6.22 平均パット数1.9 パーオン率25.0% フェアウェイ率40.0% OB率2.7% バンカー率26.8%,難易度17位/18ホール中 平均スコア4.02 平均パット数1.86 パーオン率17.3% フェアウェイ率- OB率2.0% バンカー率30.5%,難易度17位/18ホール中 平均スコア4.02 平均パット数1.86 パーオン率17.3% フェアウェイ率- OB率2.0% バンカー率30.5%,難易度17位/18ホール中 平均スコア4.02 平均パット数1.86 パーオン率17.3% フェアウェイ率- OB率2.0% バンカー率30.5%,難易度7位/18ホール中 平均スコア5.27 平均パット数1.88 パーオン率16.8% フェアウェイ率48.8% OB率3.7% バンカー率23.8%,難易度7位/18ホール中 平均スコア5.27 平均パット数1.88 パーオン率16.8% フェアウェイ率48.8% OB率3.7% バンカー率23.8%,難易度7位/18ホール中 平均スコア5.27 平均パット数1.88 パーオン率16.8% フェアウェイ率48.8% OB率3.7% バンカー率23.8%
3,HOLE：13,HOLE：13,HOLE：13,HOLE：14,HOLE：14,HOLE：14,HOLE：15,HOLE：15,HOLE：15
4,PAR：4,Reg.：339yd,Hdcp：14,PAR：4,Reg.：420yd,Hdcp：2,PAR：4,Reg.：373yd,Hdcp：6
5,短いミドルホール,短いミドルホール,短いミドルホール,距離の長いミドルホール,距離の長いミドルホール,距離の長いミドルホール,池越えのミドルホール,池越えのミドルホール,池越えのミドルホール
6,難易度11位/18ホール中 平均スコア5.25 平均パット数1.96 パーオン率23.0% フェアウェイ率49.8% OB率13.5% バンカー率19.5%,難易度11位/18ホール中 平均スコア5.25 平均パット数1.96 パーオン率23.0% フェアウェイ率49.8% OB率13.5% バンカー率19.5%,難易度11位/18ホール中 平均スコア5.25 平均パット数1.96 パーオン率23.0% フェアウェイ率49.8% OB率13.5% バンカー率19.5%,難易度2位/18ホール中 平均スコア5.64 平均パット数1.93 パーオン率7.8% フェアウェイ率44.8% OB率16.0% バンカー率20.0%,難易度2位/18ホール中 平均スコア5.64 平均パット数1.93 パーオン率7.8% フェアウェイ率44.8% OB率16.0% バンカー率20.0%,難易度2位/18ホール中 平均スコア5.64 平均パット数1.93 パーオン率7.8% フェアウェイ率44.8% OB率16.0% バンカー率20.0%,難易度9位/18ホール中 平均スコア5.25 平均パット数1.93 パーオン率18.3% フェアウェイ率42.0% OB率7.8% バンカー率26.3%,難易度9位/18ホール中 平均スコア5.25 平均パット数1.93 パーオン率18.3% フェアウェイ率42.0% OB率7.8% バンカー率26.3%,難易度9位/18ホール中 平均スコア5.25 平均パット数1.93 パーオン率18.3% フェアウェイ率42.0% OB率7.8% バンカー率26.3%
7,HOLE：16,HOLE：16,HOLE：16,HOLE：17,HOLE：17,HOLE：17,HOLE：18,HOLE：18,HOLE：18
8,PAR：4,Reg.：355yd,Hdcp：18,PAR：3,Reg.：185yd,Hdcp：8,PAR：5,Reg.：484yd,Hdcp：12
9,フェアウェイの木の左狙い　セカンドは若干打ち上げ,フェアウェイの木の左狙い　セカンドは若干打ち上げ,フェアウェイの木の左狙い　セカンドは若干打ち上げ,距離のあるショートホール,距離のあるショートホール,距離のあるショートホール,右ドッグレッグのロングホール,右ドッグレッグのロングホール,右ドッグレッグのロングホール
10,難易度14位/18ホール中 平均スコア5.16 平均パット数1.92 パーオン率24.3% フェアウェイ率48.5% OB率7.3% バンカー率25.3%,難易度14位/18ホール中 平均スコア5.16 平均パット数1.92 パーオン率24.3% フェアウェイ率48.5% OB率7.3% バンカー率25.3%,難易度14位/18ホール中 平均スコア5.16 平均パット数1.92 パーオン率24.3% フェアウェイ率48.5% OB率7.3% バンカー率25.3%,難易度15位/18ホール中 平均スコア4.09 平均パット数1.87 パーオン率13.8% フェアウェイ率- OB率5.0% バンカー率12.5%,難易度15位/18ホール中 平均スコア4.09 平均パット数1.87 パーオン率13.8% フェアウェイ率- OB率5.0% バンカー率12.5%,難易度15位/18ホール中 平均スコア4.09 平均パット数1.87 パーオン率13.8% フェアウェイ率- OB率5.0% バンカー率12.5%,難易度13位/18ホール中 平均スコア6.22 平均パット数1.89 パーオン率27.0% フェアウェイ率43.0% OB率9.5% バンカー率25.0%,難易度13位/18ホール中 平均スコア6.22 平均パット数1.89 パーオン率27.0% フェアウェイ率43.0% OB率9.5% バンカー率25.0%,難易度13位/18ホール中 平均スコア6.22 平均パット数1.89 パーオン率27.0% フェアウェイ率43.0% OB率9.5% バンカー率25.0%
