,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：362yd,Hdcp：9,PAR：3,Reg.：146yd,Hdcp：15,PAR：5,Reg.：498yd,Hdcp：3
1,Ｓ字のミドルホール,Ｓ字のミドルホール,Ｓ字のミドルホール,長いショートホール,長いショートホール,長いショートホール,真っ直ぐなロングホール,真っ直ぐなロングホール,真っ直ぐなロングホール
2,難易度7位/18ホール中 平均スコア5.39 平均パット数2.1 パーオン率24.0% フェアウェイ率46.0% OB率30.0% バンカー率20.0%,難易度7位/18ホール中 平均スコア5.39 平均パット数2.1 パーオン率24.0% フェアウェイ率46.0% OB率30.0% バンカー率20.0%,難易度7位/18ホール中 平均スコア5.39 平均パット数2.1 パーオン率24.0% フェアウェイ率46.0% OB率30.0% バンカー率20.0%,難易度16位/18ホール中 平均スコア3.97 平均パット数2.08 パーオン率36.0% フェアウェイ率- OB率13.5% バンカー率18.3%,難易度16位/18ホール中 平均スコア3.97 平均パット数2.08 パーオン率36.0% フェアウェイ率- OB率13.5% バンカー率18.3%,難易度16位/18ホール中 平均スコア3.97 平均パット数2.08 パーオン率36.0% フェアウェイ率- OB率13.5% バンカー率18.3%,難易度5位/18ホール中 平均スコア6.44 平均パット数2.13 パーオン率26.8% フェアウェイ率46.3% OB率30.8% バンカー率12.0%,難易度5位/18ホール中 平均スコア6.44 平均パット数2.13 パーオン率26.8% フェアウェイ率46.3% OB率30.8% バンカー率12.0%,難易度5位/18ホール中 平均スコア6.44 平均パット数2.13 パーオン率26.8% フェアウェイ率46.3% OB率30.8% バンカー率12.0%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：4,Reg.：333yd,Hdcp：7,PAR：4,Reg.：341yd,Hdcp：13,PAR：5,Reg.：564yd,Hdcp：1
5,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,左ドッグレッグのロングホール,左ドッグレッグのロングホール,左ドッグレッグのロングホール
6,難易度12位/18ホール中 平均スコア5.25 平均パット数2.16 パーオン率34.5% フェアウェイ率39.8% OB率32.0% バンカー率16.3%,難易度12位/18ホール中 平均スコア5.25 平均パット数2.16 パーオン率34.5% フェアウェイ率39.8% OB率32.0% バンカー率16.3%,難易度12位/18ホール中 平均スコア5.25 平均パット数2.16 パーオン率34.5% フェアウェイ率39.8% OB率32.0% バンカー率16.3%,難易度9位/18ホール中 平均スコア5.3 平均パット数2.13 パーオン率32.3% フェアウェイ率49.8% OB率42.5% バンカー率9.5%,難易度9位/18ホール中 平均スコア5.3 平均パット数2.13 パーオン率32.3% フェアウェイ率49.8% OB率42.5% バンカー率9.5%,難易度9位/18ホール中 平均スコア5.3 平均パット数2.13 パーオン率32.3% フェアウェイ率49.8% OB率42.5% バンカー率9.5%,難易度2位/18ホール中 平均スコア6.57 平均パット数2.09 パーオン率20.3% フェアウェイ率56.8% OB率29.5% バンカー率16.8%,難易度2位/18ホール中 平均スコア6.57 平均パット数2.09 パーオン率20.3% フェアウェイ率56.8% OB率29.5% バンカー率16.8%,難易度2位/18ホール中 平均スコア6.57 平均パット数2.09 パーオン率20.3% フェアウェイ率56.8% OB率29.5% バンカー率16.8%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：3,Reg.：168yd,Hdcp：17,PAR：4,Reg.：348yd,Hdcp：5,PAR：4,Reg.：365yd,Hdcp：11
9,池越えのショートホール　手前がＬ（左）グリーン,池越えのショートホール　手前がＬ（左）グリーン,池越えのショートホール　手前がＬ（左）グリーン,真っ直ぐなミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール
10,難易度17位/18ホール中 平均スコア3.97 平均パット数2.03 パーオン率32.5% フェアウェイ率- OB率9.3% バンカー率19.8%,難易度17位/18ホール中 平均スコア3.97 平均パット数2.03 パーオン率32.5% フェアウェイ率- OB率9.3% バンカー率19.8%,難易度17位/18ホール中 平均スコア3.97 平均パット数2.03 パーオン率32.5% フェアウェイ率- OB率9.3% バンカー率19.8%,難易度4位/18ホール中 平均スコア5.5 平均パット数2.05 パーオン率17.5% フェアウェイ率45.8% OB率26.0% バンカー率23.3%,難易度4位/18ホール中 平均スコア5.5 平均パット数2.05 パーオン率17.5% フェアウェイ率45.8% OB率26.0% バンカー率23.3%,難易度4位/18ホール中 平均スコア5.5 平均パット数2.05 パーオン率17.5% フェアウェイ率45.8% OB率26.0% バンカー率23.3%,難易度8位/18ホール中 平均スコア5.26 平均パット数2.06 パーオン率29.3% フェアウェイ率52.5% OB率26.3% バンカー率16.5%,難易度8位/18ホール中 平均スコア5.26 平均パット数2.06 パーオン率29.3% フェアウェイ率52.5% OB率26.3% バンカー率16.5%,難易度8位/18ホール中 平均スコア5.26 平均パット数2.06 パーオン率29.3% フェアウェイ率52.5% OB率26.3% バンカー率16.5%
