,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：362yd,Hdcp：,PAR：4,Reg.：298yd,Hdcp：,PAR：3,Reg.：150yd,Hdcp：
1,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,左ドッグレッグの短いミドルホール,左ドッグレッグの短いミドルホール,左ドッグレッグの短いミドルホール,真っ直ぐなショートホール,真っ直ぐなショートホール,真っ直ぐなショートホール
2,難易度2位/9ホール中 平均スコア5.36 平均パット数2.02 パーオン率22.3% フェアウェイ率54.0% OB率18.0% バンカー率27.3%,難易度2位/9ホール中 平均スコア5.36 平均パット数2.02 パーオン率22.3% フェアウェイ率54.0% OB率18.0% バンカー率27.3%,難易度2位/9ホール中 平均スコア5.36 平均パット数2.02 パーオン率22.3% フェアウェイ率54.0% OB率18.0% バンカー率27.3%,難易度7位/9ホール中 平均スコア5.04 平均パット数2.04 パーオン率37.0% フェアウェイ率46.8% OB率23.5% バンカー率11.8%,難易度7位/9ホール中 平均スコア5.04 平均パット数2.04 パーオン率37.0% フェアウェイ率46.8% OB率23.5% バンカー率11.8%,難易度7位/9ホール中 平均スコア5.04 平均パット数2.04 パーオン率37.0% フェアウェイ率46.8% OB率23.5% バンカー率11.8%,難易度9位/9ホール中 平均スコア4.01 平均パット数2.05 パーオン率26.8% フェアウェイ率- OB率20.3% バンカー率19.3%,難易度9位/9ホール中 平均スコア4.01 平均パット数2.05 パーオン率26.8% フェアウェイ率- OB率20.3% バンカー率19.3%,難易度9位/9ホール中 平均スコア4.01 平均パット数2.05 パーオン率26.8% フェアウェイ率- OB率20.3% バンカー率19.3%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：5,Reg.：462yd,Hdcp：,PAR：4,Reg.：356yd,Hdcp：,PAR：4,Reg.：330yd,Hdcp：
5,左ドッグレッグのロングホール,左ドッグレッグのロングホール,左ドッグレッグのロングホール,緩やかな左ドッグレッグのミドルコース,緩やかな左ドッグレッグのミドルコース,緩やかな左ドッグレッグのミドルコース,右ドッグレッグのミドルコース,右ドッグレッグのミドルコース,右ドッグレッグのミドルコース
6,難易度5位/9ホール中 平均スコア6.19 平均パット数2.06 パーオン率32.8% フェアウェイ率54.0% OB率16.8% バンカー率19.3%,難易度5位/9ホール中 平均スコア6.19 平均パット数2.06 パーオン率32.8% フェアウェイ率54.0% OB率16.8% バンカー率19.3%,難易度5位/9ホール中 平均スコア6.19 平均パット数2.06 パーオン率32.8% フェアウェイ率54.0% OB率16.8% バンカー率19.3%,難易度1位/9ホール中 平均スコア5.53 平均パット数2.07 パーオン率13.0% フェアウェイ率54.8% OB率23.5% バンカー率14.5%,難易度1位/9ホール中 平均スコア5.53 平均パット数2.07 パーオン率13.0% フェアウェイ率54.8% OB率23.5% バンカー率14.5%,難易度1位/9ホール中 平均スコア5.53 平均パット数2.07 パーオン率13.0% フェアウェイ率54.8% OB率23.5% バンカー率14.5%,難易度4位/9ホール中 平均スコア5.26 平均パット数2.01 パーオン率27.0% フェアウェイ率52.3% OB率26.5% バンカー率17.8%,難易度4位/9ホール中 平均スコア5.26 平均パット数2.01 パーオン率27.0% フェアウェイ率52.3% OB率26.5% バンカー率17.8%,難易度4位/9ホール中 平均スコア5.26 平均パット数2.01 パーオン率27.0% フェアウェイ率52.3% OB率26.5% バンカー率17.8%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：3,Reg.：161yd,Hdcp：,PAR：4,Reg.：378yd,Hdcp：,PAR：5,Reg.：476yd,Hdcp：
9,真っ直ぐなショートコース,真っ直ぐなショートコース,真っ直ぐなショートコース,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,Ｓ字のロングホール,Ｓ字のロングホール,Ｓ字のロングホール
10,難易度8位/9ホール中 平均スコア4.17 平均パット数2.04 パーオン率16.5% フェアウェイ率- OB率3.0% バンカー率26.0%,難易度8位/9ホール中 平均スコア4.17 平均パット数2.04 パーオン率16.5% フェアウェイ率- OB率3.0% バンカー率26.0%,難易度8位/9ホール中 平均スコア4.17 平均パット数2.04 パーオン率16.5% フェアウェイ率- OB率3.0% バンカー率26.0%,難易度3位/9ホール中 平均スコア5.26 平均パット数2.05 パーオン率26.8% フェアウェイ率61.8% OB率26.0% バンカー率8.0%,難易度3位/9ホール中 平均スコア5.26 平均パット数2.05 パーオン率26.8% フェアウェイ率61.8% OB率26.0% バンカー率8.0%,難易度3位/9ホール中 平均スコア5.26 平均パット数2.05 パーオン率26.8% フェアウェイ率61.8% OB率26.0% バンカー率8.0%,難易度6位/9ホール中 平均スコア6.18 平均パット数2.15 パーオン率37.3% フェアウェイ率60.0% OB率10.0% バンカー率16.8%,難易度6位/9ホール中 平均スコア6.18 平均パット数2.15 パーオン率37.3% フェアウェイ率60.0% OB率10.0% バンカー率16.8%,難易度6位/9ホール中 平均スコア6.18 平均パット数2.15 パーオン率37.3% フェアウェイ率60.0% OB率10.0% バンカー率16.8%
