,HOLE：10,HOLE：10.1,HOLE：10.2,HOLE：11,HOLE：11.1,HOLE：11.2,HOLE：12,HOLE：12.1,HOLE：12.2
0,PAR：4,Reg.：297yd,Hdcp：10,PAR：4,Reg.：371yd,Hdcp：4,PAR：3,Reg.：181yd,Hdcp：16
1,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,長いショートホール,長いショートホール,長いショートホール
2,難易度4位/9ホール中 平均スコア5.22 平均パット数1.93 パーオン率24.0% フェアウェイ率60.0% OB率18.5% バンカー率6.8%,難易度4位/9ホール中 平均スコア5.22 平均パット数1.93 パーオン率24.0% フェアウェイ率60.0% OB率18.5% バンカー率6.8%,難易度4位/9ホール中 平均スコア5.22 平均パット数1.93 パーオン率24.0% フェアウェイ率60.0% OB率18.5% バンカー率6.8%,難易度1位/9ホール中 平均スコア5.48 平均パット数1.93 パーオン率16.5% フェアウェイ率52.3% OB率46.5% バンカー率6.3%,難易度1位/9ホール中 平均スコア5.48 平均パット数1.93 パーオン率16.5% フェアウェイ率52.3% OB率46.5% バンカー率6.3%,難易度1位/9ホール中 平均スコア5.48 平均パット数1.93 パーオン率16.5% フェアウェイ率52.3% OB率46.5% バンカー率6.3%,難易度8位/9ホール中 平均スコア3.97 平均パット数1.9 パーオン率25.0% フェアウェイ率- OB率15.5% バンカー率24.8%,難易度8位/9ホール中 平均スコア3.97 平均パット数1.9 パーオン率25.0% フェアウェイ率- OB率15.5% バンカー率24.8%,難易度8位/9ホール中 平均スコア3.97 平均パット数1.9 パーオン率25.0% フェアウェイ率- OB率15.5% バンカー率24.8%
3,HOLE：13,HOLE：13,HOLE：13,HOLE：14,HOLE：14,HOLE：14,HOLE：15,HOLE：15,HOLE：15
4,PAR：4,Reg.：257yd,Hdcp：8,PAR：3,Reg.：123yd,Hdcp：14,PAR：4,Reg.：242yd,Hdcp：2
5,短いミドルホール,短いミドルホール,短いミドルホール,短いショートホール,短いショートホール,短いショートホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール
6,難易度5位/9ホール中 平均スコア5.16 平均パット数1.97 パーオン率29.5% フェアウェイ率61.3% OB率22.8% バンカー率10.8%,難易度5位/9ホール中 平均スコア5.16 平均パット数1.97 パーオン率29.5% フェアウェイ率61.3% OB率22.8% バンカー率10.8%,難易度5位/9ホール中 平均スコア5.16 平均パット数1.97 パーオン率29.5% フェアウェイ率61.3% OB率22.8% バンカー率10.8%,難易度9位/9ホール中 平均スコア3.93 平均パット数1.88 パーオン率23.8% フェアウェイ率- OB率11.3% バンカー率1.0%,難易度9位/9ホール中 平均スコア3.93 平均パット数1.88 パーオン率23.8% フェアウェイ率- OB率11.3% バンカー率1.0%,難易度9位/9ホール中 平均スコア3.93 平均パット数1.88 パーオン率23.8% フェアウェイ率- OB率11.3% バンカー率1.0%,難易度7位/9ホール中 平均スコア5.1 平均パット数1.88 パーオン率21.3% フェアウェイ率62.5% OB率13.3% バンカー率8.5%,難易度7位/9ホール中 平均スコア5.1 平均パット数1.88 パーオン率21.3% フェアウェイ率62.5% OB率13.3% バンカー率8.5%,難易度7位/9ホール中 平均スコア5.1 平均パット数1.88 パーオン率21.3% フェアウェイ率62.5% OB率13.3% バンカー率8.5%
7,HOLE：16,HOLE：16,HOLE：16,HOLE：17,HOLE：17,HOLE：17,HOLE：18,HOLE：18,HOLE：18
8,PAR：4,Reg.：279yd,Hdcp：18,PAR：4,Reg.：307yd,Hdcp：12,PAR：5,Reg.：394yd,Hdcp：6
9,真っ直ぐなミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,右ドッグレッグのロングホール,右ドッグレッグのロングホール,右ドッグレッグのロングホール
10,難易度6位/9ホール中 平均スコア5.16 平均パット数1.91 パーオン率24.0% フェアウェイ率62.5% OB率6.3% バンカー率10.3%,難易度6位/9ホール中 平均スコア5.16 平均パット数1.91 パーオン率24.0% フェアウェイ率62.5% OB率6.3% バンカー率10.3%,難易度6位/9ホール中 平均スコア5.16 平均パット数1.91 パーオン率24.0% フェアウェイ率62.5% OB率6.3% バンカー率10.3%,難易度3位/9ホール中 平均スコア5.29 平均パット数2.05 パーオン率31.0% フェアウェイ率63.3% OB率38.3% バンカー率11.0%,難易度3位/9ホール中 平均スコア5.29 平均パット数2.05 パーオン率31.0% フェアウェイ率63.3% OB率38.3% バンカー率11.0%,難易度3位/9ホール中 平均スコア5.29 平均パット数2.05 パーオン率31.0% フェアウェイ率63.3% OB率38.3% バンカー率11.0%,難易度2位/9ホール中 平均スコア6.39 平均パット数1.84 パーオン率26.5% フェアウェイ率53.5% OB率50.0% バンカー率4.8%,難易度2位/9ホール中 平均スコア6.39 平均パット数1.84 パーオン率26.5% フェアウェイ率53.5% OB率50.0% バンカー率4.8%,難易度2位/9ホール中 平均スコア6.39 平均パット数1.84 パーオン率26.5% フェアウェイ率53.5% OB率50.0% バンカー率4.8%
