,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：394yd,Hdcp：9,PAR：5,Reg.：472yd,Hdcp：3,PAR：3,Reg.：163yd,Hdcp：15
1,緩やかな打ち下しの距離のあるミドルホール,緩やかな打ち下しの距離のあるミドルホール,緩やかな打ち下しの距離のあるミドルホール,打ち下ろしのロングホール,打ち下ろしのロングホール,打ち下ろしのロングホール,打ち下ろしのショートホール,打ち下ろしのショートホール,打ち下ろしのショートホール
2,難易度6位/18ホール中 平均スコア5.47 平均パット数2.05 パーオン率15.8% フェアウェイ率48.3% OB率8.5% バンカー率18.3%,難易度6位/18ホール中 平均スコア5.47 平均パット数2.05 パーオン率15.8% フェアウェイ率48.3% OB率8.5% バンカー率18.3%,難易度6位/18ホール中 平均スコア5.47 平均パット数2.05 パーオン率15.8% フェアウェイ率48.3% OB率8.5% バンカー率18.3%,難易度17位/18ホール中 平均スコア6 平均パット数2.04 パーオン率39.8% フェアウェイ率54.0% OB率17.7% バンカー率23.0%,難易度17位/18ホール中 平均スコア6 平均パット数2.04 パーオン率39.8% フェアウェイ率54.0% OB率17.7% バンカー率23.0%,難易度17位/18ホール中 平均スコア6 平均パット数2.04 パーオン率39.8% フェアウェイ率54.0% OB率17.7% バンカー率23.0%,難易度16位/18ホール中 平均スコア4.09 平均パット数2.03 パーオン率27.0% フェアウェイ率- OB率13.3% バンカー率38.0%,難易度16位/18ホール中 平均スコア4.09 平均パット数2.03 パーオン率27.0% フェアウェイ率- OB率13.3% バンカー率38.0%,難易度16位/18ホール中 平均スコア4.09 平均パット数2.03 パーオン率27.0% フェアウェイ率- OB率13.3% バンカー率38.0%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：4,Reg.：334yd,Hdcp：7,PAR：4,Reg.：356yd,Hdcp：1,PAR：3,Reg.：175yd,Hdcp：13
5,やや打ち上げのミドルホール,やや打ち上げのミドルホール,やや打ち上げのミドルホール,左がOBなのでティーショットのひっかけは禁物,左がOBなのでティーショットのひっかけは禁物,左がOBなのでティーショットのひっかけは禁物,名物池越えのショートホール,名物池越えのショートホール,名物池越えのショートホール
6,難易度8位/18ホール中 平均スコア5.39 平均パット数1.99 パーオン率16.8% フェアウェイ率49.5% OB率14.7% バンカー率20.5%,難易度8位/18ホール中 平均スコア5.39 平均パット数1.99 パーオン率16.8% フェアウェイ率49.5% OB率14.7% バンカー率20.5%,難易度8位/18ホール中 平均スコア5.39 平均パット数1.99 パーオン率16.8% フェアウェイ率49.5% OB率14.7% バンカー率20.5%,難易度12位/18ホール中 平均スコア5.24 平均パット数2.06 パーオン率25.0% フェアウェイ率51.0% OB率14.3% バンカー率24.3%,難易度12位/18ホール中 平均スコア5.24 平均パット数2.06 パーオン率25.0% フェアウェイ率51.0% OB率14.3% バンカー率24.3%,難易度12位/18ホール中 平均スコア5.24 平均パット数2.06 パーオン率25.0% フェアウェイ率51.0% OB率14.3% バンカー率24.3%,難易度13位/18ホール中 平均スコア4.24 平均パット数2 パーオン率21.5% フェアウェイ率- OB率8.5% バンカー率8.5%,難易度13位/18ホール中 平均スコア4.24 平均パット数2 パーオン率21.5% フェアウェイ率- OB率8.5% バンカー率8.5%,難易度13位/18ホール中 平均スコア4.24 平均パット数2 パーオン率21.5% フェアウェイ率- OB率8.5% バンカー率8.5%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：5,Reg.：493yd,Hdcp：5,PAR：4,Reg.：369yd,Hdcp：17,PAR：4,Reg.：372yd,Hdcp：11
9,やや打ち上げの距離のあるロングホール,やや打ち上げの距離のあるロングホール,やや打ち上げの距離のあるロングホール,フェアウェイ左サイドに池のあるメンタルなミドル,フェアウェイ左サイドに池のあるメンタルなミドル,フェアウェイ左サイドに池のあるメンタルなミドル,やや打ち上げの長いミドルホール,やや打ち上げの長いミドルホール,やや打ち上げの長いミドルホール
10,難易度7位/18ホール中 平均スコア6.38 平均パット数2.06 パーオン率25.0% フェアウェイ率54.0% OB率12.5% バンカー率33.0%,難易度7位/18ホール中 平均スコア6.38 平均パット数2.06 パーオン率25.0% フェアウェイ率54.0% OB率12.5% バンカー率33.0%,難易度7位/18ホール中 平均スコア6.38 平均パット数2.06 パーオン率25.0% フェアウェイ率54.0% OB率12.5% バンカー率33.0%,難易度4位/18ホール中 平均スコア5.47 平均パット数2.03 パーオン率18.8% フェアウェイ率46.3% OB率8.8% バンカー率14.3%,難易度4位/18ホール中 平均スコア5.47 平均パット数2.03 パーオン率18.8% フェアウェイ率46.3% OB率8.8% バンカー率14.3%,難易度4位/18ホール中 平均スコア5.47 平均パット数2.03 パーオン率18.8% フェアウェイ率46.3% OB率8.8% バンカー率14.3%,難易度2位/18ホール中 平均スコア5.48 平均パット数2.01 パーオン率14.0% フェアウェイ率42.5% OB率6.5% バンカー率26.5%,難易度2位/18ホール中 平均スコア5.48 平均パット数2.01 パーオン率14.0% フェアウェイ率42.5% OB率6.5% バンカー率26.5%,難易度2位/18ホール中 平均スコア5.48 平均パット数2.01 パーオン率14.0% フェアウェイ率42.5% OB率6.5% バンカー率26.5%
