,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：399yd,Hdcp：,PAR：5,Reg.：472yd,Hdcp：,PAR：3,Reg.：150yd,Hdcp：
1,長いミドルホール,長いミドルホール,長いミドルホール,左ドッグレッグのロングホール,左ドッグレッグのロングホール,左ドッグレッグのロングホール,長いショートホール,長いショートホール,長いショートホール
2,難易度1位/9ホール中 平均スコア5.59 平均パット数1.91 パーオン率5.3% フェアウェイ率42.3% OB率13.0% バンカー率27.0%,難易度1位/9ホール中 平均スコア5.59 平均パット数1.91 パーオン率5.3% フェアウェイ率42.3% OB率13.0% バンカー率27.0%,難易度1位/9ホール中 平均スコア5.59 平均パット数1.91 パーオン率5.3% フェアウェイ率42.3% OB率13.0% バンカー率27.0%,難易度5位/9ホール中 平均スコア6.17 平均パット数1.97 パーオン率28.3% フェアウェイ率43.5% OB率9.3% バンカー率5.7%,難易度5位/9ホール中 平均スコア6.17 平均パット数1.97 パーオン率28.3% フェアウェイ率43.5% OB率9.3% バンカー率5.7%,難易度5位/9ホール中 平均スコア6.17 平均パット数1.97 パーオン率28.3% フェアウェイ率43.5% OB率9.3% バンカー率5.7%,難易度8位/9ホール中 平均スコア4.15 平均パット数1.93 パーオン率19.5% フェアウェイ率- OB率3.0% バンカー率47.3%,難易度8位/9ホール中 平均スコア4.15 平均パット数1.93 パーオン率19.5% フェアウェイ率- OB率3.0% バンカー率47.3%,難易度8位/9ホール中 平均スコア4.15 平均パット数1.93 パーオン率19.5% フェアウェイ率- OB率3.0% バンカー率47.3%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：4,Reg.：343yd,Hdcp：,PAR：4,Reg.：390yd,Hdcp：,PAR：3,Reg.：161yd,Hdcp：
5,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,長いショートホール,長いショートホール,長いショートホール
6,難易度6位/9ホール中 平均スコア5.17 平均パット数1.96 パーオン率20.8% フェアウェイ率44.3% OB率16.0% バンカー率25.8%,難易度6位/9ホール中 平均スコア5.17 平均パット数1.96 パーオン率20.8% フェアウェイ率44.3% OB率16.0% バンカー率25.8%,難易度6位/9ホール中 平均スコア5.17 平均パット数1.96 パーオン率20.8% フェアウェイ率44.3% OB率16.0% バンカー率25.8%,難易度3位/9ホール中 平均スコア5.4 平均パット数1.92 パーオン率12.5% フェアウェイ率45.3% OB率26.8% バンカー率15.3%,難易度3位/9ホール中 平均スコア5.4 平均パット数1.92 パーオン率12.5% フェアウェイ率45.3% OB率26.8% バンカー率15.3%,難易度3位/9ホール中 平均スコア5.4 平均パット数1.92 パーオン率12.5% フェアウェイ率45.3% OB率26.8% バンカー率15.3%,難易度9位/9ホール中 平均スコア4.1 平均パット数1.96 パーオン率19.8% フェアウェイ率- OB率8.0% バンカー率40.5%,難易度9位/9ホール中 平均スコア4.1 平均パット数1.96 パーオン率19.8% フェアウェイ率- OB率8.0% バンカー率40.5%,難易度9位/9ホール中 平均スコア4.1 平均パット数1.96 パーオン率19.8% フェアウェイ率- OB率8.0% バンカー率40.5%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：4,Reg.：298yd,Hdcp：,PAR：5,Reg.：504yd,Hdcp：,PAR：4,Reg.：387yd,Hdcp：
9,Ｓ字のミドルホール,Ｓ字のミドルホール,Ｓ字のミドルホール,左ドッグレッグのロングホール,左ドッグレッグのロングホール,左ドッグレッグのロングホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール
10,難易度7位/9ホール中 平均スコア5.15 平均パット数1.91 パーオン率28.8% フェアウェイ率49.3% OB率12.0% バンカー率24.8%,難易度7位/9ホール中 平均スコア5.15 平均パット数1.91 パーオン率28.8% フェアウェイ率49.3% OB率12.0% バンカー率24.8%,難易度7位/9ホール中 平均スコア5.15 平均パット数1.91 パーオン率28.8% フェアウェイ率49.3% OB率12.0% バンカー率24.8%,難易度2位/9ホール中 平均スコア6.42 平均パット数1.86 パーオン率18.5% フェアウェイ率48.8% OB率17.0% バンカー率18.3%,難易度2位/9ホール中 平均スコア6.42 平均パット数1.86 パーオン率18.5% フェアウェイ率48.8% OB率17.0% バンカー率18.3%,難易度2位/9ホール中 平均スコア6.42 平均パット数1.86 パーオン率18.5% フェアウェイ率48.8% OB率17.0% バンカー率18.3%,難易度4位/9ホール中 平均スコア5.43 平均パット数1.94 パーオン率13.3% フェアウェイ率43.0% OB率24.5% バンカー率18.3%,難易度4位/9ホール中 平均スコア5.43 平均パット数1.94 パーオン率13.3% フェアウェイ率43.0% OB率24.5% バンカー率18.3%,難易度4位/9ホール中 平均スコア5.43 平均パット数1.94 パーオン率13.3% フェアウェイ率43.0% OB率24.5% バンカー率18.3%
