,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：347yd,Hdcp：11,PAR：3,Reg.：117yd,Hdcp：17,PAR：4,Reg.：451yd,Hdcp：5
1,やや打ち上げだが距離の短いミドルホール,やや打ち上げだが距離の短いミドルホール,やや打ち上げだが距離の短いミドルホール,右サイドＯＢで両グリーンともバンカーでガード,右サイドＯＢで両グリーンともバンカーでガード,右サイドＯＢで両グリーンともバンカーでガード,最も距離の長いミドルホール,最も距離の長いミドルホール,最も距離の長いミドルホール
2,難易度4位/18ホール中 平均スコア5.55 平均パット数1.95 パーオン率9.8% フェアウェイ率48.0% OB率19.3% バンカー率8.8%,難易度4位/18ホール中 平均スコア5.55 平均パット数1.95 パーオン率9.8% フェアウェイ率48.0% OB率19.3% バンカー率8.8%,難易度4位/18ホール中 平均スコア5.55 平均パット数1.95 パーオン率9.8% フェアウェイ率48.0% OB率19.3% バンカー率8.8%,難易度18位/18ホール中 平均スコア3.86 平均パット数1.89 パーオン率30.0% フェアウェイ率- OB率13.8% バンカー率15.3%,難易度18位/18ホール中 平均スコア3.86 平均パット数1.89 パーオン率30.0% フェアウェイ率- OB率13.8% バンカー率15.3%,難易度18位/18ホール中 平均スコア3.86 平均パット数1.89 パーオン率30.0% フェアウェイ率- OB率13.8% バンカー率15.3%,難易度7位/18ホール中 平均スコア5.44 平均パット数1.85 パーオン率8.3% フェアウェイ率45.5% OB率7.8% バンカー率9.5%,難易度7位/18ホール中 平均スコア5.44 平均パット数1.85 パーオン率8.3% フェアウェイ率45.5% OB率7.8% バンカー率9.5%,難易度7位/18ホール中 平均スコア5.44 平均パット数1.85 パーオン率8.3% フェアウェイ率45.5% OB率7.8% バンカー率9.5%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：4,Reg.：352yd,Hdcp：3,PAR：4,Reg.：395yd,Hdcp：7,PAR：5,Reg.：460yd,Hdcp：1
5,第一打は右を使って攻める　奥が左（Ｌ）グリーン,第一打は右を使って攻める　奥が左（Ｌ）グリーン,第一打は右を使って攻める　奥が左（Ｌ）グリーン,５０Ｙ沢越えのミドルホール,５０Ｙ沢越えのミドルホール,５０Ｙ沢越えのミドルホール,２打目は右コーライ、左ベント　山でセパレート,２打目は右コーライ、左ベント　山でセパレート,２打目は右コーライ、左ベント　山でセパレート
6,難易度10位/18ホール中 平均スコア5.33 平均パット数1.94 パーオン率14.8% フェアウェイ率58.0% OB率22.8% バンカー率1.7%,難易度10位/18ホール中 平均スコア5.33 平均パット数1.94 パーオン率14.8% フェアウェイ率58.0% OB率22.8% バンカー率1.7%,難易度10位/18ホール中 平均スコア5.33 平均パット数1.94 パーオン率14.8% フェアウェイ率58.0% OB率22.8% バンカー率1.7%,難易度5位/18ホール中 平均スコア5.49 平均パット数1.94 パーオン率13.5% フェアウェイ率51.3% OB率38.0% バンカー率3.7%,難易度5位/18ホール中 平均スコア5.49 平均パット数1.94 パーオン率13.5% フェアウェイ率51.3% OB率38.0% バンカー率3.7%,難易度5位/18ホール中 平均スコア5.49 平均パット数1.94 パーオン率13.5% フェアウェイ率51.3% OB率38.0% バンカー率3.7%,難易度2位/18ホール中 平均スコア6.73 平均パット数2.08 パーオン率14.8% フェアウェイ率50.3% OB率22.5% バンカー率11.5%,難易度2位/18ホール中 平均スコア6.73 平均パット数2.08 パーオン率14.8% フェアウェイ率50.3% OB率22.5% バンカー率11.5%,難易度2位/18ホール中 平均スコア6.73 平均パット数2.08 パーオン率14.8% フェアウェイ率50.3% OB率22.5% バンカー率11.5%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：3,Reg.：209yd,Hdcp：9,PAR：5,Reg.：463yd,Hdcp：13,PAR：4,Reg.：345yd,Hdcp：15
9,全体的にフラットで長いショートホール,全体的にフラットで長いショートホール,全体的にフラットで長いショートホール,右山裾カットで２オン可能な距離、グリーン前に池,右山裾カットで２オン可能な距離、グリーン前に池,右山裾カットで２オン可能な距離、グリーン前に池,ゆるやかな打ち下ろしのミドルホール,ゆるやかな打ち下ろしのミドルホール,ゆるやかな打ち下ろしのミドルホール
10,難易度14位/18ホール中 平均スコア4.16 平均パット数1.93 パーオン率10.3% フェアウェイ率- OB率15.0% バンカー率1.7%,難易度14位/18ホール中 平均スコア4.16 平均パット数1.93 パーオン率10.3% フェアウェイ率- OB率15.0% バンカー率1.7%,難易度14位/18ホール中 平均スコア4.16 平均パット数1.93 パーオン率10.3% フェアウェイ率- OB率15.0% バンカー率1.7%,難易度12位/18ホール中 平均スコア6.17 平均パット数1.96 パーオン率33.3% フェアウェイ率62.5% OB率13.8% バンカー率10.3%,難易度12位/18ホール中 平均スコア6.17 平均パット数1.96 パーオン率33.3% フェアウェイ率62.5% OB率13.8% バンカー率10.3%,難易度12位/18ホール中 平均スコア6.17 平均パット数1.96 パーオン率33.3% フェアウェイ率62.5% OB率13.8% バンカー率10.3%,難易度16位/18ホール中 平均スコア4.99 平均パット数1.89 パーオン率28.3% フェアウェイ率53.0% OB率8.0% バンカー率21.3%,難易度16位/18ホール中 平均スコア4.99 平均パット数1.89 パーオン率28.3% フェアウェイ率53.0% OB率8.0% バンカー率21.3%,難易度16位/18ホール中 平均スコア4.99 平均パット数1.89 パーオン率28.3% フェアウェイ率53.0% OB率8.0% バンカー率21.3%
