,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：5,Reg.：519yd,Hdcp：9,PAR：4,Reg.：401yd,Hdcp：3,PAR：4,Reg.：361yd,Hdcp：15
1,左ドッグレッグのロングホール,左ドッグレッグのロングホール,左ドッグレッグのロングホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール
2,難易度8位/18ホール中 平均スコア6.27 平均パット数2.1 パーオン率31.8% フェアウェイ率47.0% OB率5.0% バンカー率15.3%,難易度8位/18ホール中 平均スコア6.27 平均パット数2.1 パーオン率31.8% フェアウェイ率47.0% OB率5.0% バンカー率15.3%,難易度8位/18ホール中 平均スコア6.27 平均パット数2.1 パーオン率31.8% フェアウェイ率47.0% OB率5.0% バンカー率15.3%,難易度6位/18ホール中 平均スコア5.51 平均パット数2.18 パーオン率19.0% フェアウェイ率53.0% OB率21.8% バンカー率1.5%,難易度6位/18ホール中 平均スコア5.51 平均パット数2.18 パーオン率19.0% フェアウェイ率53.0% OB率21.8% バンカー率1.5%,難易度6位/18ホール中 平均スコア5.51 平均パット数2.18 パーオン率19.0% フェアウェイ率53.0% OB率21.8% バンカー率1.5%,難易度12位/18ホール中 平均スコア5.3 平均パット数2.21 パーオン率29.3% フェアウェイ率46.5% OB率16.0% バンカー率11.5%,難易度12位/18ホール中 平均スコア5.3 平均パット数2.21 パーオン率29.3% フェアウェイ率46.5% OB率16.0% バンカー率11.5%,難易度12位/18ホール中 平均スコア5.3 平均パット数2.21 パーオン率29.3% フェアウェイ率46.5% OB率16.0% バンカー率11.5%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：3,Reg.：184yd,Hdcp：13,PAR：4,Reg.：363yd,Hdcp：7,PAR：4,Reg.：342yd,Hdcp：1
5,長いショートホール,長いショートホール,長いショートホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール
6,難易度13位/18ホール中 平均スコア4.26 平均パット数2.17 パーオン率26.3% フェアウェイ率- OB率8.7% バンカー率8.3%,難易度13位/18ホール中 平均スコア4.26 平均パット数2.17 パーオン率26.3% フェアウェイ率- OB率8.7% バンカー率8.3%,難易度13位/18ホール中 平均スコア4.26 平均パット数2.17 パーオン率26.3% フェアウェイ率- OB率8.7% バンカー率8.3%,難易度10位/18ホール中 平均スコア5.3 平均パット数2.07 パーオン率24.5% フェアウェイ率48.0% OB率6.0% バンカー率19.0%,難易度10位/18ホール中 平均スコア5.3 平均パット数2.07 パーオン率24.5% フェアウェイ率48.0% OB率6.0% バンカー率19.0%,難易度10位/18ホール中 平均スコア5.3 平均パット数2.07 パーオン率24.5% フェアウェイ率48.0% OB率6.0% バンカー率19.0%,難易度7位/18ホール中 平均スコア5.34 平均パット数2.17 パーオン率24.3% フェアウェイ率45.5% OB率4.3% バンカー率13.8%,難易度7位/18ホール中 平均スコア5.34 平均パット数2.17 パーオン率24.3% フェアウェイ率45.5% OB率4.3% バンカー率13.8%,難易度7位/18ホール中 平均スコア5.34 平均パット数2.17 パーオン率24.3% フェアウェイ率45.5% OB率4.3% バンカー率13.8%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：3,Reg.：178yd,Hdcp：17,PAR：5,Reg.：543yd,Hdcp：5,PAR：4,Reg.：419yd,Hdcp：11
9,長いショートホール,長いショートホール,長いショートホール,真っ直ぐなロングホール,真っ直ぐなロングホール,真っ直ぐなロングホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール
10,難易度16位/18ホール中 平均スコア4.13 平均パット数2.11 パーオン率22.3% フェアウェイ率- OB率5.0% バンカー率1.7%,難易度16位/18ホール中 平均スコア4.13 平均パット数2.11 パーオン率22.3% フェアウェイ率- OB率5.0% バンカー率1.7%,難易度16位/18ホール中 平均スコア4.13 平均パット数2.11 パーオン率22.3% フェアウェイ率- OB率5.0% バンカー率1.7%,難易度11位/18ホール中 平均スコア6.26 平均パット数2.06 パーオン率26.8% フェアウェイ率49.5% OB率7.0% バンカー率2.3%,難易度11位/18ホール中 平均スコア6.26 平均パット数2.06 パーオン率26.8% フェアウェイ率49.5% OB率7.0% バンカー率2.3%,難易度11位/18ホール中 平均スコア6.26 平均パット数2.06 パーオン率26.8% フェアウェイ率49.5% OB率7.0% バンカー率2.3%,難易度5位/18ホール中 平均スコア5.54 平均パット数2.16 パーオン率13.0% フェアウェイ率42.8% OB率2.7% バンカー率17.0%,難易度5位/18ホール中 平均スコア5.54 平均パット数2.16 パーオン率13.0% フェアウェイ率42.8% OB率2.7% バンカー率17.0%,難易度5位/18ホール中 平均スコア5.54 平均パット数2.16 パーオン率13.0% フェアウェイ率42.8% OB率2.7% バンカー率17.0%
