,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：5,Reg.：480yd,Hdcp：2,PAR：4,Reg.：300yd,Hdcp：8,PAR：3,Reg.：170yd,Hdcp：4
1,左に１ペナ、右にはＯＢが迫りプレッシャーを感じる,左に１ペナ、右にはＯＢが迫りプレッシャーを感じる,左に１ペナ、右にはＯＢが迫りプレッシャーを感じる,短いミドルホール,短いミドルホール,短いミドルホール,グリーン右は浅いＯＢ　手前正面はバンカー,グリーン右は浅いＯＢ　手前正面はバンカー,グリーン右は浅いＯＢ　手前正面はバンカー
2,難易度1位/9ホール中 平均スコア6.57 平均パット数1.82 パーオン率18.3% フェアウェイ率52.5% OB率26.5% バンカー率17.5%,難易度1位/9ホール中 平均スコア6.57 平均パット数1.82 パーオン率18.3% フェアウェイ率52.5% OB率26.5% バンカー率17.5%,難易度1位/9ホール中 平均スコア6.57 平均パット数1.82 パーオン率18.3% フェアウェイ率52.5% OB率26.5% バンカー率17.5%,難易度8位/9ホール中 平均スコア5.03 平均パット数1.78 パーオン率22.0% フェアウェイ率58.0% OB率14.5% バンカー率18.5%,難易度8位/9ホール中 平均スコア5.03 平均パット数1.78 パーオン率22.0% フェアウェイ率58.0% OB率14.5% バンカー率18.5%,難易度8位/9ホール中 平均スコア5.03 平均パット数1.78 パーオン率22.0% フェアウェイ率58.0% OB率14.5% バンカー率18.5%,難易度5位/9ホール中 平均スコア4.11 平均パット数1.85 パーオン率12.3% フェアウェイ率- OB率7.8% バンカー率14.5%,難易度5位/9ホール中 平均スコア4.11 平均パット数1.85 パーオン率12.3% フェアウェイ率- OB率7.8% バンカー率14.5%,難易度5位/9ホール中 平均スコア4.11 平均パット数1.85 パーオン率12.3% フェアウェイ率- OB率7.8% バンカー率14.5%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：4,Reg.：335yd,Hdcp：7,PAR：4,Reg.：340yd,Hdcp：3,PAR：3,Reg.：170yd,Hdcp：5
5,左前方のラフはクロスバンカーと１ペナが存在する,左前方のラフはクロスバンカーと１ペナが存在する,左前方のラフはクロスバンカーと１ペナが存在する,視界が開けた真っ直ぐなミドルホール,視界が開けた真っ直ぐなミドルホール,視界が開けた真っ直ぐなミドルホール,距離のあるショートホール,距離のあるショートホール,距離のあるショートホール
6,難易度2位/9ホール中 平均スコア5.23 平均パット数1.89 パーオン率19.0% フェアウェイ率53.5% OB率1.7% バンカー率6.5%,難易度2位/9ホール中 平均スコア5.23 平均パット数1.89 パーオン率19.0% フェアウェイ率53.5% OB率1.7% バンカー率6.5%,難易度2位/9ホール中 平均スコア5.23 平均パット数1.89 パーオン率19.0% フェアウェイ率53.5% OB率1.7% バンカー率6.5%,難易度4位/9ホール中 平均スコア5.15 平均パット数1.89 パーオン率19.8% フェアウェイ率62.8% OB率2.0% バンカー率12.5%,難易度4位/9ホール中 平均スコア5.15 平均パット数1.89 パーオン率19.8% フェアウェイ率62.8% OB率2.0% バンカー率12.5%,難易度4位/9ホール中 平均スコア5.15 平均パット数1.89 パーオン率19.8% フェアウェイ率62.8% OB率2.0% バンカー率12.5%,難易度9位/9ホール中 平均スコア4.04 平均パット数1.88 パーオン率13.0% フェアウェイ率- OB率1.0% バンカー率10.3%,難易度9位/9ホール中 平均スコア4.04 平均パット数1.88 パーオン率13.0% フェアウェイ率- OB率1.0% バンカー率10.3%,難易度9位/9ホール中 平均スコア4.04 平均パット数1.88 パーオン率13.0% フェアウェイ率- OB率1.0% バンカー率10.3%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：5,Reg.：480yd,Hdcp：6,PAR：4,Reg.：310yd,Hdcp：9,PAR：4,Reg.：340yd,Hdcp：1
9,フェアウェイは広いので強打も許される,フェアウェイは広いので強打も許される,フェアウェイは広いので強打も許される,右には河川に沿ってＯＢが走り、左はラフは浅い,右には河川に沿ってＯＢが走り、左はラフは浅い,右には河川に沿ってＯＢが走り、左はラフは浅い,左１ペナ、右と奥にはＯＢが待ち受ける,左１ペナ、右と奥にはＯＢが待ち受ける,左１ペナ、右と奥にはＯＢが待ち受ける
10,難易度7位/9ホール中 平均スコア6.05 平均パット数1.87 パーオン率28.5% フェアウェイ率57.0% OB率1.7% バンカー率6.0%,難易度7位/9ホール中 平均スコア6.05 平均パット数1.87 パーオン率28.5% フェアウェイ率57.0% OB率1.7% バンカー率6.0%,難易度7位/9ホール中 平均スコア6.05 平均パット数1.87 パーオン率28.5% フェアウェイ率57.0% OB率1.7% バンカー率6.0%,難易度6位/9ホール中 平均スコア5.11 平均パット数1.84 パーオン率20.0% フェアウェイ率57.5% OB率12.3% バンカー率11.3%,難易度6位/9ホール中 平均スコア5.11 平均パット数1.84 パーオン率20.0% フェアウェイ率57.5% OB率12.3% バンカー率11.3%,難易度6位/9ホール中 平均スコア5.11 平均パット数1.84 パーオン率20.0% フェアウェイ率57.5% OB率12.3% バンカー率11.3%,難易度3位/9ホール中 平均スコア5.19 平均パット数1.86 パーオン率16.5% フェアウェイ率62.8% OB率7.3% バンカー率11.5%,難易度3位/9ホール中 平均スコア5.19 平均パット数1.86 パーオン率16.5% フェアウェイ率62.8% OB率7.3% バンカー率11.5%,難易度3位/9ホール中 平均スコア5.19 平均パット数1.86 パーオン率16.5% フェアウェイ率62.8% OB率7.3% バンカー率11.5%
