,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：406yd,Hdcp：9,PAR：4,Reg.：384yd,Hdcp：3,PAR：5,Reg.：471yd,Hdcp：11
1,ティショットは緩やかな打ち下し,ティショットは緩やかな打ち下し,ティショットは緩やかな打ち下し,距離のある打ち上げホール,距離のある打ち上げホール,距離のある打ち上げホール,距離のないロングホール,距離のないロングホール,距離のないロングホール
2,難易度6位/18ホール中 平均スコア5.34 平均パット数1.89 パーオン率14.0% フェアウェイ率42.0% OB率11.3% バンカー率30.3%,難易度6位/18ホール中 平均スコア5.34 平均パット数1.89 パーオン率14.0% フェアウェイ率42.0% OB率11.3% バンカー率30.3%,難易度6位/18ホール中 平均スコア5.34 平均パット数1.89 パーオン率14.0% フェアウェイ率42.0% OB率11.3% バンカー率30.3%,難易度1位/18ホール中 平均スコア5.66 平均パット数1.92 パーオン率4.5% フェアウェイ率40.8% OB率4.0% バンカー率9.5%,難易度1位/18ホール中 平均スコア5.66 平均パット数1.92 パーオン率4.5% フェアウェイ率40.8% OB率4.0% バンカー率9.5%,難易度1位/18ホール中 平均スコア5.66 平均パット数1.92 パーオン率4.5% フェアウェイ率40.8% OB率4.0% バンカー率9.5%,難易度16位/18ホール中 平均スコア5.93 平均パット数1.91 パーオン率36.8% フェアウェイ率46.3% OB率10.8% バンカー率36.3%,難易度16位/18ホール中 平均スコア5.93 平均パット数1.91 パーオン率36.8% フェアウェイ率46.3% OB率10.8% バンカー率36.3%,難易度16位/18ホール中 平均スコア5.93 平均パット数1.91 パーオン率36.8% フェアウェイ率46.3% OB率10.8% バンカー率36.3%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：3,Reg.：168yd,Hdcp：17,PAR：4,Reg.：336yd,Hdcp：15,PAR：4,Reg.：413yd,Hdcp：5
5,グリーン左OB。比較的距離はないがより慎重さが必要,グリーン左OB。比較的距離はないがより慎重さが必要,グリーン左OB。比較的距離はないがより慎重さが必要,フェアウエイ中央に杉の木。距離はさほどない,フェアウエイ中央に杉の木。距離はさほどない,フェアウエイ中央に杉の木。距離はさほどない,距離があり2打目が打ち上げになる,距離があり2打目が打ち上げになる,距離があり2打目が打ち上げになる
6,難易度18位/18ホール中 平均スコア3.88 平均パット数1.83 パーオン率23.5% フェアウェイ率- OB率9.5% バンカー率37.5%,難易度18位/18ホール中 平均スコア3.88 平均パット数1.83 パーオン率23.5% フェアウェイ率- OB率9.5% バンカー率37.5%,難易度18位/18ホール中 平均スコア3.88 平均パット数1.83 パーオン率23.5% フェアウェイ率- OB率9.5% バンカー率37.5%,難易度12位/18ホール中 平均スコア5.13 平均パット数1.91 パーオン率25.0% フェアウェイ率52.0% OB率9.0% バンカー率23.3%,難易度12位/18ホール中 平均スコア5.13 平均パット数1.91 パーオン率25.0% フェアウェイ率52.0% OB率9.0% バンカー率23.3%,難易度12位/18ホール中 平均スコア5.13 平均パット数1.91 パーオン率25.0% フェアウェイ率52.0% OB率9.0% バンカー率23.3%,難易度4位/18ホール中 平均スコア5.42 平均パット数1.88 パーオン率10.0% フェアウェイ率52.8% OB率10.3% バンカー率14.5%,難易度4位/18ホール中 平均スコア5.42 平均パット数1.88 パーオン率10.0% フェアウェイ率52.8% OB率10.3% バンカー率14.5%,難易度4位/18ホール中 平均スコア5.42 平均パット数1.88 パーオン率10.0% フェアウェイ率52.8% OB率10.3% バンカー率14.5%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：3,Reg.：187yd,Hdcp：7,PAR：5,Reg.：515yd,Hdcp：1,PAR：4,Reg.：333yd,Hdcp：13
9,比較的距離のあるショートホール,比較的距離のあるショートホール,比較的距離のあるショートホール,距離のある打ち上げのロングホール,距離のある打ち上げのロングホール,距離のある打ち上げのロングホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール
10,難易度14位/18ホール中 平均スコア4.1 平均パット数1.85 パーオン率14.8% フェアウェイ率- OB率3.7% バンカー率31.3%,難易度14位/18ホール中 平均スコア4.1 平均パット数1.85 パーオン率14.8% フェアウェイ率- OB率3.7% バンカー率31.3%,難易度14位/18ホール中 平均スコア4.1 平均パット数1.85 パーオン率14.8% フェアウェイ率- OB率3.7% バンカー率31.3%,難易度9位/18ホール中 平均スコア6.16 平均パット数1.88 パーオン率28.8% フェアウェイ率51.0% OB率29.5% バンカー率15.3%,難易度9位/18ホール中 平均スコア6.16 平均パット数1.88 パーオン率28.8% フェアウェイ率51.0% OB率29.5% バンカー率15.3%,難易度9位/18ホール中 平均スコア6.16 平均パット数1.88 パーオン率28.8% フェアウェイ率51.0% OB率29.5% バンカー率15.3%,難易度13位/18ホール中 平均スコア5.13 平均パット数1.9 パーオン率22.3% フェアウェイ率41.5% OB率8.5% バンカー率34.0%,難易度13位/18ホール中 平均スコア5.13 平均パット数1.9 パーオン率22.3% フェアウェイ率41.5% OB率8.5% バンカー率34.0%,難易度13位/18ホール中 平均スコア5.13 平均パット数1.9 パーオン率22.3% フェアウェイ率41.5% OB率8.5% バンカー率34.0%
