,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：345yd,Hdcp：9,PAR：3,Reg.：115yd,Hdcp：15,PAR：4,Reg.：367yd,Hdcp：3
1,ゆるやかな打ち下しのミドルホール　左側OB,ゆるやかな打ち下しのミドルホール　左側OB,ゆるやかな打ち下しのミドルホール　左側OB,グリーンが見えにくい打ち上げで池越えショート,グリーンが見えにくい打ち上げで池越えショート,グリーンが見えにくい打ち上げで池越えショート,法面で受けているミドル　第１打はＦＷ右目狙い,法面で受けているミドル　第１打はＦＷ右目狙い,法面で受けているミドル　第１打はＦＷ右目狙い
2,難易度11位/18ホール中 平均スコア5.24 平均パット数1.83 パーオン率18.3% フェアウェイ率43.5% OB率16.5% バンカー率19.5%,難易度11位/18ホール中 平均スコア5.24 平均パット数1.83 パーオン率18.3% フェアウェイ率43.5% OB率16.5% バンカー率19.5%,難易度11位/18ホール中 平均スコア5.24 平均パット数1.83 パーオン率18.3% フェアウェイ率43.5% OB率16.5% バンカー率19.5%,難易度16位/18ホール中 平均スコア3.92 平均パット数1.9 パーオン率27.5% フェアウェイ率- OB率7.3% バンカー率18.5%,難易度16位/18ホール中 平均スコア3.92 平均パット数1.9 パーオン率27.5% フェアウェイ率- OB率7.3% バンカー率18.5%,難易度16位/18ホール中 平均スコア3.92 平均パット数1.9 パーオン率27.5% フェアウェイ率- OB率7.3% バンカー率18.5%,難易度3位/18ホール中 平均スコア5.52 平均パット数1.93 パーオン率9.0% フェアウェイ率48.3% OB率16.7% バンカー率3.3%,難易度3位/18ホール中 平均スコア5.52 平均パット数1.93 パーオン率9.0% フェアウェイ率48.3% OB率16.7% バンカー率3.3%,難易度3位/18ホール中 平均スコア5.52 平均パット数1.93 パーオン率9.0% フェアウェイ率48.3% OB率16.7% バンカー率3.3%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：3,Reg.：146yd,Hdcp：13,PAR：5,Reg.：529yd,Hdcp：1,PAR：5,Reg.：487yd,Hdcp：7
5,打ち下ろしのショート　グリーンの右側急斜面,打ち下ろしのショート　グリーンの右側急斜面,打ち下ろしのショート　グリーンの右側急斜面,約２００Ｙから右ドッグレッグ　１打目左目狙い,約２００Ｙから右ドッグレッグ　１打目左目狙い,約２００Ｙから右ドッグレッグ　１打目左目狙い,緩やかな右にドッグレッグした雄大なロング,緩やかな右にドッグレッグした雄大なロング,緩やかな右にドッグレッグした雄大なロング
6,難易度15位/18ホール中 平均スコア4 平均パット数1.93 パーオン率22.3% フェアウェイ率- OB率4.0% バンカー率18.0%,難易度15位/18ホール中 平均スコア4 平均パット数1.93 パーオン率22.3% フェアウェイ率- OB率4.0% バンカー率18.0%,難易度15位/18ホール中 平均スコア4 平均パット数1.93 パーオン率22.3% フェアウェイ率- OB率4.0% バンカー率18.0%,難易度1位/18ホール中 平均スコア6.7 平均パット数1.9 パーオン率10.8% フェアウェイ率45.8% OB率30.3% バンカー率15.8%,難易度1位/18ホール中 平均スコア6.7 平均パット数1.9 パーオン率10.8% フェアウェイ率45.8% OB率30.3% バンカー率15.8%,難易度1位/18ホール中 平均スコア6.7 平均パット数1.9 パーオン率10.8% フェアウェイ率45.8% OB率30.3% バンカー率15.8%,難易度4位/18ホール中 平均スコア6.45 平均パット数1.92 パーオン率22.8% フェアウェイ率52.3% OB率31.3% バンカー率23.0%,難易度4位/18ホール中 平均スコア6.45 平均パット数1.92 パーオン率22.8% フェアウェイ率52.3% OB率31.3% バンカー率23.0%,難易度4位/18ホール中 平均スコア6.45 平均パット数1.92 パーオン率22.8% フェアウェイ率52.3% OB率31.3% バンカー率23.0%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：5,Reg.：476yd,Hdcp：5,PAR：3,Reg.：147yd,Hdcp：17,PAR：4,Reg.：331yd,Hdcp：11
9,景観の素晴らしい美しいロングホール,景観の素晴らしい美しいロングホール,景観の素晴らしい美しいロングホール,打ち下ろしショート　右から左への風が多い,打ち下ろしショート　右から左への風が多い,打ち下ろしショート　右から左への風が多い,右ドックレッグのミドル　第１打はＧがブラインド,右ドックレッグのミドル　第１打はＧがブラインド,右ドックレッグのミドル　第１打はＧがブラインド
10,難易度10位/18ホール中 平均スコア6.24 平均パット数1.92 パーオン率28.5% フェアウェイ率54.8% OB率21.8% バンカー率20.8%,難易度10位/18ホール中 平均スコア6.24 平均パット数1.92 パーオン率28.5% フェアウェイ率54.8% OB率21.8% バンカー率20.8%,難易度10位/18ホール中 平均スコア6.24 平均パット数1.92 パーオン率28.5% フェアウェイ率54.8% OB率21.8% バンカー率20.8%,難易度14位/18ホール中 平均スコア4 平均パット数1.92 パーオン率24.3% フェアウェイ率- OB率15.8% バンカー率17.8%,難易度14位/18ホール中 平均スコア4 平均パット数1.92 パーオン率24.3% フェアウェイ率- OB率15.8% バンカー率17.8%,難易度14位/18ホール中 平均スコア4 平均パット数1.92 パーオン率24.3% フェアウェイ率- OB率15.8% バンカー率17.8%,難易度7位/18ホール中 平均スコア5.38 平均パット数1.89 パーオン率15.0% フェアウェイ率50.3% OB率4.0% バンカー率25.5%,難易度7位/18ホール中 平均スコア5.38 平均パット数1.89 パーオン率15.0% フェアウェイ率50.3% OB率4.0% バンカー率25.5%,難易度7位/18ホール中 平均スコア5.38 平均パット数1.89 パーオン率15.0% フェアウェイ率50.3% OB率4.0% バンカー率25.5%
