,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：310yd,Hdcp：5,PAR：3,Reg.：155yd,Hdcp：8,PAR：4,Reg.：285yd,Hdcp：2
1,短いミドルホール,短いミドルホール,短いミドルホール,,,,右ドッグレッグのミドルホール　奥がＬ（左）グリーン,右ドッグレッグのミドルホール　奥がＬ（左）グリーン,右ドッグレッグのミドルホール　奥がＬ（左）グリーン
2,難易度8位/9ホール中 平均スコア5.06 平均パット数1.98 パーオン率34.5% フェアウェイ率55.8% OB率34.8% バンカー率5.3%,難易度8位/9ホール中 平均スコア5.06 平均パット数1.98 パーオン率34.5% フェアウェイ率55.8% OB率34.8% バンカー率5.3%,難易度8位/9ホール中 平均スコア5.06 平均パット数1.98 パーオン率34.5% フェアウェイ率55.8% OB率34.8% バンカー率5.3%,難易度7位/9ホール中 平均スコア4.19 平均パット数2.05 パーオン率20.3% フェアウェイ率- OB率12.3% バンカー率10.0%,難易度7位/9ホール中 平均スコア4.19 平均パット数2.05 パーオン率20.3% フェアウェイ率- OB率12.3% バンカー率10.0%,難易度7位/9ホール中 平均スコア4.19 平均パット数2.05 パーオン率20.3% フェアウェイ率- OB率12.3% バンカー率10.0%,難易度6位/9ホール中 平均スコア5.28 平均パット数1.91 パーオン率18.8% フェアウェイ率59.5% OB率34.7% バンカー率5.3%,難易度6位/9ホール中 平均スコア5.28 平均パット数1.91 パーオン率18.8% フェアウェイ率59.5% OB率34.7% バンカー率5.3%,難易度6位/9ホール中 平均スコア5.28 平均パット数1.91 パーオン率18.8% フェアウェイ率59.5% OB率34.7% バンカー率5.3%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：4,Reg.：390yd,Hdcp：4,PAR：5,Reg.：520yd,Hdcp：1,PAR：3,Reg.：95yd,Hdcp：7
5,長いミドルホール　奥がＬ（左）グリーン,長いミドルホール　奥がＬ（左）グリーン,長いミドルホール　奥がＬ（左）グリーン,左ドッグレッグのロングホール　奥がＬ（左）グリーン,左ドッグレッグのロングホール　奥がＬ（左）グリーン,左ドッグレッグのロングホール　奥がＬ（左）グリーン,,,
6,難易度5位/9ホール中 平均スコア5.39 平均パット数1.78 パーオン率9.5% フェアウェイ率55.0% OB率23.0% バンカー率12.8%,難易度5位/9ホール中 平均スコア5.39 平均パット数1.78 パーオン率9.5% フェアウェイ率55.0% OB率23.0% バンカー率12.8%,難易度5位/9ホール中 平均スコア5.39 平均パット数1.78 パーオン率9.5% フェアウェイ率55.0% OB率23.0% バンカー率12.8%,難易度2位/9ホール中 平均スコア6.67 平均パット数1.86 パーオン率10.8% フェアウェイ率56.0% OB率31.3% バンカー率8.3%,難易度2位/9ホール中 平均スコア6.67 平均パット数1.86 パーオン率10.8% フェアウェイ率56.0% OB率31.3% バンカー率8.3%,難易度2位/9ホール中 平均スコア6.67 平均パット数1.86 パーオン率10.8% フェアウェイ率56.0% OB率31.3% バンカー率8.3%,難易度9位/9ホール中 平均スコア3.82 平均パット数1.81 パーオン率31.5% フェアウェイ率- OB率20.3% バンカー率5.5%,難易度9位/9ホール中 平均スコア3.82 平均パット数1.81 パーオン率31.5% フェアウェイ率- OB率20.3% バンカー率5.5%,難易度9位/9ホール中 平均スコア3.82 平均パット数1.81 パーオン率31.5% フェアウェイ率- OB率20.3% バンカー率5.5%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：4,Reg.：345yd,Hdcp：9,PAR：4,Reg.：375yd,Hdcp：3,PAR：5,Reg.：555yd,Hdcp：6
9,右ドッグレッグのミドルホール　手前がＬ（左）グリーン,右ドッグレッグのミドルホール　手前がＬ（左）グリーン,右ドッグレッグのミドルホール　手前がＬ（左）グリーン,長いミドルホール,長いミドルホール,長いミドルホール,左ドッグレッグのロングホール　手前がＬ（左）グリーン,左ドッグレッグのロングホール　手前がＬ（左）グリーン,左ドッグレッグのロングホール　手前がＬ（左）グリーン
10,難易度4位/9ホール中 平均スコア5.37 平均パット数1.76 パーオン率11.5% フェアウェイ率56.0% OB率26.3% バンカー率14.0%,難易度4位/9ホール中 平均スコア5.37 平均パット数1.76 パーオン率11.5% フェアウェイ率56.0% OB率26.3% バンカー率14.0%,難易度4位/9ホール中 平均スコア5.37 平均パット数1.76 パーオン率11.5% フェアウェイ率56.0% OB率26.3% バンカー率14.0%,難易度3位/9ホール中 平均スコア5.5 平均パット数1.98 パーオン率14.3% フェアウェイ率59.8% OB率14.3% バンカー率3.0%,難易度3位/9ホール中 平均スコア5.5 平均パット数1.98 パーオン率14.3% フェアウェイ率59.8% OB率14.3% バンカー率3.0%,難易度3位/9ホール中 平均スコア5.5 平均パット数1.98 パーオン率14.3% フェアウェイ率59.8% OB率14.3% バンカー率3.0%,難易度1位/9ホール中 平均スコア6.93 平均パット数2.13 パーオン率13.0% フェアウェイ率60.8% OB率37.5% バンカー率4.0%,難易度1位/9ホール中 平均スコア6.93 平均パット数2.13 パーオン率13.0% フェアウェイ率60.8% OB率37.5% バンカー率4.0%,難易度1位/9ホール中 平均スコア6.93 平均パット数2.13 パーオン率13.0% フェアウェイ率60.8% OB率37.5% バンカー率4.0%
