,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：366yd,Hdcp：15,PAR：4,Reg.：350yd,Hdcp：12,PAR：4,Reg.：352yd,Hdcp：9
1,緩やかな打ち下ろしのミドルホール,緩やかな打ち下ろしのミドルホール,緩やかな打ち下ろしのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール
2,難易度9位/18ホール中 平均スコア5.37 平均パット数2.04 パーオン率22.3% フェアウェイ率47.8% OB率38.5% バンカー率19.8%,難易度9位/18ホール中 平均スコア5.37 平均パット数2.04 パーオン率22.3% フェアウェイ率47.8% OB率38.5% バンカー率19.8%,難易度9位/18ホール中 平均スコア5.37 平均パット数2.04 パーオン率22.3% フェアウェイ率47.8% OB率38.5% バンカー率19.8%,難易度10位/18ホール中 平均スコア5.26 平均パット数2.03 パーオン率28.8% フェアウェイ率52.5% OB率45.8% バンカー率12.3%,難易度10位/18ホール中 平均スコア5.26 平均パット数2.03 パーオン率28.8% フェアウェイ率52.5% OB率45.8% バンカー率12.3%,難易度10位/18ホール中 平均スコア5.26 平均パット数2.03 パーオン率28.8% フェアウェイ率52.5% OB率45.8% バンカー率12.3%,難易度5位/18ホール中 平均スコア5.51 平均パット数1.99 パーオン率18.0% フェアウェイ率39.8% OB率49.5% バンカー率20.0%,難易度5位/18ホール中 平均スコア5.51 平均パット数1.99 パーオン率18.0% フェアウェイ率39.8% OB率49.5% バンカー率20.0%,難易度5位/18ホール中 平均スコア5.51 平均パット数1.99 パーオン率18.0% フェアウェイ率39.8% OB率49.5% バンカー率20.0%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：3,Reg.：206yd,Hdcp：5,PAR：4,Reg.：355yd,Hdcp：1,PAR：5,Reg.：483yd,Hdcp：14
5,谷越えのショートホール,谷越えのショートホール,谷越えのショートホール,グリーン手前に、池、バンカーのあるミドルホール,グリーン手前に、池、バンカーのあるミドルホール,グリーン手前に、池、バンカーのあるミドルホール,ストレートなロングホール,ストレートなロングホール,ストレートなロングホール
6,難易度15位/18ホール中 平均スコア4.26 平均パット数2.04 パーオン率21.5% フェアウェイ率- OB率27.5% バンカー率35.5%,難易度15位/18ホール中 平均スコア4.26 平均パット数2.04 パーオン率21.5% フェアウェイ率- OB率27.5% バンカー率35.5%,難易度15位/18ホール中 平均スコア4.26 平均パット数2.04 パーオン率21.5% フェアウェイ率- OB率27.5% バンカー率35.5%,難易度11位/18ホール中 平均スコア5.28 平均パット数2.05 パーオン率31.3% フェアウェイ率55.3% OB率37.0% バンカー率3.7%,難易度11位/18ホール中 平均スコア5.28 平均パット数2.05 パーオン率31.3% フェアウェイ率55.3% OB率37.0% バンカー率3.7%,難易度11位/18ホール中 平均スコア5.28 平均パット数2.05 パーオン率31.3% フェアウェイ率55.3% OB率37.0% バンカー率3.7%,難易度12位/18ホール中 平均スコア6.21 平均パット数2.06 パーオン率36.5% フェアウェイ率50.0% OB率55.0% バンカー率7.0%,難易度12位/18ホール中 平均スコア6.21 平均パット数2.06 パーオン率36.5% フェアウェイ率50.0% OB率55.0% バンカー率7.0%,難易度12位/18ホール中 平均スコア6.21 平均パット数2.06 パーオン率36.5% フェアウェイ率50.0% OB率55.0% バンカー率7.0%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：4,Reg.：405yd,Hdcp：3,PAR：3,Reg.：174yd,Hdcp：7,PAR：5,Reg.：485yd,Hdcp：16
9,グリーンは奥行きのある２段グリーンでうねりもある,グリーンは奥行きのある２段グリーンでうねりもある,グリーンは奥行きのある２段グリーンでうねりもある,グリーン手前をがっちりとバンカーがガード,グリーン手前をがっちりとバンカーがガード,グリーン手前をがっちりとバンカーがガード,セカンド地点からやや左にドッグレッグしたロング,セカンド地点からやや左にドッグレッグしたロング,セカンド地点からやや左にドッグレッグしたロング
10,難易度14位/18ホール中 平均スコア5.2 平均パット数2.04 パーオン率29.3% フェアウェイ率48.0% OB率32.0% バンカー率28.3%,難易度14位/18ホール中 平均スコア5.2 平均パット数2.04 パーオン率29.3% フェアウェイ率48.0% OB率32.0% バンカー率28.3%,難易度14位/18ホール中 平均スコア5.2 平均パット数2.04 パーオン率29.3% フェアウェイ率48.0% OB率32.0% バンカー率28.3%,難易度18位/18ホール中 平均スコア3.8 平均パット数1.97 パーオン率39.8% フェアウェイ率- OB率24.3% バンカー率21.3%,難易度18位/18ホール中 平均スコア3.8 平均パット数1.97 パーオン率39.8% フェアウェイ率- OB率24.3% バンカー率21.3%,難易度18位/18ホール中 平均スコア3.8 平均パット数1.97 パーオン率39.8% フェアウェイ率- OB率24.3% バンカー率21.3%,難易度3位/18ホール中 平均スコア6.51 平均パット数2.09 パーオン率25.8% フェアウェイ率46.5% OB率52.8% バンカー率26.8%,難易度3位/18ホール中 平均スコア6.51 平均パット数2.09 パーオン率25.8% フェアウェイ率46.5% OB率52.8% バンカー率26.8%,難易度3位/18ホール中 平均スコア6.51 平均パット数2.09 パーオン率25.8% フェアウェイ率46.5% OB率52.8% バンカー率26.8%
