,HOLE：10,HOLE：10.1,HOLE：10.2,HOLE：11,HOLE：11.1,HOLE：11.2,HOLE：12,HOLE：12.1,HOLE：12.2
0,PAR：4,Reg.：395yd,Hdcp：4,PAR：4,Reg.：350yd,Hdcp：16,PAR：3,Reg.：150yd,Hdcp：14
1,２打目はひっかけに注意して、手前より攻める,２打目はひっかけに注意して、手前より攻める,２打目はひっかけに注意して、手前より攻める,２打目地点はフラット、距離も短くグリーンが大きい,２打目地点はフラット、距離も短くグリーンが大きい,２打目地点はフラット、距離も短くグリーンが大きい,グリーンが細長いので正確な方向とショットが必要,グリーンが細長いので正確な方向とショットが必要,グリーンが細長いので正確な方向とショットが必要
2,難易度1位/18ホール中 平均スコア5.61 平均パット数1.9 パーオン率6.3% フェアウェイ率38.3% OB率28.5% バンカー率2.0%,難易度1位/18ホール中 平均スコア5.61 平均パット数1.9 パーオン率6.3% フェアウェイ率38.3% OB率28.5% バンカー率2.0%,難易度1位/18ホール中 平均スコア5.61 平均パット数1.9 パーオン率6.3% フェアウェイ率38.3% OB率28.5% バンカー率2.0%,難易度14位/18ホール中 平均スコア5.16 平均パット数1.93 パーオン率21.3% フェアウェイ率44.8% OB率16.3% バンカー率15.3%,難易度14位/18ホール中 平均スコア5.16 平均パット数1.93 パーオン率21.3% フェアウェイ率44.8% OB率16.3% バンカー率15.3%,難易度14位/18ホール中 平均スコア5.16 平均パット数1.93 パーオン率21.3% フェアウェイ率44.8% OB率16.3% バンカー率15.3%,難易度18位/18ホール中 平均スコア3.99 平均パット数1.83 パーオン率19.0% フェアウェイ率- OB率18.7% バンカー率26.8%,難易度18位/18ホール中 平均スコア3.99 平均パット数1.83 パーオン率19.0% フェアウェイ率- OB率18.7% バンカー率26.8%,難易度18位/18ホール中 平均スコア3.99 平均パット数1.83 パーオン率19.0% フェアウェイ率- OB率18.7% バンカー率26.8%
3,HOLE：13,HOLE：13,HOLE：13,HOLE：14,HOLE：14,HOLE：14,HOLE：15,HOLE：15,HOLE：15
4,PAR：5,Reg.：515yd,Hdcp：2,PAR：3,Reg.：160yd,Hdcp：10,PAR：5,Reg.：480yd,Hdcp：12
5,１打目は打ち下ろし　左側ＯＢゾーンに注意、右側へ,１打目は打ち下ろし　左側ＯＢゾーンに注意、右側へ,１打目は打ち下ろし　左側ＯＢゾーンに注意、右側へ,やや打ち上げ　グリーンが受けている,やや打ち上げ　グリーンが受けている,やや打ち上げ　グリーンが受けている,１打目はやや右側　セカンドからは打ち下ろし,１打目はやや右側　セカンドからは打ち下ろし,１打目はやや右側　セカンドからは打ち下ろし
6,難易度3位/18ホール中 平均スコア6.62 平均パット数1.92 パーオン率14.5% フェアウェイ率41.3% OB率44.3% バンカー率2.7%,難易度3位/18ホール中 平均スコア6.62 平均パット数1.92 パーオン率14.5% フェアウェイ率41.3% OB率44.3% バンカー率2.7%,難易度3位/18ホール中 平均スコア6.62 平均パット数1.92 パーオン率14.5% フェアウェイ率41.3% OB率44.3% バンカー率2.7%,難易度15位/18ホール中 平均スコア4.17 平均パット数1.99 パーオン率17.5% フェアウェイ率- OB率9.0% バンカー率38.5%,難易度15位/18ホール中 平均スコア4.17 平均パット数1.99 パーオン率17.5% フェアウェイ率- OB率9.0% バンカー率38.5%,難易度15位/18ホール中 平均スコア4.17 平均パット数1.99 パーオン率17.5% フェアウェイ率- OB率9.0% バンカー率38.5%,難易度9位/18ホール中 平均スコア6.28 平均パット数1.9 パーオン率27.5% フェアウェイ率41.8% OB率44.3% バンカー率20.0%,難易度9位/18ホール中 平均スコア6.28 平均パット数1.9 パーオン率27.5% フェアウェイ率41.8% OB率44.3% バンカー率20.0%,難易度9位/18ホール中 平均スコア6.28 平均パット数1.9 パーオン率27.5% フェアウェイ率41.8% OB率44.3% バンカー率20.0%
7,HOLE：16,HOLE：16,HOLE：16,HOLE：17,HOLE：17,HOLE：17,HOLE：18,HOLE：18,HOLE：18
8,PAR：4,Reg.：340yd,Hdcp：6,PAR：4,Reg.：335yd,Hdcp：18,PAR：4,Reg.：356yd,Hdcp：8
9,２打目は打ち上げ　アップヒルで距離感を￥は十分に,２打目は打ち上げ　アップヒルで距離感を￥は十分に,２打目は打ち上げ　アップヒルで距離感を￥は十分に,距離がなく２打目が打ち易い　バーディが取り易い,距離がなく２打目が打ち易い　バーディが取り易い,距離がなく２打目が打ち易い　バーディが取り易い,フィニッシングホール　緊張感の強いホール,フィニッシングホール　緊張感の強いホール,フィニッシングホール　緊張感の強いホール
