,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：409yd,Hdcp：1,PAR：3,Reg.：147yd,Hdcp：9,PAR：4,Reg.：358yd,Hdcp：6
1,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,フラットなショートホール,フラットなショートホール,フラットなショートホール,真っ直ぐなミドル　ティーショットは右一本松狙い,真っ直ぐなミドル　ティーショットは右一本松狙い,真っ直ぐなミドル　ティーショットは右一本松狙い
2,難易度2位/9ホール中 平均スコア5.73 平均パット数1.96 パーオン率7.3% フェアウェイ率46.3% OB率40.0% バンカー率18.0%,難易度2位/9ホール中 平均スコア5.73 平均パット数1.96 パーオン率7.3% フェアウェイ率46.3% OB率40.0% バンカー率18.0%,難易度2位/9ホール中 平均スコア5.73 平均パット数1.96 パーオン率7.3% フェアウェイ率46.3% OB率40.0% バンカー率18.0%,難易度8位/9ホール中 平均スコア3.96 平均パット数1.82 パーオン率22.0% フェアウェイ率- OB率14.0% バンカー率28.5%,難易度8位/9ホール中 平均スコア3.96 平均パット数1.82 パーオン率22.0% フェアウェイ率- OB率14.0% バンカー率28.5%,難易度8位/9ホール中 平均スコア3.96 平均パット数1.82 パーオン率22.0% フェアウェイ率- OB率14.0% バンカー率28.5%,難易度7位/9ホール中 平均スコア5.28 平均パット数1.92 パーオン率23.5% フェアウェイ率48.5% OB率38.3% バンカー率14.3%,難易度7位/9ホール中 平均スコア5.28 平均パット数1.92 パーオン率23.5% フェアウェイ率48.5% OB率38.3% バンカー率14.3%,難易度7位/9ホール中 平均スコア5.28 平均パット数1.92 パーオン率23.5% フェアウェイ率48.5% OB率38.3% バンカー率14.3%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：5,Reg.：452yd,Hdcp：4,PAR：4,Reg.：324yd,Hdcp：7,PAR：4,Reg.：386yd,Hdcp：3
5,右ドッグレッグのロングホール,右ドッグレッグのロングホール,右ドッグレッグのロングホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール
6,難易度3位/9ホール中 平均スコア6.54 平均パット数1.88 パーオン率15.8% フェアウェイ率64.5% OB率42.8% バンカー率13.0%,難易度3位/9ホール中 平均スコア6.54 平均パット数1.88 パーオン率15.8% フェアウェイ率64.5% OB率42.8% バンカー率13.0%,難易度3位/9ホール中 平均スコア6.54 平均パット数1.88 パーオン率15.8% フェアウェイ率64.5% OB率42.8% バンカー率13.0%,難易度6位/9ホール中 平均スコア5.35 平均パット数1.89 パーオン率15.3% フェアウェイ率71.8% OB率28.0% バンカー率19.3%,難易度6位/9ホール中 平均スコア5.35 平均パット数1.89 パーオン率15.3% フェアウェイ率71.8% OB率28.0% バンカー率19.3%,難易度6位/9ホール中 平均スコア5.35 平均パット数1.89 パーオン率15.3% フェアウェイ率71.8% OB率28.0% バンカー率19.3%,難易度4位/9ホール中 平均スコア5.5 平均パット数1.89 パーオン率9.8% フェアウェイ率62.0% OB率38.5% バンカー率17.0%,難易度4位/9ホール中 平均スコア5.5 平均パット数1.89 パーオン率9.8% フェアウェイ率62.0% OB率38.5% バンカー率17.0%,難易度4位/9ホール中 平均スコア5.5 平均パット数1.89 パーオン率9.8% フェアウェイ率62.0% OB率38.5% バンカー率17.0%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：3,Reg.：142yd,Hdcp：8,PAR：5,Reg.：477yd,Hdcp：5,PAR：4,Reg.：357yd,Hdcp：2
9,打ち下ろしの短いショートホール,打ち下ろしの短いショートホール,打ち下ろしの短いショートホール,まっすぐでフラットなロングホール,まっすぐでフラットなロングホール,まっすぐでフラットなロングホール,Ｓ字のミドル　ティーショットは思い切り豪快に,Ｓ字のミドル　ティーショットは思い切り豪快に,Ｓ字のミドル　ティーショットは思い切り豪快に
10,難易度9位/9ホール中 平均スコア3.92 平均パット数1.93 パーオン率28.8% フェアウェイ率- OB率16.5% バンカー率16.3%,難易度9位/9ホール中 平均スコア3.92 平均パット数1.93 パーオン率28.8% フェアウェイ率- OB率16.5% バンカー率16.3%,難易度9位/9ホール中 平均スコア3.92 平均パット数1.93 パーオン率28.8% フェアウェイ率- OB率16.5% バンカー率16.3%,難易度5位/9ホール中 平均スコア6.39 平均パット数2.01 パーオン率28.0% フェアウェイ率43.5% OB率48.5% バンカー率8.3%,難易度5位/9ホール中 平均スコア6.39 平均パット数2.01 パーオン率28.0% フェアウェイ率43.5% OB率48.5% バンカー率8.3%,難易度5位/9ホール中 平均スコア6.39 平均パット数2.01 パーオン率28.0% フェアウェイ率43.5% OB率48.5% バンカー率8.3%,難易度1位/9ホール中 平均スコア5.75 平均パット数2.03 パーオン率7.3% フェアウェイ率56.0% OB率35.3% バンカー率12.3%,難易度1位/9ホール中 平均スコア5.75 平均パット数2.03 パーオン率7.3% フェアウェイ率56.0% OB率35.3% バンカー率12.3%,難易度1位/9ホール中 平均スコア5.75 平均パット数2.03 パーオン率7.3% フェアウェイ率56.0% OB率35.3% バンカー率12.3%
