,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：370yd,Hdcp：13,PAR：4,Reg.：378yd,Hdcp：3,PAR：3,Reg.：196yd,Hdcp：11
1,グリーンが上がりで第２打の距離を間違えやすい,グリーンが上がりで第２打の距離を間違えやすい,グリーンが上がりで第２打の距離を間違えやすい,第２打はグリーンが砲台なので無理な攻めはしない,第２打はグリーンが砲台なので無理な攻めはしない,第２打はグリーンが砲台なので無理な攻めはしない,グリーン手前の池を越すとエプロンが広い,グリーン手前の池を越すとエプロンが広い,グリーン手前の池を越すとエプロンが広い
2,難易度3位/18ホール中 平均スコア5.42 平均パット数1.96 パーオン率12.8% フェアウェイ率51.8% OB率2.5% バンカー率40.8%,難易度3位/18ホール中 平均スコア5.42 平均パット数1.96 パーオン率12.8% フェアウェイ率51.8% OB率2.5% バンカー率40.8%,難易度3位/18ホール中 平均スコア5.42 平均パット数1.96 パーオン率12.8% フェアウェイ率51.8% OB率2.5% バンカー率40.8%,難易度2位/18ホール中 平均スコア5.52 平均パット数1.91 パーオン率12.7% フェアウェイ率45.3% OB率13.3% バンカー率35.3%,難易度2位/18ホール中 平均スコア5.52 平均パット数1.91 パーオン率12.7% フェアウェイ率45.3% OB率13.3% バンカー率35.3%,難易度2位/18ホール中 平均スコア5.52 平均パット数1.91 パーオン率12.7% フェアウェイ率45.3% OB率13.3% バンカー率35.3%,難易度15位/18ホール中 平均スコア4.05 平均パット数1.88 パーオン率16.0% フェアウェイ率- OB率1.0% バンカー率14.0%,難易度15位/18ホール中 平均スコア4.05 平均パット数1.88 パーオン率16.0% フェアウェイ率- OB率1.0% バンカー率14.0%,難易度15位/18ホール中 平均スコア4.05 平均パット数1.88 パーオン率16.0% フェアウェイ率- OB率1.0% バンカー率14.0%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：5,Reg.：490yd,Hdcp：5,PAR：3,Reg.：166yd,Hdcp：17,PAR：4,Reg.：378yd,Hdcp：1
5,１、２打とも右　グリーンのアンジュレーション注意,１、２打とも右　グリーンのアンジュレーション注意,１、２打とも右　グリーンのアンジュレーション注意,ピンの位置にこだわらず、クラブ選択を慎重に,ピンの位置にこだわらず、クラブ選択を慎重に,ピンの位置にこだわらず、クラブ選択を慎重に,Backより280y位から上がり傾斜、大きめのクラブで,Backより280y位から上がり傾斜、大きめのクラブで,Backより280y位から上がり傾斜、大きめのクラブで
6,難易度11位/18ホール中 平均スコア6.22 平均パット数2.05 パーオン率28.5% フェアウェイ率59.3% OB率4.7% バンカー率29.8%,難易度11位/18ホール中 平均スコア6.22 平均パット数2.05 パーオン率28.5% フェアウェイ率59.3% OB率4.7% バンカー率29.8%,難易度11位/18ホール中 平均スコア6.22 平均パット数2.05 パーオン率28.5% フェアウェイ率59.3% OB率4.7% バンカー率29.8%,難易度17位/18ホール中 平均スコア4.03 平均パット数1.85 パーオン率23.5% フェアウェイ率- OB率13.8% バンカー率25.0%,難易度17位/18ホール中 平均スコア4.03 平均パット数1.85 パーオン率23.5% フェアウェイ率- OB率13.8% バンカー率25.0%,難易度17位/18ホール中 平均スコア4.03 平均パット数1.85 パーオン率23.5% フェアウェイ率- OB率13.8% バンカー率25.0%,難易度4位/18ホール中 平均スコア5.48 平均パット数1.96 パーオン率9.5% フェアウェイ率48.3% OB率31.7% バンカー率4.5%,難易度4位/18ホール中 平均スコア5.48 平均パット数1.96 パーオン率9.5% フェアウェイ率48.3% OB率31.7% バンカー率4.5%,難易度4位/18ホール中 平均スコア5.48 平均パット数1.96 パーオン率9.5% フェアウェイ率48.3% OB率31.7% バンカー率4.5%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：4,Reg.：377yd,Hdcp：7,PAR：5,Reg.：492yd,Hdcp：15,PAR：4,Reg.：375yd,Hdcp：9
9,コース右側にＯＢ　１、２打とも方向と距離が大切,コース右側にＯＢ　１、２打とも方向と距離が大切,コース右側にＯＢ　１、２打とも方向と距離が大切,２打目の位置が下がり傾斜なので無理は避ける,２打目の位置が下がり傾斜なので無理は避ける,２打目の位置が下がり傾斜なので無理は避ける,クロスバンカーの右狙い　２オンが楽しみなホール,クロスバンカーの右狙い　２オンが楽しみなホール,クロスバンカーの右狙い　２オンが楽しみなホール
