,HOLE：10,HOLE：10.1,HOLE：10.2,HOLE：11,HOLE：11.1,HOLE：11.2,HOLE：12,HOLE：12.1,HOLE：12.2
0,PAR：5,Reg.：476yd,Hdcp：,PAR：4,Reg.：370yd,Hdcp：,PAR：5,Reg.：501yd,Hdcp：
1,真っ直ぐなロングホール,真っ直ぐなロングホール,真っ直ぐなロングホール,池越えのミドルホール,池越えのミドルホール,池越えのミドルホール,左ドッグレッグのロングホール,左ドッグレッグのロングホール,左ドッグレッグのロングホール
2,難易度12位/18ホール中 平均スコア6.31 平均パット数2.06 パーオン率29.3% フェアウェイ率52.8% OB率18.0% バンカー率10.7%,難易度12位/18ホール中 平均スコア6.31 平均パット数2.06 パーオン率29.3% フェアウェイ率52.8% OB率18.0% バンカー率10.7%,難易度12位/18ホール中 平均スコア6.31 平均パット数2.06 パーオン率29.3% フェアウェイ率52.8% OB率18.0% バンカー率10.7%,難易度6位/18ホール中 平均スコア5.51 平均パット数1.99 パーオン率12.0% フェアウェイ率56.5% OB率20.0% バンカー率24.3%,難易度6位/18ホール中 平均スコア5.51 平均パット数1.99 パーオン率12.0% フェアウェイ率56.5% OB率20.0% バンカー率24.3%,難易度6位/18ホール中 平均スコア5.51 平均パット数1.99 パーオン率12.0% フェアウェイ率56.5% OB率20.0% バンカー率24.3%,難易度2位/18ホール中 平均スコア6.58 平均パット数2.01 パーオン率20.3% フェアウェイ率52.5% OB率37.3% バンカー率12.5%,難易度2位/18ホール中 平均スコア6.58 平均パット数2.01 パーオン率20.3% フェアウェイ率52.5% OB率37.3% バンカー率12.5%,難易度2位/18ホール中 平均スコア6.58 平均パット数2.01 パーオン率20.3% フェアウェイ率52.5% OB率37.3% バンカー率12.5%
3,HOLE：13,HOLE：13,HOLE：13,HOLE：14,HOLE：14,HOLE：14,HOLE：15,HOLE：15,HOLE：15
4,PAR：3,Reg.：170yd,Hdcp：,PAR：4,Reg.：310yd,Hdcp：,PAR：3,Reg.：131yd,Hdcp：
5,長いショートホール,長いショートホール,長いショートホール,短いミドルホール,短いミドルホール,短いミドルホール,短いショートホール,短いショートホール,短いショートホール
6,難易度16位/18ホール中 平均スコア4.11 平均パット数1.99 パーオン率22.0% フェアウェイ率- OB率9.0% バンカー率2.3%,難易度16位/18ホール中 平均スコア4.11 平均パット数1.99 パーオン率22.0% フェアウェイ率- OB率9.0% バンカー率2.3%,難易度16位/18ホール中 平均スコア4.11 平均パット数1.99 パーオン率22.0% フェアウェイ率- OB率9.0% バンカー率2.3%,難易度14位/18ホール中 平均スコア5.19 平均パット数2.12 パーオン率32.0% フェアウェイ率50.8% OB率11.3% バンカー率20.5%,難易度14位/18ホール中 平均スコア5.19 平均パット数2.12 パーオン率32.0% フェアウェイ率50.8% OB率11.3% バンカー率20.5%,難易度14位/18ホール中 平均スコア5.19 平均パット数2.12 パーオン率32.0% フェアウェイ率50.8% OB率11.3% バンカー率20.5%,難易度17位/18ホール中 平均スコア4.01 平均パット数2.09 パーオン率32.5% フェアウェイ率- OB率11.0% バンカー率30.0%,難易度17位/18ホール中 平均スコア4.01 平均パット数2.09 パーオン率32.5% フェアウェイ率- OB率11.0% バンカー率30.0%,難易度17位/18ホール中 平均スコア4.01 平均パット数2.09 パーオン率32.5% フェアウェイ率- OB率11.0% バンカー率30.0%
7,HOLE：16,HOLE：16,HOLE：16,HOLE：17,HOLE：17,HOLE：17,HOLE：18,HOLE：18,HOLE：18
8,PAR：4,Reg.：378yd,Hdcp：,PAR：4,Reg.：350yd,Hdcp：,PAR：4,Reg.：400yd,Hdcp：
9,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,谷越えのミドルホール,谷越えのミドルホール,谷越えのミドルホール,長いミドルホール,長いミドルホール,長いミドルホール
10,難易度10位/18ホール中 平均スコア5.4 平均パット数1.98 パーオン率16.5% フェアウェイ率48.5% OB率31.8% バンカー率10.7%,難易度10位/18ホール中 平均スコア5.4 平均パット数1.98 パーオン率16.5% フェアウェイ率48.5% OB率31.8% バンカー率10.7%,難易度10位/18ホール中 平均スコア5.4 平均パット数1.98 パーオン率16.5% フェアウェイ率48.5% OB率31.8% バンカー率10.7%,難易度13位/18ホール中 平均スコア5.25 平均パット数2.01 パーオン率26.0% フェアウェイ率60.0% OB率20.3% バンカー率6.3%,難易度13位/18ホール中 平均スコア5.25 平均パット数2.01 パーオン率26.0% フェアウェイ率60.0% OB率20.3% バンカー率6.3%,難易度13位/18ホール中 平均スコア5.25 平均パット数2.01 パーオン率26.0% フェアウェイ率60.0% OB率20.3% バンカー率6.3%,難易度5位/18ホール中 平均スコア5.55 平均パット数2.05 パーオン率10.5% フェアウェイ率58.3% OB率10.0% バンカー率14.0%,難易度5位/18ホール中 平均スコア5.55 平均パット数2.05 パーオン率10.5% フェアウェイ率58.3% OB率10.0% バンカー率14.0%,難易度5位/18ホール中 平均スコア5.55 平均パット数2.05 パーオン率10.5% フェアウェイ率58.3% OB率10.0% バンカー率14.0%
