,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：374yd,Hdcp：3,PAR：4,Reg.：274yd,Hdcp：17,PAR：4,Reg.：337yd,Hdcp：15
1,ファーストホールは無理せず自分のペースで,ファーストホールは無理せず自分のペースで,ファーストホールは無理せず自分のペースで,距離のないミドル　アイアンでも２オン可能,距離のないミドル　アイアンでも２オン可能,距離のないミドル　アイアンでも２オン可能,左サイドはＯＢ　右サイドは後半１ペナ,左サイドはＯＢ　右サイドは後半１ペナ,左サイドはＯＢ　右サイドは後半１ペナ
2,難易度2位/18ホール中 平均スコア5.64 平均パット数2.02 パーオン率12.8% フェアウェイ率51.8% OB率7.3% バンカー率10.8%,難易度2位/18ホール中 平均スコア5.64 平均パット数2.02 パーオン率12.8% フェアウェイ率51.8% OB率7.3% バンカー率10.8%,難易度2位/18ホール中 平均スコア5.64 平均パット数2.02 パーオン率12.8% フェアウェイ率51.8% OB率7.3% バンカー率10.8%,難易度12位/18ホール中 平均スコア5.19 平均パット数2.04 パーオン率31.3% フェアウェイ率56.3% OB率4.3% バンカー率17.0%,難易度12位/18ホール中 平均スコア5.19 平均パット数2.04 パーオン率31.3% フェアウェイ率56.3% OB率4.3% バンカー率17.0%,難易度12位/18ホール中 平均スコア5.19 平均パット数2.04 パーオン率31.3% フェアウェイ率56.3% OB率4.3% バンカー率17.0%,難易度18位/18ホール中 平均スコア4.99 平均パット数2 パーオン率36.0% フェアウェイ率58.0% OB率15.3% バンカー率2.7%,難易度18位/18ホール中 平均スコア4.99 平均パット数2 パーオン率36.0% フェアウェイ率58.0% OB率15.3% バンカー率2.7%,難易度18位/18ホール中 平均スコア4.99 平均パット数2 パーオン率36.0% フェアウェイ率58.0% OB率15.3% バンカー率2.7%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：4,Reg.：341yd,Hdcp：9,PAR：3,Reg.：165yd,Hdcp：7,PAR：5,Reg.：511yd,Hdcp：5
5,打ち上げのミドルホール,打ち上げのミドルホール,打ち上げのミドルホール,谷越えのショートホール,谷越えのショートホール,谷越えのショートホール,距離の長いロング　４オンで攻めたい,距離の長いロング　４オンで攻めたい,距離の長いロング　４オンで攻めたい
6,難易度9位/18ホール中 平均スコア5.31 平均パット数1.99 パーオン率22.5% フェアウェイ率56.8% OB率24.5% バンカー率13.3%,難易度9位/18ホール中 平均スコア5.31 平均パット数1.99 パーオン率22.5% フェアウェイ率56.8% OB率24.5% バンカー率13.3%,難易度9位/18ホール中 平均スコア5.31 平均パット数1.99 パーオン率22.5% フェアウェイ率56.8% OB率24.5% バンカー率13.3%,難易度13位/18ホール中 平均スコア4.22 平均パット数1.98 パーオン率18.3% フェアウェイ率- OB率17.5% バンカー率24.8%,難易度13位/18ホール中 平均スコア4.22 平均パット数1.98 パーオン率18.3% フェアウェイ率- OB率17.5% バンカー率24.8%,難易度13位/18ホール中 平均スコア4.22 平均パット数1.98 パーオン率18.3% フェアウェイ率- OB率17.5% バンカー率24.8%,難易度3位/18ホール中 平均スコア6.57 平均パット数2.03 パーオン率23.3% フェアウェイ率46.0% OB率36.3% バンカー率19.5%,難易度3位/18ホール中 平均スコア6.57 平均パット数2.03 パーオン率23.3% フェアウェイ率46.0% OB率36.3% バンカー率19.5%,難易度3位/18ホール中 平均スコア6.57 平均パット数2.03 パーオン率23.3% フェアウェイ率46.0% OB率36.3% バンカー率19.5%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：4,Reg.：418yd,Hdcp：1,PAR：3,Reg.：153yd,Hdcp：13,PAR：5,Reg.：477yd,Hdcp：11
9,２打目がやや打ち上げでブラインドとなる,２打目がやや打ち上げでブラインドとなる,２打目がやや打ち上げでブラインドとなる,谷越えのショートホール　右手前が谷でＯＢ,谷越えのショートホール　右手前が谷でＯＢ,谷越えのショートホール　右手前が谷でＯＢ,フェアウェイはフラットなロングホール,フェアウェイはフラットなロングホール,フェアウェイはフラットなロングホール
10,難易度6位/18ホール中 平均スコア5.52 平均パット数2.04 パーオン率16.8% フェアウェイ率47.8% OB率23.5% バンカー率11.5%,難易度6位/18ホール中 平均スコア5.52 平均パット数2.04 パーオン率16.8% フェアウェイ率47.8% OB率23.5% バンカー率11.5%,難易度6位/18ホール中 平均スコア5.52 平均パット数2.04 パーオン率16.8% フェアウェイ率47.8% OB率23.5% バンカー率11.5%,難易度17位/18ホール中 平均スコア4.11 平均パット数1.97 パーオン率22.8% フェアウェイ率- OB率7.0% バンカー率41.0%,難易度17位/18ホール中 平均スコア4.11 平均パット数1.97 パーオン率22.8% フェアウェイ率- OB率7.0% バンカー率41.0%,難易度17位/18ホール中 平均スコア4.11 平均パット数1.97 パーオン率22.8% フェアウェイ率- OB率7.0% バンカー率41.0%,難易度5位/18ホール中 平均スコア6.47 平均パット数2.03 パーオン率27.8% フェアウェイ率47.0% OB率40.5% バンカー率24.3%,難易度5位/18ホール中 平均スコア6.47 平均パット数2.03 パーオン率27.8% フェアウェイ率47.0% OB率40.5% バンカー率24.3%,難易度5位/18ホール中 平均スコア6.47 平均パット数2.03 パーオン率27.8% フェアウェイ率47.0% OB率40.5% バンカー率24.3%
