,HOLE：10,HOLE：10.1,HOLE：10.2,HOLE：11,HOLE：11.1,HOLE：11.2,HOLE：12,HOLE：12.1,HOLE：12.2
0,PAR：4,Reg.：437yd,Hdcp：4,PAR：3,Reg.：169yd,Hdcp：16,PAR：4,Reg.：320yd,Hdcp：10
1,長いミドルホール,長いミドルホール,長いミドルホール,長いショートホール,長いショートホール,長いショートホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール
2,難易度3位/18ホール中 平均スコア5.64 平均パット数1.94 パーオン率7.0% フェアウェイ率49.5% OB率2.0% バンカー率13.8%,難易度3位/18ホール中 平均スコア5.64 平均パット数1.94 パーオン率7.0% フェアウェイ率49.5% OB率2.0% バンカー率13.8%,難易度3位/18ホール中 平均スコア5.64 平均パット数1.94 パーオン率7.0% フェアウェイ率49.5% OB率2.0% バンカー率13.8%,難易度13位/18ホール中 平均スコア4.26 平均パット数1.97 パーオン率15.5% フェアウェイ率- OB率3.0% バンカー率32.5%,難易度13位/18ホール中 平均スコア4.26 平均パット数1.97 パーオン率15.5% フェアウェイ率- OB率3.0% バンカー率32.5%,難易度13位/18ホール中 平均スコア4.26 平均パット数1.97 パーオン率15.5% フェアウェイ率- OB率3.0% バンカー率32.5%,難易度9位/18ホール中 平均スコア5.44 平均パット数1.99 パーオン率14.3% フェアウェイ率51.8% OB率6.7% バンカー率11.0%,難易度9位/18ホール中 平均スコア5.44 平均パット数1.99 パーオン率14.3% フェアウェイ率51.8% OB率6.7% バンカー率11.0%,難易度9位/18ホール中 平均スコア5.44 平均パット数1.99 パーオン率14.3% フェアウェイ率51.8% OB率6.7% バンカー率11.0%
3,HOLE：13,HOLE：13,HOLE：13,HOLE：14,HOLE：14,HOLE：14,HOLE：15,HOLE：15,HOLE：15
4,PAR：4,Reg.：395yd,Hdcp：2,PAR：3,Reg.：143yd,Hdcp：14,PAR：5,Reg.：475yd,Hdcp：8
5,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,ショートホール,ショートホール,ショートホール,Ｓ字のロングホール,Ｓ字のロングホール,Ｓ字のロングホール
6,難易度2位/18ホール中 平均スコア5.66 平均パット数2.04 パーオン率9.3% フェアウェイ率49.5% OB率1.5% バンカー率15.5%,難易度2位/18ホール中 平均スコア5.66 平均パット数2.04 パーオン率9.3% フェアウェイ率49.5% OB率1.5% バンカー率15.5%,難易度2位/18ホール中 平均スコア5.66 平均パット数2.04 パーオン率9.3% フェアウェイ率49.5% OB率1.5% バンカー率15.5%,難易度18位/18ホール中 平均スコア3.97 平均パット数1.93 パーオン率29.0% フェアウェイ率- OB率7.0% バンカー率27.3%,難易度18位/18ホール中 平均スコア3.97 平均パット数1.93 パーオン率29.0% フェアウェイ率- OB率7.0% バンカー率27.3%,難易度18位/18ホール中 平均スコア3.97 平均パット数1.93 パーオン率29.0% フェアウェイ率- OB率7.0% バンカー率27.3%,難易度7位/18ホール中 平均スコア6.44 平均パット数2.03 パーオン率22.8% フェアウェイ率55.3% OB率27.0% バンカー率6.0%,難易度7位/18ホール中 平均スコア6.44 平均パット数2.03 パーオン率22.8% フェアウェイ率55.3% OB率27.0% バンカー率6.0%,難易度7位/18ホール中 平均スコア6.44 平均パット数2.03 パーオン率22.8% フェアウェイ率55.3% OB率27.0% バンカー率6.0%
7,HOLE：16,HOLE：16,HOLE：16,HOLE：17,HOLE：17,HOLE：17,HOLE：18,HOLE：18,HOLE：18
8,PAR：4,Reg.：386yd,Hdcp：12,PAR：4,Reg.：302yd,Hdcp：18,PAR：5,Reg.：497yd,Hdcp：6
9,長いミドルホール,長いミドルホール,長いミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,真っ直ぐなロングホール,真っ直ぐなロングホール,真っ直ぐなロングホール
10,難易度8位/18ホール中 平均スコア5.47 平均パット数1.88 パーオン率13.5% フェアウェイ率49.5% OB率37.8% バンカー率11.8%,難易度8位/18ホール中 平均スコア5.47 平均パット数1.88 パーオン率13.5% フェアウェイ率49.5% OB率37.8% バンカー率11.8%,難易度8位/18ホール中 平均スコア5.47 平均パット数1.88 パーオン率13.5% フェアウェイ率49.5% OB率37.8% バンカー率11.8%,難易度16位/18ホール中 平均スコア5.05 平均パット数1.91 パーオン率25.5% フェアウェイ率56.5% OB率16.0% バンカー率7.5%,難易度16位/18ホール中 平均スコア5.05 平均パット数1.91 パーオン率25.5% フェアウェイ率56.5% OB率16.0% バンカー率7.5%,難易度16位/18ホール中 平均スコア5.05 平均パット数1.91 パーオン率25.5% フェアウェイ率56.5% OB率16.0% バンカー率7.5%,難易度1位/18ホール中 平均スコア6.72 平均パット数2.06 パーオン率15.8% フェアウェイ率59.8% OB率29.3% バンカー率16.8%,難易度1位/18ホール中 平均スコア6.72 平均パット数2.06 パーオン率15.8% フェアウェイ率59.8% OB率29.3% バンカー率16.8%,難易度1位/18ホール中 平均スコア6.72 平均パット数2.06 パーオン率15.8% フェアウェイ率59.8% OB率29.3% バンカー率16.8%
